,borough,neighbourhood,superhost
4344,Manhattan,Harlem,False
4345,Manhattan,Harlem,False
4346,Manhattan,Harlem,False
4347,Manhattan,Harlem,True
4348,Manhattan,Harlem,False
4349,Manhattan,Harlem,True
4350,Manhattan,Harlem,True
4351,Manhattan,Harlem,True
4352,Manhattan,Harlem,False
4353,Manhattan,Harlem,True
4354,Manhattan,Harlem,True
4355,Manhattan,Harlem,False
4356,Manhattan,Harlem,False
4357,Manhattan,Harlem,True
4358,Manhattan,Harlem,False
4359,Manhattan,Harlem,True
4360,Manhattan,Harlem,False
4361,Manhattan,Harlem,True
4362,Manhattan,Harlem,False
4363,Manhattan,Harlem,False
4364,Manhattan,Harlem,False
4365,Manhattan,Harlem,False
4366,Manhattan,Harlem,False
4367,Manhattan,Harlem,False
4368,Manhattan,Harlem,False
4369,Manhattan,Harlem,False
4370,Manhattan,Harlem,False
4371,Manhattan,Harlem,False
4372,Manhattan,Harlem,False
4373,Manhattan,Harlem,False
4374,Manhattan,Harlem,True
4375,Manhattan,Harlem,False
4376,Manhattan,Harlem,False
4377,Manhattan,Harlem,True
4378,Manhattan,Harlem,False
4379,Manhattan,Harlem,True
4380,Manhattan,Harlem,True
4381,Manhattan,Harlem,False
4382,Manhattan,Harlem,True
4383,Manhattan,Harlem,True
4384,Manhattan,Harlem,True
4385,Manhattan,Harlem,False
4386,Manhattan,Harlem,False
4387,Manhattan,Harlem,True
4388,Manhattan,Harlem,True
4389,Manhattan,Harlem,False
4390,Manhattan,Harlem,False
4391,Manhattan,Harlem,True
4392,Manhattan,Harlem,False
4393,Manhattan,Harlem,True
4394,Manhattan,Harlem,False
4395,Manhattan,Harlem,True
4396,Manhattan,Harlem,False
4397,Manhattan,Harlem,False
4398,Manhattan,Harlem,False
4399,Manhattan,Harlem,True
4400,Manhattan,Harlem,False
4401,Manhattan,Harlem,False
4402,Manhattan,Harlem,False
4403,Manhattan,Harlem,False
4404,Manhattan,Harlem,False
4405,Manhattan,Harlem,False
4406,Manhattan,Harlem,True
4407,Manhattan,Harlem,False
4408,Manhattan,Harlem,True
4409,Manhattan,Harlem,False
4410,Manhattan,Harlem,False
4411,Manhattan,Harlem,True
4412,Manhattan,Harlem,False
4413,Manhattan,Harlem,False
4414,Manhattan,Harlem,False
4415,Manhattan,Harlem,True
4416,Manhattan,Harlem,False
4417,Manhattan,Harlem,True
4418,Manhattan,Harlem,False
4419,Manhattan,Harlem,True
4420,Manhattan,Harlem,False
4421,Manhattan,Harlem,False
4422,Manhattan,Harlem,False
4423,Manhattan,Harlem,False
4424,Manhattan,Harlem,True
4425,Manhattan,Harlem,True
4426,Manhattan,Harlem,True
4427,Manhattan,Harlem,False
4428,Manhattan,Harlem,True
4429,Manhattan,Harlem,True
4430,Manhattan,Harlem,True
4431,Manhattan,Harlem,False
4432,Manhattan,Harlem,False
4433,Manhattan,Harlem,True
4434,Manhattan,Harlem,False
4435,Manhattan,Harlem,False
4436,Manhattan,Harlem,False
4437,Manhattan,Harlem,False
4438,Manhattan,Harlem,True
4439,Manhattan,Harlem,False
4440,Manhattan,Harlem,False
4441,Manhattan,Harlem,False
4442,Manhattan,Harlem,False
4443,Manhattan,Harlem,False
4444,Manhattan,Harlem,False
4445,Manhattan,Harlem,False
4446,Manhattan,Harlem,False
4447,Manhattan,Harlem,False
4448,Manhattan,Harlem,False
4449,Manhattan,Harlem,True
4450,Manhattan,Harlem,False
4451,Manhattan,Harlem,False
4452,Manhattan,Harlem,True
4453,Manhattan,Harlem,False
4454,Manhattan,Harlem,False
4455,Manhattan,Harlem,False
4456,Manhattan,Harlem,True
4457,Manhattan,Harlem,False
4458,Manhattan,Harlem,True
4459,Manhattan,Harlem,False
4460,Manhattan,Harlem,True
4461,Manhattan,Harlem,True
4462,Manhattan,Harlem,False
4463,Manhattan,Harlem,False
4464,Manhattan,Harlem,False
4465,Manhattan,Harlem,False
4466,Manhattan,Harlem,False
4467,Manhattan,Harlem,False
4468,Manhattan,Harlem,False
4469,Manhattan,Harlem,False
4470,Manhattan,Harlem,False
4471,Manhattan,Harlem,False
4472,Manhattan,Harlem,True
4473,Manhattan,Harlem,False
4474,Manhattan,Harlem,False
4475,Manhattan,Harlem,True
4476,Manhattan,Harlem,False
4477,Manhattan,Harlem,False
4478,Manhattan,Harlem,False
4479,Manhattan,Harlem,False
4480,Manhattan,Harlem,False
4481,Manhattan,Harlem,True
4482,Manhattan,Harlem,False
4483,Manhattan,Harlem,False
4484,Manhattan,Harlem,False
4485,Manhattan,Harlem,False
4486,Manhattan,Harlem,False
4487,Manhattan,Harlem,False
4488,Manhattan,Harlem,True
4489,Manhattan,Harlem,True
4490,Manhattan,Harlem,True
4491,Manhattan,Harlem,False
4492,Manhattan,Harlem,False
4493,Manhattan,Harlem,False
4494,Manhattan,Harlem,False
4495,Manhattan,Harlem,False
4496,Manhattan,Harlem,False
4497,Manhattan,Harlem,False
4498,Manhattan,Harlem,True
4499,Manhattan,Harlem,False
4500,Manhattan,Harlem,False
4501,Manhattan,Harlem,False
4502,Manhattan,Harlem,False
4503,Manhattan,Harlem,False
4504,Manhattan,Harlem,False
4505,Manhattan,Harlem,True
4506,Manhattan,Harlem,True
4507,Manhattan,Harlem,True
4508,Manhattan,Harlem,True
4509,Manhattan,Harlem,False
4510,Manhattan,Harlem,True
4511,Manhattan,Harlem,False
4512,Manhattan,Harlem,False
4513,Manhattan,Harlem,True
4514,Manhattan,Harlem,False
4515,Manhattan,Harlem,False
4516,Manhattan,Harlem,True
4517,Manhattan,Harlem,False
4518,Manhattan,Harlem,False
4519,Manhattan,Harlem,True
4520,Manhattan,Harlem,False
4521,Manhattan,Harlem,False
4522,Manhattan,Harlem,False
4523,Manhattan,Harlem,False
4524,Manhattan,Harlem,False
4525,Manhattan,Harlem,False
4526,Manhattan,Harlem,True
4527,Manhattan,Harlem,False
4528,Manhattan,Harlem,False
4529,Manhattan,Harlem,False
4530,Manhattan,Harlem,True
4531,Manhattan,Harlem,False
4532,Manhattan,Harlem,False
4533,Manhattan,Harlem,False
4534,Manhattan,Harlem,False
4535,Manhattan,Harlem,False
4536,Manhattan,Harlem,False
4537,Manhattan,Harlem,False
4538,Manhattan,Harlem,True
4539,Manhattan,Harlem,True
4540,Manhattan,Harlem,False
4541,Manhattan,Harlem,False
4542,Manhattan,Harlem,False
4543,Manhattan,Harlem,False
4544,Manhattan,Harlem,False
4545,Manhattan,Harlem,True
4546,Manhattan,Harlem,True
4547,Manhattan,Harlem,False
4548,Manhattan,Harlem,False
4549,Manhattan,Harlem,True
4550,Manhattan,Harlem,False
4551,Manhattan,Harlem,True
4552,Manhattan,Harlem,False
4553,Manhattan,Harlem,False
4554,Manhattan,Harlem,True
4555,Manhattan,Harlem,True
4556,Manhattan,Harlem,False
4557,Manhattan,Harlem,True
4558,Manhattan,Harlem,True
4559,Manhattan,Harlem,False
4560,Manhattan,Harlem,True
4561,Manhattan,Harlem,False
4562,Manhattan,Harlem,False
4563,Manhattan,Harlem,True
4564,Manhattan,Harlem,True
4565,Manhattan,Harlem,False
4566,Manhattan,Harlem,False
4567,Manhattan,Harlem,False
4568,Manhattan,Harlem,False
4569,Manhattan,Harlem,False
4570,Manhattan,Harlem,False
4571,Manhattan,Harlem,False
4572,Manhattan,Harlem,False
4573,Manhattan,Harlem,False
4574,Manhattan,Harlem,False
4575,Manhattan,Harlem,False
4576,Manhattan,Harlem,False
4577,Manhattan,Harlem,False
4578,Manhattan,Harlem,False
4579,Manhattan,Harlem,False
4580,Manhattan,Harlem,False
4581,Manhattan,Harlem,False
4582,Manhattan,Harlem,True
4583,Manhattan,Harlem,False
4584,Manhattan,Harlem,False
4585,Manhattan,Harlem,False
4586,Manhattan,Harlem,False
4587,Manhattan,Harlem,False
4588,Manhattan,Harlem,False
4589,Manhattan,Harlem,True
4590,Manhattan,Harlem,False
4591,Manhattan,Harlem,False
4592,Manhattan,Harlem,True
4593,Manhattan,Harlem,False
4594,Manhattan,Harlem,False
4595,Manhattan,Harlem,False
4596,Manhattan,Harlem,False
4597,Manhattan,Harlem,False
4598,Manhattan,Harlem,True
4599,Manhattan,Harlem,False
4600,Manhattan,Harlem,True
4601,Manhattan,Harlem,False
4602,Manhattan,Harlem,False
4603,Manhattan,Harlem,False
4604,Manhattan,Harlem,True
4605,Manhattan,Harlem,False
4606,Manhattan,Harlem,True
4607,Manhattan,Harlem,False
4608,Manhattan,Harlem,True
4609,Manhattan,Harlem,True
4610,Manhattan,Harlem,False
4611,Manhattan,Harlem,False
4612,Manhattan,Harlem,True
4613,Manhattan,Harlem,False
4614,Manhattan,Harlem,False
4615,Manhattan,Harlem,False
4616,Manhattan,Harlem,True
4617,Manhattan,Harlem,False
4618,Manhattan,Harlem,False
4619,Manhattan,Harlem,False
4620,Manhattan,Harlem,False
4621,Manhattan,Harlem,False
4622,Manhattan,Harlem,False
4623,Manhattan,Harlem,False
4624,Manhattan,Harlem,False
4625,Manhattan,Harlem,True
4626,Manhattan,Harlem,False
4627,Manhattan,Harlem,False
4628,Manhattan,Harlem,False
4629,Manhattan,Harlem,False
4630,Manhattan,Harlem,False
4631,Manhattan,Harlem,False
4632,Manhattan,Harlem,True
4633,Manhattan,Harlem,False
4634,Manhattan,Harlem,True
4635,Manhattan,Harlem,False
4636,Manhattan,Harlem,False
4637,Manhattan,Harlem,True
4638,Manhattan,Harlem,False
4639,Manhattan,Harlem,False
4640,Manhattan,Harlem,False
4641,Manhattan,Harlem,False
4642,Manhattan,Harlem,False
4643,Manhattan,Harlem,False
4644,Manhattan,Harlem,True
4645,Manhattan,Harlem,False
4646,Manhattan,Harlem,False
4647,Manhattan,Harlem,False
4648,Manhattan,Harlem,False
4649,Manhattan,Harlem,True
4650,Manhattan,Harlem,False
4651,Manhattan,Harlem,False
4652,Manhattan,Harlem,False
4653,Manhattan,Harlem,False
4654,Manhattan,Harlem,False
4655,Manhattan,Harlem,False
4656,Manhattan,Harlem,False
4657,Manhattan,Harlem,True
4658,Manhattan,Harlem,False
4659,Manhattan,Harlem,False
4660,Manhattan,Harlem,False
4661,Manhattan,Harlem,False
4662,Manhattan,Harlem,False
4663,Manhattan,Harlem,False
4664,Manhattan,Harlem,False
4665,Manhattan,Harlem,False
4666,Manhattan,Harlem,False
4667,Manhattan,Harlem,True
4668,Manhattan,Harlem,True
4669,Manhattan,Harlem,False
4670,Manhattan,Harlem,True
4671,Manhattan,Harlem,False
4672,Manhattan,Harlem,True
4673,Manhattan,Harlem,False
4674,Manhattan,Harlem,False
4675,Manhattan,Harlem,False
4676,Manhattan,Harlem,False
4677,Manhattan,Harlem,False
4678,Manhattan,Harlem,False
4679,Manhattan,Harlem,True
4680,Manhattan,Harlem,False
4681,Manhattan,Harlem,True
4682,Manhattan,Harlem,False
4683,Manhattan,Harlem,False
4684,Manhattan,Harlem,False
4685,Manhattan,Harlem,False
4686,Manhattan,Harlem,False
4687,Manhattan,Harlem,False
4688,Manhattan,Harlem,False
4689,Manhattan,Harlem,True
4690,Manhattan,Harlem,False
4691,Manhattan,Harlem,False
4692,Manhattan,Harlem,True
4693,Manhattan,Harlem,True
4694,Manhattan,Harlem,True
4695,Manhattan,Harlem,False
4696,Manhattan,Harlem,False
4697,Manhattan,Harlem,False
4698,Manhattan,Harlem,False
4699,Manhattan,Harlem,False
4700,Manhattan,Harlem,True
4701,Manhattan,Harlem,False
4702,Manhattan,Harlem,False
4703,Manhattan,Harlem,True
4704,Manhattan,Harlem,True
4705,Manhattan,Harlem,True
4706,Manhattan,Harlem,True
4707,Manhattan,Harlem,False
4708,Manhattan,Harlem,True
4709,Manhattan,Harlem,False
4710,Manhattan,Harlem,True
4711,Manhattan,Harlem,True
4712,Manhattan,Harlem,False
4713,Manhattan,Harlem,True
4714,Manhattan,Harlem,False
4715,Manhattan,Harlem,True
4716,Manhattan,Harlem,False
4717,Manhattan,Harlem,False
4718,Manhattan,Harlem,True
4719,Manhattan,Harlem,False
4720,Manhattan,Harlem,False
4721,Manhattan,Harlem,False
4722,Manhattan,Harlem,True
4723,Manhattan,Harlem,False
4724,Manhattan,Harlem,False
4725,Manhattan,Harlem,True
4726,Manhattan,Harlem,True
4727,Manhattan,Harlem,False
4728,Manhattan,Harlem,False
4729,Manhattan,Harlem,True
4730,Manhattan,Harlem,True
4731,Manhattan,Harlem,False
4732,Manhattan,Harlem,True
4733,Manhattan,Harlem,False
4734,Manhattan,Harlem,False
4735,Manhattan,Harlem,False
4736,Manhattan,Harlem,False
4737,Manhattan,Harlem,False
4738,Manhattan,Harlem,False
4739,Manhattan,Harlem,False
4740,Manhattan,Harlem,False
4741,Manhattan,Harlem,False
4742,Manhattan,Harlem,True
4743,Manhattan,Harlem,True
4744,Manhattan,Harlem,False
4745,Manhattan,Harlem,False
4746,Manhattan,Harlem,False
4747,Manhattan,Harlem,False
4748,Manhattan,Harlem,True
4749,Manhattan,Harlem,True
4750,Manhattan,Harlem,False
4751,Manhattan,Harlem,False
4752,Manhattan,Harlem,False
4753,Manhattan,Harlem,True
4754,Manhattan,Harlem,False
4755,Manhattan,Harlem,False
4756,Manhattan,Harlem,False
4757,Manhattan,Harlem,False
4758,Manhattan,Harlem,True
4759,Manhattan,Harlem,False
4760,Manhattan,Harlem,True
4761,Manhattan,Harlem,False
4762,Manhattan,Harlem,True
4763,Manhattan,Harlem,False
4764,Manhattan,Harlem,True
4765,Manhattan,Harlem,True
4766,Manhattan,Harlem,True
4767,Manhattan,Harlem,False
4768,Manhattan,Harlem,False
4769,Manhattan,Harlem,False
4770,Manhattan,Harlem,False
4771,Manhattan,Harlem,False
4772,Manhattan,Harlem,False
4773,Manhattan,Harlem,False
4774,Manhattan,Harlem,False
4775,Manhattan,Harlem,False
4776,Manhattan,Harlem,False
4777,Manhattan,Harlem,False
4778,Manhattan,Harlem,True
4779,Manhattan,Harlem,True
4780,Manhattan,Harlem,False
4781,Manhattan,Harlem,True
4782,Manhattan,Harlem,False
4783,Manhattan,Harlem,False
4784,Manhattan,Harlem,False
4785,Manhattan,Harlem,True
4786,Manhattan,Harlem,False
4787,Manhattan,Harlem,False
4788,Manhattan,Harlem,False
4789,Manhattan,Harlem,False
4790,Manhattan,Harlem,True
4791,Manhattan,Harlem,False
4792,Manhattan,Harlem,False
4793,Manhattan,Harlem,False
4794,Manhattan,Harlem,True
4795,Manhattan,Harlem,False
4796,Manhattan,Harlem,True
4797,Manhattan,Harlem,False
4798,Manhattan,Harlem,False
4799,Manhattan,Harlem,True
4800,Manhattan,Harlem,True
4801,Manhattan,Harlem,False
4802,Manhattan,Harlem,False
4803,Manhattan,Harlem,False
4804,Manhattan,Harlem,True
4805,Manhattan,Harlem,False
4806,Manhattan,Harlem,False
4807,Manhattan,Harlem,False
4808,Manhattan,Harlem,False
4809,Manhattan,Harlem,False
4810,Manhattan,Harlem,False
4811,Manhattan,Harlem,False
4812,Manhattan,Harlem,True
4813,Manhattan,Harlem,False
4814,Manhattan,Harlem,False
4815,Manhattan,Harlem,False
4816,Manhattan,Harlem,True
4817,Manhattan,Harlem,False
4818,Manhattan,Harlem,False
4819,Manhattan,Harlem,True
4820,Manhattan,Harlem,False
4821,Manhattan,Harlem,False
4822,Manhattan,Harlem,True
4823,Manhattan,Harlem,False
4824,Manhattan,Harlem,False
4825,Manhattan,Harlem,True
4826,Manhattan,Harlem,True
4827,Manhattan,Harlem,False
4828,Manhattan,Harlem,True
4829,Manhattan,Harlem,False
4830,Manhattan,Harlem,False
4831,Manhattan,Harlem,False
4832,Manhattan,Harlem,False
4833,Manhattan,Harlem,False
4834,Manhattan,Harlem,False
4835,Manhattan,Harlem,False
4836,Manhattan,Harlem,False
4837,Manhattan,Harlem,False
4838,Manhattan,Harlem,False
4839,Manhattan,Harlem,False
4840,Manhattan,Harlem,True
4841,Manhattan,Harlem,True
4842,Manhattan,Harlem,False
4843,Manhattan,Harlem,False
4844,Manhattan,Harlem,False
4845,Manhattan,Harlem,False
4846,Manhattan,Harlem,False
4847,Manhattan,Harlem,False
4848,Manhattan,Harlem,False
4849,Manhattan,Harlem,False
4850,Manhattan,Harlem,False
4851,Manhattan,Harlem,False
4852,Manhattan,Harlem,False
4853,Manhattan,Harlem,False
4854,Manhattan,Harlem,False
4855,Manhattan,Harlem,False
4856,Manhattan,Harlem,False
4857,Manhattan,Harlem,False
4858,Manhattan,Harlem,False
4859,Manhattan,Harlem,False
4860,Manhattan,Harlem,False
4861,Manhattan,Harlem,True
4862,Manhattan,Harlem,False
4863,Manhattan,Harlem,False
4864,Manhattan,Harlem,False
4865,Manhattan,Harlem,False
4866,Manhattan,Harlem,True
4867,Manhattan,Harlem,False
4868,Manhattan,Harlem,True
4869,Manhattan,Harlem,False
4870,Manhattan,Harlem,False
4871,Manhattan,Harlem,False
4872,Manhattan,Harlem,False
4873,Manhattan,Harlem,True
4874,Manhattan,Harlem,False
4875,Manhattan,Harlem,False
4876,Manhattan,Harlem,False
4877,Manhattan,Harlem,False
4878,Manhattan,Harlem,False
4879,Manhattan,Harlem,False
4880,Manhattan,Harlem,False
4881,Manhattan,Harlem,False
4882,Manhattan,Harlem,False
4883,Manhattan,Harlem,False
4884,Manhattan,Harlem,False
4885,Manhattan,Harlem,False
4886,Manhattan,Harlem,False
4887,Manhattan,Harlem,True
4888,Manhattan,Harlem,False
4889,Manhattan,Harlem,False
4890,Manhattan,Harlem,False
4891,Manhattan,Harlem,False
4892,Manhattan,Harlem,False
4893,Manhattan,Harlem,True
4894,Manhattan,Harlem,False
4895,Manhattan,Harlem,False
4896,Manhattan,Harlem,True
4897,Manhattan,Harlem,False
4898,Manhattan,Harlem,False
4899,Manhattan,Harlem,False
4900,Manhattan,Harlem,False
4901,Manhattan,Upper East Side,True
4902,Manhattan,Upper East Side,False
4903,Manhattan,Upper East Side,False
4904,Manhattan,Upper East Side,False
4905,Manhattan,Upper East Side,False
4906,Manhattan,Upper East Side,False
4907,Manhattan,Upper East Side,False
4908,Manhattan,Upper East Side,False
4909,Manhattan,Upper East Side,False
4910,Manhattan,Upper East Side,False
4911,Manhattan,Upper East Side,False
4912,Manhattan,Upper East Side,False
4913,Manhattan,Upper East Side,False
4914,Manhattan,Upper East Side,False
4915,Manhattan,Upper East Side,False
4916,Manhattan,Upper East Side,False
4917,Manhattan,Upper East Side,False
4918,Manhattan,Upper East Side,False
4919,Manhattan,Upper East Side,False
4920,Manhattan,Upper East Side,False
4921,Manhattan,Upper East Side,False
4922,Manhattan,Upper East Side,False
4923,Manhattan,Upper East Side,False
4924,Manhattan,Upper East Side,True
4925,Manhattan,Upper East Side,False
4926,Manhattan,Upper East Side,False
4927,Manhattan,Upper East Side,False
4928,Manhattan,Upper East Side,False
4929,Manhattan,Upper East Side,False
4930,Manhattan,Upper East Side,True
4931,Manhattan,Upper East Side,False
4932,Manhattan,Upper East Side,True
4933,Manhattan,Upper East Side,False
4934,Manhattan,Upper East Side,False
4935,Manhattan,Upper East Side,False
4936,Manhattan,Upper East Side,False
4937,Manhattan,Upper East Side,False
4938,Manhattan,Upper East Side,False
4939,Manhattan,Upper East Side,False
4940,Manhattan,Upper East Side,False
4941,Manhattan,Upper East Side,True
4942,Manhattan,Upper East Side,True
4943,Manhattan,Upper East Side,False
4944,Manhattan,Upper East Side,False
4945,Manhattan,Upper East Side,False
4946,Manhattan,Upper East Side,False
4947,Manhattan,Upper East Side,False
4948,Manhattan,Upper East Side,False
4949,Manhattan,Upper East Side,False
4950,Manhattan,Upper East Side,False
4951,Manhattan,Upper East Side,False
4952,Manhattan,Upper East Side,True
4953,Manhattan,Upper East Side,False
4954,Manhattan,Upper East Side,False
4955,Manhattan,Upper East Side,False
4956,Manhattan,Upper East Side,False
4957,Manhattan,Upper East Side,False
4958,Manhattan,Upper East Side,False
4959,Manhattan,Upper East Side,False
4960,Manhattan,Upper East Side,False
4961,Manhattan,Upper East Side,True
4962,Manhattan,Upper East Side,False
4963,Manhattan,Upper East Side,False
4964,Manhattan,Upper East Side,False
4965,Manhattan,Upper East Side,False
4966,Manhattan,Upper East Side,False
4967,Manhattan,Upper East Side,True
4968,Manhattan,Upper East Side,False
4969,Manhattan,Upper East Side,False
4970,Manhattan,Upper East Side,False
4971,Manhattan,Upper East Side,False
4972,Manhattan,Upper East Side,False
4973,Manhattan,Upper East Side,False
4974,Manhattan,Upper East Side,False
4975,Manhattan,Upper East Side,False
4976,Manhattan,Upper East Side,False
4977,Manhattan,Upper East Side,False
4978,Manhattan,Upper East Side,False
4979,Manhattan,Upper East Side,True
4980,Manhattan,Upper East Side,False
4981,Manhattan,Upper East Side,False
4982,Manhattan,Upper East Side,False
4983,Manhattan,Upper East Side,False
4984,Manhattan,Upper East Side,False
4985,Manhattan,Upper East Side,False
4986,Manhattan,Upper East Side,False
4987,Manhattan,Upper East Side,False
4988,Manhattan,Upper East Side,False
4989,Manhattan,Upper East Side,False
4990,Manhattan,Upper East Side,False
4991,Manhattan,Upper East Side,False
4992,Manhattan,Upper East Side,False
4993,Manhattan,Upper East Side,False
4994,Manhattan,Upper East Side,False
4995,Manhattan,Upper East Side,False
4996,Manhattan,Upper East Side,False
4997,Manhattan,Upper East Side,False
4998,Manhattan,Upper East Side,False
4999,Manhattan,Upper East Side,False
5000,Manhattan,Upper East Side,False
5001,Manhattan,Upper East Side,False
5002,Manhattan,Upper East Side,True
5003,Manhattan,Upper East Side,False
5004,Manhattan,Upper East Side,False
5005,Manhattan,Upper East Side,False
5006,Manhattan,Upper East Side,True
5007,Manhattan,Upper East Side,False
5008,Manhattan,Upper East Side,False
5009,Manhattan,Upper East Side,False
5010,Manhattan,Upper East Side,False
5011,Manhattan,Upper East Side,False
5012,Manhattan,Upper East Side,False
5013,Manhattan,Upper East Side,False
5014,Manhattan,Upper East Side,False
5015,Manhattan,Upper East Side,False
5016,Manhattan,Upper East Side,False
5017,Manhattan,Upper East Side,False
5018,Manhattan,Upper East Side,False
5019,Manhattan,Upper East Side,False
5020,Manhattan,Upper East Side,False
5021,Manhattan,Upper East Side,False
5022,Manhattan,Upper East Side,False
5023,Manhattan,Upper East Side,False
5024,Manhattan,Upper East Side,False
5025,Manhattan,Upper East Side,False
5026,Manhattan,Upper East Side,False
5027,Manhattan,Upper East Side,True
5028,Manhattan,Upper East Side,False
5029,Manhattan,Upper East Side,False
5030,Manhattan,Upper East Side,False
5031,Manhattan,Upper East Side,False
5032,Manhattan,Upper East Side,False
5033,Manhattan,Upper East Side,False
5034,Manhattan,Upper East Side,False
5035,Manhattan,Upper East Side,False
5036,Manhattan,Upper East Side,False
5037,Manhattan,Upper East Side,False
5038,Manhattan,Upper East Side,False
5039,Manhattan,Upper East Side,False
5040,Manhattan,Upper East Side,False
5041,Manhattan,Upper East Side,False
5042,Manhattan,Upper East Side,False
5043,Manhattan,Upper East Side,False
5044,Manhattan,Upper East Side,False
5045,Manhattan,Upper East Side,False
5046,Manhattan,Upper East Side,True
5047,Manhattan,Upper East Side,False
5048,Manhattan,Upper East Side,False
5049,Manhattan,Upper East Side,True
5050,Manhattan,Upper East Side,False
5051,Manhattan,Upper East Side,False
5052,Manhattan,Upper East Side,False
5053,Manhattan,Upper East Side,False
5054,Manhattan,Upper East Side,False
5055,Manhattan,Upper East Side,False
5056,Manhattan,Upper East Side,False
5057,Manhattan,Upper East Side,False
5058,Manhattan,Upper East Side,False
5059,Manhattan,Upper East Side,False
5060,Manhattan,Upper East Side,False
5061,Manhattan,Upper East Side,False
5062,Manhattan,Upper East Side,False
5063,Manhattan,Upper East Side,False
5064,Manhattan,Upper East Side,True
5065,Manhattan,Upper East Side,True
5066,Manhattan,Upper East Side,False
5067,Manhattan,Upper East Side,False
5068,Manhattan,Upper East Side,False
5069,Manhattan,Upper East Side,False
5070,Manhattan,Upper East Side,False
5071,Manhattan,Upper East Side,False
5072,Manhattan,Upper East Side,False
5073,Manhattan,Upper East Side,False
5074,Manhattan,Upper East Side,False
5075,Manhattan,Upper East Side,False
5076,Manhattan,Upper East Side,False
5077,Manhattan,Upper East Side,False
5078,Manhattan,Upper East Side,False
5079,Manhattan,Upper East Side,False
5080,Manhattan,Upper East Side,False
5081,Manhattan,Upper East Side,False
5082,Manhattan,Upper East Side,False
5083,Manhattan,Upper East Side,False
5084,Manhattan,Upper East Side,False
5085,Manhattan,Upper East Side,False
5086,Manhattan,Upper East Side,False
5087,Manhattan,Upper East Side,False
5088,Manhattan,Upper East Side,False
5089,Manhattan,Upper East Side,False
5090,Manhattan,Upper East Side,False
5091,Manhattan,Upper East Side,False
5092,Manhattan,Upper East Side,False
5093,Manhattan,Upper East Side,False
5094,Manhattan,Upper East Side,False
5095,Manhattan,Upper East Side,True
5096,Manhattan,Upper East Side,True
5097,Manhattan,Upper East Side,False
5098,Manhattan,Upper East Side,False
5099,Manhattan,Upper East Side,False
5100,Manhattan,Upper East Side,False
5101,Manhattan,Upper East Side,True
5102,Manhattan,Upper East Side,False
5103,Manhattan,Upper East Side,False
5104,Manhattan,Upper East Side,False
5105,Manhattan,Upper East Side,True
5106,Manhattan,Upper East Side,True
5107,Manhattan,Upper East Side,False
5108,Manhattan,Upper East Side,True
5109,Manhattan,Upper East Side,True
5110,Manhattan,Upper East Side,True
5111,Manhattan,Upper East Side,True
5112,Manhattan,Upper East Side,True
5113,Manhattan,Upper East Side,True
5114,Manhattan,Upper East Side,True
5115,Manhattan,Upper East Side,False
5116,Manhattan,Upper East Side,False
5117,Manhattan,Upper East Side,False
5118,Manhattan,Upper East Side,False
5119,Manhattan,Upper East Side,False
5120,Manhattan,Upper East Side,False
5121,Manhattan,Upper East Side,False
5122,Manhattan,Upper East Side,False
5123,Manhattan,Upper East Side,False
5124,Manhattan,Upper East Side,False
5125,Manhattan,Upper East Side,False
5126,Manhattan,Upper East Side,False
5127,Manhattan,Upper East Side,False
5128,Manhattan,Upper East Side,False
5129,Manhattan,Upper East Side,False
5130,Manhattan,Upper East Side,False
5131,Manhattan,Upper East Side,False
5132,Manhattan,Upper East Side,False
5133,Manhattan,Upper East Side,False
5134,Manhattan,Upper East Side,False
5135,Manhattan,Upper East Side,False
5136,Manhattan,Upper East Side,False
5137,Manhattan,Upper East Side,False
5138,Manhattan,Upper East Side,False
5139,Manhattan,Upper East Side,False
5140,Manhattan,Upper East Side,False
5141,Manhattan,Upper East Side,True
5142,Manhattan,Upper East Side,True
5143,Manhattan,Upper East Side,False
5144,Manhattan,Upper East Side,True
5145,Manhattan,Upper East Side,True
5146,Manhattan,Upper East Side,True
5147,Manhattan,Upper East Side,True
5148,Manhattan,Upper East Side,False
5149,Manhattan,Upper East Side,True
5150,Manhattan,Upper East Side,False
5151,Manhattan,Upper East Side,False
5152,Manhattan,Upper East Side,False
5153,Manhattan,Upper East Side,False
5154,Manhattan,Upper East Side,False
5155,Manhattan,Upper East Side,False
5156,Manhattan,Upper East Side,False
5157,Manhattan,Upper East Side,False
5158,Manhattan,Upper East Side,False
5159,Manhattan,Upper East Side,False
5160,Manhattan,Upper East Side,False
5161,Manhattan,Upper East Side,False
5162,Manhattan,Upper East Side,False
5163,Manhattan,Upper East Side,False
5164,Manhattan,Upper East Side,False
5165,Manhattan,Upper East Side,False
5166,Manhattan,Upper East Side,False
5167,Manhattan,Upper East Side,False
5168,Manhattan,Upper East Side,False
5169,Manhattan,Upper East Side,False
5170,Manhattan,Upper East Side,False
5171,Manhattan,Upper East Side,False
5172,Manhattan,Upper East Side,False
5173,Manhattan,Upper East Side,True
5174,Manhattan,Upper East Side,True
5175,Manhattan,Upper East Side,False
5176,Manhattan,Upper East Side,False
5177,Manhattan,Upper East Side,False
5178,Manhattan,Upper East Side,False
5179,Manhattan,Upper East Side,False
5180,Manhattan,Upper East Side,False
5181,Manhattan,Upper East Side,False
