,id,neighborhood_id,borough_id,latitude,longitude,roomtype_id,price,number_of_reviews,superhost,borough,neighbourhood,room_type
11533,45694688,52,2,40.69153,-73.9389,1,159,1,1,Brooklyn,Bedford-Stuyvesant,Entire home/apt
11534,45709979,52,2,40.68235,-73.948,1,205,1,1,Brooklyn,Bedford-Stuyvesant,Entire home/apt
11541,45933728,52,2,40.68793,-73.945,1,149,5,1,Brooklyn,Bedford-Stuyvesant,Entire home/apt
11548,46168609,52,2,40.68052,-73.9469,1,108,1,1,Brooklyn,Bedford-Stuyvesant,Entire home/apt
11550,46194587,52,2,40.68317,-73.9177,1,219,0,1,Brooklyn,Bedford-Stuyvesant,Entire home/apt
11562,46529988,52,2,40.69129,-73.9299,1,140,0,1,Brooklyn,Bedford-Stuyvesant,Entire home/apt
11566,46616819,52,2,40.68255,-73.9102,1,543,0,1,Brooklyn,Bedford-Stuyvesant,Entire home/apt
11570,46643074,52,2,40.69545,-73.9329,1,140,0,1,Brooklyn,Bedford-Stuyvesant,Entire home/apt
11572,46704749,52,2,40.69274,-73.9404,1,125,0,1,Brooklyn,Bedford-Stuyvesant,Entire home/apt
11582,26785,93,2,40.66853,-73.9891,1,90,472,1,Brooklyn,South Slope,Entire home/apt
11583,76761,93,2,40.66552,-73.9902,1,162,436,1,Brooklyn,South Slope,Entire home/apt
11589,523123,93,2,40.66051,-73.985,1,357,26,1,Brooklyn,South Slope,Entire home/apt
11590,690349,93,2,40.66481,-73.9837,1,179,86,1,Brooklyn,South Slope,Entire home/apt
11593,915020,93,2,40.66414,-73.9846,1,150,155,1,Brooklyn,South Slope,Entire home/apt
11594,1003754,93,2,40.66162,-73.9799,1,195,100,1,Brooklyn,South Slope,Entire home/apt
11605,4115327,93,2,40.66617,-73.9863,1,120,115,1,Brooklyn,South Slope,Entire home/apt
11606,4199782,93,2,40.6656,-73.9858,1,151,142,1,Brooklyn,South Slope,Entire home/apt
11611,4860650,93,2,40.66003,-73.9857,1,130,78,1,Brooklyn,South Slope,Entire home/apt
11614,5301003,93,2,40.66485,-73.9854,1,162,145,1,Brooklyn,South Slope,Entire home/apt
11616,6243991,93,2,40.66586,-73.9795,1,115,197,1,Brooklyn,South Slope,Entire home/apt
11618,6601284,93,2,40.66564,-73.9847,1,163,164,1,Brooklyn,South Slope,Entire home/apt
11629,7633154,93,2,40.6619,-73.9841,1,195,92,1,Brooklyn,South Slope,Entire home/apt
11634,9217837,93,2,40.66249,-73.987,1,105,40,1,Brooklyn,South Slope,Entire home/apt
11641,10212685,93,2,40.6641,-73.9804,1,88,236,1,Brooklyn,South Slope,Entire home/apt
11643,10573225,93,2,40.6651,-73.9831,1,99,184,1,Brooklyn,South Slope,Entire home/apt
11646,11042240,93,2,40.66355,-73.9806,1,145,187,1,Brooklyn,South Slope,Entire home/apt
11649,12590077,93,2,40.66872,-73.9891,1,283,38,1,Brooklyn,South Slope,Entire home/apt
11650,12807447,93,2,40.66548,-73.982,1,90,211,1,Brooklyn,South Slope,Entire home/apt
11651,12827964,93,2,40.66424,-73.9799,1,95,20,1,Brooklyn,South Slope,Entire home/apt
11657,13507377,93,2,40.66864,-73.9879,1,193,42,1,Brooklyn,South Slope,Entire home/apt
11661,14281865,93,2,40.66798,-73.9884,1,121,174,1,Brooklyn,South Slope,Entire home/apt
11662,15289231,93,2,40.66624,-73.9826,1,146,38,1,Brooklyn,South Slope,Entire home/apt
11665,17515391,93,2,40.66548,-73.982,1,132,92,1,Brooklyn,South Slope,Entire home/apt
11666,17694203,93,2,40.66678,-73.9862,1,120,11,1,Brooklyn,South Slope,Entire home/apt
11668,18386915,93,2,40.66921,-73.9877,1,123,122,1,Brooklyn,South Slope,Entire home/apt
11669,18719526,93,2,40.66431,-73.9793,1,150,54,1,Brooklyn,South Slope,Entire home/apt
11672,18998595,93,2,40.66443,-73.9859,1,220,90,1,Brooklyn,South Slope,Entire home/apt
11673,19567443,93,2,40.66691,-73.9862,1,220,95,1,Brooklyn,South Slope,Entire home/apt
11681,22026830,93,2,40.66525,-73.9872,1,90,112,1,Brooklyn,South Slope,Entire home/apt
11687,25369739,93,2,40.66895,-73.9899,1,201,78,1,Brooklyn,South Slope,Entire home/apt
11693,27874237,93,2,40.66697,-73.988,1,150,1,1,Brooklyn,South Slope,Entire home/apt
11699,33772698,93,2,40.66646,-73.9867,1,125,11,1,Brooklyn,South Slope,Entire home/apt
11701,34396219,93,2,40.66165,-73.9872,1,95,52,1,Brooklyn,South Slope,Entire home/apt
11702,34415992,93,2,40.66494,-73.9829,1,150,19,1,Brooklyn,South Slope,Entire home/apt
11704,35181903,93,2,40.66121,-73.9829,1,232,43,1,Brooklyn,South Slope,Entire home/apt
11706,36385709,93,2,40.66425,-73.9898,1,95,20,1,Brooklyn,South Slope,Entire home/apt
11707,37059318,93,2,40.6639,-73.9855,1,339,20,1,Brooklyn,South Slope,Entire home/apt
11709,37113582,93,2,40.66423,-73.9852,1,210,14,1,Brooklyn,South Slope,Entire home/apt
11711,38033905,93,2,40.66548,-73.9904,1,49,10,1,Brooklyn,South Slope,Entire home/apt
11713,38997592,93,2,40.66122,-73.9809,1,300,15,1,Brooklyn,South Slope,Entire home/apt
11714,39176548,93,2,40.66608,-73.9909,1,210,5,1,Brooklyn,South Slope,Entire home/apt
11719,42467234,93,2,40.66428,-73.9854,1,200,1,1,Brooklyn,South Slope,Entire home/apt
11730,13267,96,2,40.71751,-73.9629,1,245,35,1,Brooklyn,Williamsburg,Entire home/apt
11736,26969,96,2,40.71942,-73.9575,1,243,343,1,Brooklyn,Williamsburg,Entire home/apt
11737,33009,96,2,40.71492,-73.9594,1,215,255,1,Brooklyn,Williamsburg,Entire home/apt
11741,74073,96,2,40.71113,-73.9605,1,170,91,1,Brooklyn,Williamsburg,Entire home/apt
11747,140133,96,2,40.71363,-73.9602,1,249,172,1,Brooklyn,Williamsburg,Entire home/apt
11752,158176,96,2,40.71534,-73.9591,1,98,136,1,Brooklyn,Williamsburg,Entire home/apt
11760,226021,96,2,40.71126,-73.9458,1,179,155,1,Brooklyn,Williamsburg,Entire home/apt
11761,236671,96,2,40.71746,-73.955,1,160,163,1,Brooklyn,Williamsburg,Entire home/apt
11773,323453,96,2,40.70551,-73.9331,1,225,59,1,Brooklyn,Williamsburg,Entire home/apt
11776,466277,96,2,40.7111,-73.9464,1,169,135,1,Brooklyn,Williamsburg,Entire home/apt
11779,483505,96,2,40.70743,-73.9673,1,135,83,1,Brooklyn,Williamsburg,Entire home/apt
11783,532749,96,2,40.71606,-73.9553,1,249,94,1,Brooklyn,Williamsburg,Entire home/apt
11784,541725,96,2,40.71872,-73.9604,1,169,35,1,Brooklyn,Williamsburg,Entire home/apt
11792,692137,96,2,40.71404,-73.9608,1,400,80,1,Brooklyn,Williamsburg,Entire home/apt
11793,699472,96,2,40.70995,-73.9554,1,220,457,1,Brooklyn,Williamsburg,Entire home/apt
11796,776257,96,2,40.71918,-73.9596,1,159,82,1,Brooklyn,Williamsburg,Entire home/apt
11806,850338,96,2,40.71427,-73.9467,1,138,188,1,Brooklyn,Williamsburg,Entire home/apt
11808,857810,96,2,40.71373,-73.9496,1,249,34,1,Brooklyn,Williamsburg,Entire home/apt
11812,935280,96,2,40.70942,-73.9221,1,100,25,1,Brooklyn,Williamsburg,Entire home/apt
11819,1137093,96,2,40.71643,-73.9491,1,300,44,1,Brooklyn,Williamsburg,Entire home/apt
11821,1157522,96,2,40.71813,-73.9598,1,200,70,1,Brooklyn,Williamsburg,Entire home/apt
11822,1217046,96,2,40.71317,-73.9485,1,165,187,1,Brooklyn,Williamsburg,Entire home/apt
11824,1232212,96,2,40.71038,-73.963,1,225,63,1,Brooklyn,Williamsburg,Entire home/apt
11833,1494527,96,2,40.71202,-73.966,1,120,255,1,Brooklyn,Williamsburg,Entire home/apt
11834,1550558,96,2,40.71122,-73.963,1,151,31,1,Brooklyn,Williamsburg,Entire home/apt
11843,1743379,96,2,40.70982,-73.9642,1,150,182,1,Brooklyn,Williamsburg,Entire home/apt
11848,1818820,96,2,40.71618,-73.9419,1,199,198,1,Brooklyn,Williamsburg,Entire home/apt
11851,1925224,96,2,40.71758,-73.9543,1,250,84,1,Brooklyn,Williamsburg,Entire home/apt
11867,2310594,96,2,40.70972,-73.9386,1,110,240,1,Brooklyn,Williamsburg,Entire home/apt
11868,2400614,96,2,40.71919,-73.9418,1,179,36,1,Brooklyn,Williamsburg,Entire home/apt
11879,3012871,96,2,40.71756,-73.9558,1,220,29,1,Brooklyn,Williamsburg,Entire home/apt
11891,3414885,96,2,40.71122,-73.9489,1,199,135,1,Brooklyn,Williamsburg,Entire home/apt
11896,3486103,96,2,40.71023,-73.9569,1,99,250,1,Brooklyn,Williamsburg,Entire home/apt
11898,3495854,96,2,40.7139,-73.9353,1,131,171,1,Brooklyn,Williamsburg,Entire home/apt
11901,3542523,96,2,40.71466,-73.9643,1,176,160,1,Brooklyn,Williamsburg,Entire home/apt
11902,3549798,96,2,40.71474,-73.9566,1,200,196,1,Brooklyn,Williamsburg,Entire home/apt
11905,3695725,96,2,40.71621,-73.9564,1,175,135,1,Brooklyn,Williamsburg,Entire home/apt
11907,3782925,96,2,40.70967,-73.9495,1,124,101,1,Brooklyn,Williamsburg,Entire home/apt
11914,3943879,96,2,40.71713,-73.9567,1,92,93,1,Brooklyn,Williamsburg,Entire home/apt
11915,4066224,96,2,40.71236,-73.9379,1,157,220,1,Brooklyn,Williamsburg,Entire home/apt
11920,4258491,96,2,40.71288,-73.9414,1,285,43,1,Brooklyn,Williamsburg,Entire home/apt
11922,4311233,96,2,40.71636,-73.9547,1,99,217,1,Brooklyn,Williamsburg,Entire home/apt
11928,4453484,96,2,40.71909,-73.959,1,205,144,1,Brooklyn,Williamsburg,Entire home/apt
11942,4727731,96,2,40.71064,-73.9634,1,200,19,1,Brooklyn,Williamsburg,Entire home/apt
11946,4786675,96,2,40.72026,-73.9635,1,125,18,1,Brooklyn,Williamsburg,Entire home/apt
11965,5373674,96,2,40.71105,-73.9457,1,130,26,1,Brooklyn,Williamsburg,Entire home/apt
11973,5606308,96,2,40.71061,-73.9676,1,122,55,1,Brooklyn,Williamsburg,Entire home/apt
11978,5839029,96,2,40.71603,-73.9479,1,146,74,1,Brooklyn,Williamsburg,Entire home/apt
11980,5882725,96,2,40.70691,-73.9481,1,165,88,1,Brooklyn,Williamsburg,Entire home/apt
11984,6005868,96,2,40.71151,-73.9534,1,245,43,1,Brooklyn,Williamsburg,Entire home/apt
11985,6069703,96,2,40.71462,-73.9631,1,75,55,1,Brooklyn,Williamsburg,Entire home/apt
11986,6115341,96,2,40.71482,-73.9386,1,244,1,1,Brooklyn,Williamsburg,Entire home/apt
11989,6185426,96,2,40.71178,-73.9568,1,96,29,1,Brooklyn,Williamsburg,Entire home/apt
11990,6192999,96,2,40.70776,-73.9589,1,122,38,1,Brooklyn,Williamsburg,Entire home/apt
11991,6198343,96,2,40.71776,-73.9454,1,300,40,1,Brooklyn,Williamsburg,Entire home/apt
11993,6242355,96,2,40.71046,-73.9605,1,242,1,1,Brooklyn,Williamsburg,Entire home/apt
11995,6269517,96,2,40.7137,-73.9373,1,124,170,1,Brooklyn,Williamsburg,Entire home/apt
12007,6501082,96,2,40.71238,-73.9645,1,404,21,1,Brooklyn,Williamsburg,Entire home/apt
12008,6539778,96,2,40.71834,-73.9587,1,149,35,1,Brooklyn,Williamsburg,Entire home/apt
12021,6761985,96,2,40.71374,-73.9627,1,160,42,1,Brooklyn,Williamsburg,Entire home/apt
12042,7411421,96,2,40.71303,-73.9558,1,250,33,1,Brooklyn,Williamsburg,Entire home/apt
12043,7456166,96,2,40.7037,-73.9336,1,157,134,1,Brooklyn,Williamsburg,Entire home/apt
12071,8182759,96,2,40.71519,-73.9617,1,300,1,1,Brooklyn,Williamsburg,Entire home/apt
12083,8763502,96,2,40.70894,-73.9455,1,150,232,1,Brooklyn,Williamsburg,Entire home/apt
12085,8816718,96,2,40.71977,-73.9639,1,167,0,1,Brooklyn,Williamsburg,Entire home/apt
12097,9116752,96,2,40.70939,-73.9218,1,196,49,1,Brooklyn,Williamsburg,Entire home/apt
12100,9152795,96,2,40.71053,-73.9632,1,99,280,1,Brooklyn,Williamsburg,Entire home/apt
12106,9372859,96,2,40.71607,-73.9465,1,129,19,1,Brooklyn,Williamsburg,Entire home/apt
12116,9546039,96,2,40.70665,-73.9353,1,400,115,1,Brooklyn,Williamsburg,Entire home/apt
12124,9740010,96,2,40.7179,-73.9594,1,145,211,1,Brooklyn,Williamsburg,Entire home/apt
12128,9767424,96,2,40.71566,-73.962,1,125,109,1,Brooklyn,Williamsburg,Entire home/apt
12132,9844805,96,2,40.71032,-73.9535,1,290,1,1,Brooklyn,Williamsburg,Entire home/apt
12140,10101097,96,2,40.7184,-73.9536,1,425,134,1,Brooklyn,Williamsburg,Entire home/apt
12141,10154444,96,2,40.71275,-73.943,1,119,4,1,Brooklyn,Williamsburg,Entire home/apt
12143,10232553,96,2,40.71742,-73.9585,1,165,77,1,Brooklyn,Williamsburg,Entire home/apt
12148,10429566,96,2,40.71966,-73.9627,1,125,20,1,Brooklyn,Williamsburg,Entire home/apt
12157,10882066,96,2,40.71319,-73.9567,1,250,148,1,Brooklyn,Williamsburg,Entire home/apt
12160,11164714,96,2,40.71617,-73.9538,1,350,71,1,Brooklyn,Williamsburg,Entire home/apt
12165,11591364,96,2,40.71826,-73.958,1,95,13,1,Brooklyn,Williamsburg,Entire home/apt
12166,11649232,96,2,40.713,-73.9653,1,200,63,1,Brooklyn,Williamsburg,Entire home/apt
12167,11656396,96,2,40.71762,-73.9435,1,200,241,1,Brooklyn,Williamsburg,Entire home/apt
12172,12001650,96,2,40.71214,-73.9687,1,170,27,1,Brooklyn,Williamsburg,Entire home/apt
12179,12333456,96,2,40.71926,-73.9421,1,249,33,1,Brooklyn,Williamsburg,Entire home/apt
12184,12670809,96,2,40.71351,-73.9647,1,142,15,1,Brooklyn,Williamsburg,Entire home/apt
12190,12810210,96,2,40.71764,-73.9529,1,195,30,1,Brooklyn,Williamsburg,Entire home/apt
12194,13033170,96,2,40.71209,-73.9484,1,179,170,1,Brooklyn,Williamsburg,Entire home/apt
12203,13478244,96,2,40.71819,-73.957,1,195,223,1,Brooklyn,Williamsburg,Entire home/apt
12206,13543171,96,2,40.70885,-73.955,1,250,9,1,Brooklyn,Williamsburg,Entire home/apt
12209,13591017,96,2,40.71515,-73.9605,1,160,91,1,Brooklyn,Williamsburg,Entire home/apt
12214,13729876,96,2,40.71471,-73.9508,1,170,53,1,Brooklyn,Williamsburg,Entire home/apt
12225,13936824,96,2,40.71973,-73.9435,1,150,67,1,Brooklyn,Williamsburg,Entire home/apt
12232,14296598,96,2,40.7193,-73.9547,1,249,129,1,Brooklyn,Williamsburg,Entire home/apt
12237,14536056,96,2,40.70648,-73.9336,1,149,34,1,Brooklyn,Williamsburg,Entire home/apt
12240,14665418,96,2,40.71263,-73.9602,1,250,98,1,Brooklyn,Williamsburg,Entire home/apt
12241,14746280,96,2,40.70074,-73.9512,1,222,32,1,Brooklyn,Williamsburg,Entire home/apt
12246,15024645,96,2,40.72125,-73.9597,1,124,259,1,Brooklyn,Williamsburg,Entire home/apt
12247,15299630,96,2,40.70843,-73.9448,1,130,32,1,Brooklyn,Williamsburg,Entire home/apt
12255,15648008,96,2,40.71831,-73.9397,1,140,15,1,Brooklyn,Williamsburg,Entire home/apt
12258,15746736,96,2,40.71607,-73.9546,1,110,11,1,Brooklyn,Williamsburg,Entire home/apt
12268,16100819,96,2,40.71114,-73.949,1,145,50,1,Brooklyn,Williamsburg,Entire home/apt
12272,16192835,96,2,40.70725,-73.93,1,175,49,1,Brooklyn,Williamsburg,Entire home/apt
12277,16254965,96,2,40.71464,-73.9386,1,146,5,1,Brooklyn,Williamsburg,Entire home/apt
12279,16331234,96,2,40.70745,-73.948,1,150,96,1,Brooklyn,Williamsburg,Entire home/apt
12293,16802965,96,2,40.71306,-73.9605,1,183,32,1,Brooklyn,Williamsburg,Entire home/apt
12297,17212052,96,2,40.71282,-73.9623,1,221,49,1,Brooklyn,Williamsburg,Entire home/apt
12298,17300167,96,2,40.71163,-73.9523,1,207,38,1,Brooklyn,Williamsburg,Entire home/apt
12303,17554081,96,2,40.70958,-73.9652,1,89,112,1,Brooklyn,Williamsburg,Entire home/apt
12311,18188958,96,2,40.70832,-73.9674,1,225,39,1,Brooklyn,Williamsburg,Entire home/apt
12312,18226108,96,2,40.71596,-73.9551,1,145,73,1,Brooklyn,Williamsburg,Entire home/apt
12314,18455236,96,2,40.70108,-73.9421,1,94,41,1,Brooklyn,Williamsburg,Entire home/apt
12315,18506359,96,2,40.70951,-73.9618,1,294,42,1,Brooklyn,Williamsburg,Entire home/apt
12316,18508959,96,2,40.71299,-73.9549,1,139,45,1,Brooklyn,Williamsburg,Entire home/apt
12318,18523918,96,2,40.70768,-73.949,1,121,153,1,Brooklyn,Williamsburg,Entire home/apt
12327,18769652,96,2,40.71785,-73.9445,1,250,10,1,Brooklyn,Williamsburg,Entire home/apt
12346,19569481,96,2,40.71299,-73.9473,1,300,32,1,Brooklyn,Williamsburg,Entire home/apt
12362,19944880,96,2,40.71444,-73.9609,1,175,49,1,Brooklyn,Williamsburg,Entire home/apt
12366,20177584,96,2,40.71906,-73.9425,1,70,122,1,Brooklyn,Williamsburg,Entire home/apt
12371,20234416,96,2,40.70883,-73.948,1,175,31,1,Brooklyn,Williamsburg,Entire home/apt
12372,20245130,96,2,40.71248,-73.961,1,857,29,1,Brooklyn,Williamsburg,Entire home/apt
12378,20636416,96,2,40.71586,-73.955,1,165,80,1,Brooklyn,Williamsburg,Entire home/apt
12385,21112291,96,2,40.71356,-73.959,1,126,57,1,Brooklyn,Williamsburg,Entire home/apt
12396,21588805,96,2,40.71166,-73.9637,1,114,24,1,Brooklyn,Williamsburg,Entire home/apt
12406,21736598,96,2,40.71671,-73.9545,1,140,0,1,Brooklyn,Williamsburg,Entire home/apt
12415,21922639,96,2,40.7174,-73.9507,1,150,23,1,Brooklyn,Williamsburg,Entire home/apt
12418,21946495,96,2,40.71469,-73.9532,1,185,102,1,Brooklyn,Williamsburg,Entire home/apt
12425,22009793,96,2,40.71269,-73.9616,1,170,1,1,Brooklyn,Williamsburg,Entire home/apt
12444,22376093,96,2,40.71365,-73.9377,1,101,60,1,Brooklyn,Williamsburg,Entire home/apt
12454,22790551,96,2,40.71542,-73.9445,1,114,20,1,Brooklyn,Williamsburg,Entire home/apt
12458,22958680,96,2,40.7136,-73.9622,1,128,88,1,Brooklyn,Williamsburg,Entire home/apt
12465,23271535,96,2,40.71237,-73.9522,1,117,170,1,Brooklyn,Williamsburg,Entire home/apt
12469,23370484,96,2,40.71644,-73.9636,1,1000,1,1,Brooklyn,Williamsburg,Entire home/apt
12470,23372850,96,2,40.71682,-73.9621,1,2000,0,1,Brooklyn,Williamsburg,Entire home/apt
12471,23373090,96,2,40.71812,-73.9619,1,2500,0,1,Brooklyn,Williamsburg,Entire home/apt
12486,24242153,96,2,40.71341,-73.9561,1,124,87,1,Brooklyn,Williamsburg,Entire home/apt
12487,24243249,96,2,40.70781,-73.945,1,150,0,1,Brooklyn,Williamsburg,Entire home/apt
12488,24380794,96,2,40.71467,-73.9419,1,140,78,1,Brooklyn,Williamsburg,Entire home/apt
12496,24805249,96,2,40.7155,-73.9533,1,281,11,1,Brooklyn,Williamsburg,Entire home/apt
12505,25221993,96,2,40.71763,-73.9408,1,180,26,1,Brooklyn,Williamsburg,Entire home/apt
12510,25552076,96,2,40.71459,-73.9424,1,124,83,1,Brooklyn,Williamsburg,Entire home/apt
12511,25580113,96,2,40.71474,-73.9392,1,450,39,1,Brooklyn,Williamsburg,Entire home/apt
12512,25618970,96,2,40.71952,-73.96,1,175,20,1,Brooklyn,Williamsburg,Entire home/apt
12514,25680422,96,2,40.71556,-73.9535,1,140,9,1,Brooklyn,Williamsburg,Entire home/apt
12528,26190193,96,2,40.71551,-73.954,1,120,18,1,Brooklyn,Williamsburg,Entire home/apt
12542,27054756,96,2,40.71883,-73.9584,1,125,12,1,Brooklyn,Williamsburg,Entire home/apt
12544,27230758,96,2,40.70709,-73.9679,1,115,18,1,Brooklyn,Williamsburg,Entire home/apt
12553,27622210,96,2,40.71165,-73.9444,1,180,41,1,Brooklyn,Williamsburg,Entire home/apt
12562,27927068,96,2,40.71094,-73.9571,1,199,21,1,Brooklyn,Williamsburg,Entire home/apt
12581,29015079,96,2,40.71404,-73.9504,1,120,41,1,Brooklyn,Williamsburg,Entire home/apt
12582,29038532,96,2,40.70985,-73.953,1,94,88,1,Brooklyn,Williamsburg,Entire home/apt
12584,29097472,96,2,40.71522,-73.9665,1,250,2,1,Brooklyn,Williamsburg,Entire home/apt
12595,29654321,96,2,40.71699,-73.9415,1,141,67,1,Brooklyn,Williamsburg,Entire home/apt
12596,29662414,96,2,40.7108,-73.9488,1,201,72,1,Brooklyn,Williamsburg,Entire home/apt
12605,29982557,96,2,40.71818,-73.9447,1,212,56,1,Brooklyn,Williamsburg,Entire home/apt
12607,30104692,96,2,40.71222,-73.9577,1,136,48,1,Brooklyn,Williamsburg,Entire home/apt
12608,30104723,96,2,40.7083,-73.9502,1,55,6,1,Brooklyn,Williamsburg,Entire home/apt
12610,30205956,96,2,40.71668,-73.964,1,191,22,1,Brooklyn,Williamsburg,Entire home/apt
12614,30460675,96,2,40.70771,-73.9444,1,77,25,1,Brooklyn,Williamsburg,Entire home/apt
12621,30531246,96,2,40.70842,-73.9488,1,81,13,1,Brooklyn,Williamsburg,Entire home/apt
12627,30593639,96,2,40.7106,-73.9624,1,250,2,1,Brooklyn,Williamsburg,Entire home/apt
12628,30670056,96,2,40.71183,-73.9628,1,150,12,1,Brooklyn,Williamsburg,Entire home/apt
12630,30764990,96,2,40.70783,-73.9512,1,70,7,1,Brooklyn,Williamsburg,Entire home/apt
12633,30824853,96,2,40.71389,-73.9603,1,350,41,1,Brooklyn,Williamsburg,Entire home/apt
12639,31053180,96,2,40.70765,-73.9426,1,260,8,1,Brooklyn,Williamsburg,Entire home/apt
12640,31075172,96,2,40.71566,-73.962,1,125,68,1,Brooklyn,Williamsburg,Entire home/apt
12647,31560811,96,2,40.70971,-73.9571,1,98,111,1,Brooklyn,Williamsburg,Entire home/apt
12650,31663848,96,2,40.71578,-73.9519,1,261,51,1,Brooklyn,Williamsburg,Entire home/apt
12653,31878988,96,2,40.71536,-73.9561,1,100,9,1,Brooklyn,Williamsburg,Entire home/apt
12657,32284162,96,2,40.71221,-73.9623,1,134,125,1,Brooklyn,Williamsburg,Entire home/apt
12659,32309476,96,2,40.72179,-73.9585,1,195,61,1,Brooklyn,Williamsburg,Entire home/apt
12660,32356850,96,2,40.71587,-73.9393,1,100,9,1,Brooklyn,Williamsburg,Entire home/apt
12667,32806789,96,2,40.70921,-73.9675,1,200,9,1,Brooklyn,Williamsburg,Entire home/apt
12670,33014255,96,2,40.70711,-73.9474,1,185,25,1,Brooklyn,Williamsburg,Entire home/apt
12677,33379269,96,2,40.71537,-73.9386,1,300,8,1,Brooklyn,Williamsburg,Entire home/apt
12682,33641091,96,2,40.71109,-73.9671,1,190,2,1,Brooklyn,Williamsburg,Entire home/apt
12684,33807644,96,2,40.71259,-73.9668,1,190,2,1,Brooklyn,Williamsburg,Entire home/apt
12688,33870097,96,2,40.71138,-73.9614,1,115,8,1,Brooklyn,Williamsburg,Entire home/apt
12690,33960097,96,2,40.71192,-73.9562,1,235,2,1,Brooklyn,Williamsburg,Entire home/apt
12696,34127215,96,2,40.70828,-73.9607,1,800,18,1,Brooklyn,Williamsburg,Entire home/apt
12698,34250079,96,2,40.71365,-73.9552,1,109,0,1,Brooklyn,Williamsburg,Entire home/apt
12702,34317590,96,2,40.70826,-73.9462,1,98,7,1,Brooklyn,Williamsburg,Entire home/apt
12703,34346014,96,2,40.70996,-73.9504,1,75,11,1,Brooklyn,Williamsburg,Entire home/apt
12706,34477538,96,2,40.71647,-73.964,1,141,40,1,Brooklyn,Williamsburg,Entire home/apt
12708,34651250,96,2,40.71685,-73.9591,1,245,14,1,Brooklyn,Williamsburg,Entire home/apt
12710,34706620,96,2,40.71069,-73.9618,1,150,12,1,Brooklyn,Williamsburg,Entire home/apt
12718,34886485,96,2,40.71069,-73.95,1,125,7,1,Brooklyn,Williamsburg,Entire home/apt
12721,35009512,96,2,40.70853,-73.9537,1,150,10,1,Brooklyn,Williamsburg,Entire home/apt
12725,35284044,96,2,40.7126,-73.9589,1,275,16,1,Brooklyn,Williamsburg,Entire home/apt
12728,35350124,96,2,40.71137,-73.9598,1,150,18,1,Brooklyn,Williamsburg,Entire home/apt
12730,35385465,96,2,40.71419,-73.9491,1,200,0,1,Brooklyn,Williamsburg,Entire home/apt
12733,35602997,96,2,40.71413,-73.957,1,81,58,1,Brooklyn,Williamsburg,Entire home/apt
12736,35687862,96,2,40.70533,-73.9432,1,150,43,1,Brooklyn,Williamsburg,Entire home/apt
12738,35805808,96,2,40.71149,-73.9602,1,106,13,1,Brooklyn,Williamsburg,Entire home/apt
12750,36000233,96,2,40.71239,-73.9406,1,179,20,1,Brooklyn,Williamsburg,Entire home/apt
12761,36452170,96,2,40.71379,-73.9521,1,128,48,1,Brooklyn,Williamsburg,Entire home/apt
12762,36551363,96,2,40.70751,-73.9467,1,200,3,1,Brooklyn,Williamsburg,Entire home/apt
12769,36998345,96,2,40.70593,-73.9289,1,170,100,1,Brooklyn,Williamsburg,Entire home/apt
12771,37204742,96,2,40.70828,-73.9552,1,150,63,1,Brooklyn,Williamsburg,Entire home/apt
12777,37628672,96,2,40.71266,-73.967,1,230,0,1,Brooklyn,Williamsburg,Entire home/apt
12782,37809089,96,2,40.71468,-73.9601,1,200,3,1,Brooklyn,Williamsburg,Entire home/apt
12784,37907872,96,2,40.70519,-73.9282,1,142,141,1,Brooklyn,Williamsburg,Entire home/apt
12785,37932566,96,2,40.71462,-73.9626,1,321,16,1,Brooklyn,Williamsburg,Entire home/apt
12786,37940610,96,2,40.7181,-73.9659,1,234,20,1,Brooklyn,Williamsburg,Entire home/apt
12787,37997451,96,2,40.70913,-73.9411,1,100,26,1,Brooklyn,Williamsburg,Entire home/apt
12788,38021769,96,2,40.71923,-73.9425,1,200,25,1,Brooklyn,Williamsburg,Entire home/apt
12797,38328970,96,2,40.70671,-73.949,1,252,2,1,Brooklyn,Williamsburg,Entire home/apt
12798,38385758,96,2,40.71151,-73.9674,1,182,23,1,Brooklyn,Williamsburg,Entire home/apt
12805,38723925,96,2,40.71148,-73.9573,1,149,2,1,Brooklyn,Williamsburg,Entire home/apt
12808,38780326,96,2,40.71066,-73.95,1,75,9,1,Brooklyn,Williamsburg,Entire home/apt
12809,38847315,96,2,40.71069,-73.9664,1,150,8,1,Brooklyn,Williamsburg,Entire home/apt
12811,39028557,96,2,40.71132,-73.9636,1,140,0,1,Brooklyn,Williamsburg,Entire home/apt
12814,39174155,96,2,40.71868,-73.9563,1,180,12,1,Brooklyn,Williamsburg,Entire home/apt
12816,39252851,96,2,40.71815,-73.9519,1,130,2,1,Brooklyn,Williamsburg,Entire home/apt
12820,39462721,96,2,40.70705,-73.9509,1,250,0,1,Brooklyn,Williamsburg,Entire home/apt
12822,39508726,96,2,40.71749,-73.9434,1,150,10,1,Brooklyn,Williamsburg,Entire home/apt
12823,39526115,96,2,40.7118,-73.9592,1,150,2,1,Brooklyn,Williamsburg,Entire home/apt
12828,39618966,96,2,40.71608,-73.948,1,162,8,1,Brooklyn,Williamsburg,Entire home/apt
12829,39778305,96,2,40.71103,-73.9591,1,200,1,1,Brooklyn,Williamsburg,Entire home/apt
