,id,neighborhood_id,borough_id,latitude,longitude,roomtype_id,price,number_of_reviews,superhost,borough,neighbourhood,room_type
21359,9181483,103,3,40.72403,-73.9774,2,89,83,1,Manhattan,East Village,Private room
21379,9792286,103,3,40.72265,-73.9837,2,90,234,1,Manhattan,East Village,Private room
21381,9806606,103,3,40.72314,-73.9835,2,54,11,1,Manhattan,East Village,Private room
21407,10710179,103,3,40.72999,-73.9828,2,104,94,1,Manhattan,East Village,Private room
21421,12345786,103,3,40.72803,-73.9885,2,80,38,1,Manhattan,East Village,Private room
21442,14095224,103,3,40.72128,-73.9827,2,48,5,1,Manhattan,East Village,Private room
21459,15835247,103,3,40.72083,-73.9784,2,49,24,1,Manhattan,East Village,Private room
21464,16005448,103,3,40.72566,-73.9833,2,55,14,1,Manhattan,East Village,Private room
21473,17037199,103,3,40.7259,-73.9822,2,60,87,1,Manhattan,East Village,Private room
21490,18441301,103,3,40.73415,-73.9893,2,61,19,1,Manhattan,East Village,Private room
21510,20663839,103,3,40.72539,-73.978,2,106,38,1,Manhattan,East Village,Private room
21512,20723015,103,3,40.72405,-73.9774,2,100,59,1,Manhattan,East Village,Private room
21514,20861411,103,3,40.72424,-73.9794,2,118,149,1,Manhattan,East Village,Private room
21522,21307577,103,3,40.72748,-73.9842,2,90,90,1,Manhattan,East Village,Private room
21547,23610064,103,3,40.72721,-73.9881,2,99,111,1,Manhattan,East Village,Private room
21549,23790556,103,3,40.72966,-73.9833,2,76,273,1,Manhattan,East Village,Private room
21557,25356696,103,3,40.72728,-73.99,2,145,52,1,Manhattan,East Village,Private room
21562,26788437,103,3,40.72603,-73.9869,2,90,23,1,Manhattan,East Village,Private room
21563,26951069,103,3,40.7243,-73.9763,2,87,23,1,Manhattan,East Village,Private room
21569,28130502,103,3,40.73336,-73.9908,2,86,61,1,Manhattan,East Village,Private room
21572,28711792,103,3,40.73062,-73.9813,2,75,54,1,Manhattan,East Village,Private room
21574,29231943,103,3,40.72768,-73.9811,2,157,3,1,Manhattan,East Village,Private room
21585,30773154,103,3,40.72258,-73.9845,2,55,9,1,Manhattan,East Village,Private room
21586,31259110,103,3,40.72712,-73.98,2,70,17,1,Manhattan,East Village,Private room
21588,32595900,103,3,40.72462,-73.9869,2,150,8,1,Manhattan,East Village,Private room
21593,33582776,103,3,40.7226,-73.9832,2,56,37,1,Manhattan,East Village,Private room
21601,34939305,103,3,40.72374,-73.9873,2,108,40,1,Manhattan,East Village,Private room
21603,35161717,103,3,40.72264,-73.9831,2,56,12,1,Manhattan,East Village,Private room
21615,37499274,103,3,40.72604,-73.9821,2,200,16,1,Manhattan,East Village,Private room
21620,39132296,103,3,40.72329,-73.985,2,180,3,1,Manhattan,East Village,Private room
21621,39190658,103,3,40.72965,-73.9896,2,162,59,1,Manhattan,East Village,Private room
21626,39529860,103,3,40.72313,-73.9826,2,129,7,1,Manhattan,East Village,Private room
21640,40378832,103,3,40.72924,-73.9882,2,135,31,1,Manhattan,East Village,Private room
21642,40491893,103,3,40.72503,-73.9749,2,51,0,1,Manhattan,East Village,Private room
21655,42049443,103,3,40.72469,-73.9799,2,52,0,1,Manhattan,East Village,Private room
21675,43922156,103,3,40.7264,-73.9857,2,60,17,1,Manhattan,East Village,Private room
21690,46237688,103,3,40.72208,-73.9827,2,72,1,1,Manhattan,East Village,Private room
21692,46488375,103,3,40.72819,-73.989,2,60,0,1,Manhattan,East Village,Private room
21693,46575308,103,3,40.73007,-73.9895,2,1000,1,1,Manhattan,East Village,Private room
21699,57874,108,3,40.80931,-73.9434,2,157,264,1,Manhattan,Harlem,Private room
21700,58059,108,3,40.8251,-73.9429,2,41,524,1,Manhattan,Harlem,Private room
21704,67397,108,3,40.80332,-73.9574,2,122,105,1,Manhattan,Harlem,Private room
21706,87279,108,3,40.80922,-73.9404,2,70,136,1,Manhattan,Harlem,Private room
21708,106363,108,3,40.82773,-73.9523,2,75,417,1,Manhattan,Harlem,Private room
21713,197753,108,3,40.83127,-73.9472,2,68,320,1,Manhattan,Harlem,Private room
21714,218358,108,3,40.8078,-73.9521,2,60,22,1,Manhattan,Harlem,Private room
21719,274062,108,3,40.80285,-73.9517,2,79,74,1,Manhattan,Harlem,Private room
21720,281851,108,3,40.80671,-73.9508,2,130,120,1,Manhattan,Harlem,Private room
21724,318021,108,3,40.80343,-73.9531,2,110,56,1,Manhattan,Harlem,Private room
21728,382523,108,3,40.80491,-73.9487,2,160,11,1,Manhattan,Harlem,Private room
21730,449130,108,3,40.8179,-73.9432,2,87,188,1,Manhattan,Harlem,Private room
21732,455801,108,3,40.80533,-73.952,2,250,109,1,Manhattan,Harlem,Private room
21733,456526,108,3,40.81713,-73.9422,2,70,47,1,Manhattan,Harlem,Private room
21734,476983,108,3,40.82384,-73.9427,2,42,490,1,Manhattan,Harlem,Private room
21735,501082,108,3,40.82392,-73.9421,2,79,189,1,Manhattan,Harlem,Private room
21737,573612,108,3,40.81199,-73.9512,2,72,146,1,Manhattan,Harlem,Private room
21738,590903,108,3,40.80797,-73.9489,2,44,54,1,Manhattan,Harlem,Private room
21739,683821,108,3,40.80314,-73.9577,2,58,70,1,Manhattan,Harlem,Private room
21741,728498,108,3,40.80517,-73.954,2,69,140,1,Manhattan,Harlem,Private room
21754,993040,108,3,40.8278,-73.9489,2,98,210,1,Manhattan,Harlem,Private room
21755,1023529,108,3,40.82153,-73.9551,2,55,183,1,Manhattan,Harlem,Private room
21756,1041996,108,3,40.83017,-73.9481,2,50,53,1,Manhattan,Harlem,Private room
21758,1086651,108,3,40.80158,-73.9487,2,48,90,1,Manhattan,Harlem,Private room
21760,1123960,108,3,40.80815,-73.9433,2,80,16,1,Manhattan,Harlem,Private room
21761,1151343,108,3,40.80449,-73.9569,2,95,70,1,Manhattan,Harlem,Private room
21763,1252565,108,3,40.82427,-73.9443,2,50,73,1,Manhattan,Harlem,Private room
21764,1263964,108,3,40.81388,-73.9511,2,66,225,1,Manhattan,Harlem,Private room
21767,1484031,108,3,40.80427,-73.954,2,95,21,1,Manhattan,Harlem,Private room
21768,1578103,108,3,40.80355,-73.9523,2,60,57,1,Manhattan,Harlem,Private room
21773,1791105,108,3,40.81157,-73.9534,2,60,84,1,Manhattan,Harlem,Private room
21778,1844792,108,3,40.82097,-73.9377,2,130,1,1,Manhattan,Harlem,Private room
21780,1851567,108,3,40.80631,-73.9494,2,55,5,1,Manhattan,Harlem,Private room
21785,2138787,108,3,40.83095,-73.9417,2,65,9,1,Manhattan,Harlem,Private room
21786,2189742,108,3,40.82811,-73.9437,2,48,80,1,Manhattan,Harlem,Private room
21787,2194263,108,3,40.80361,-73.9463,2,90,19,1,Manhattan,Harlem,Private room
21789,2213680,108,3,40.82649,-73.9525,2,65,2,1,Manhattan,Harlem,Private room
21791,2318126,108,3,40.80269,-73.9464,2,39,15,1,Manhattan,Harlem,Private room
21793,2446994,108,3,40.82835,-73.9517,2,60,14,1,Manhattan,Harlem,Private room
21794,2488022,108,3,40.8151,-73.9515,2,59,32,1,Manhattan,Harlem,Private room
21797,2563611,108,3,40.8029,-73.9569,2,140,337,1,Manhattan,Harlem,Private room
21798,2586484,108,3,40.80546,-73.9522,2,85,63,1,Manhattan,Harlem,Private room
21800,2700296,108,3,40.8084,-73.9512,2,98,95,1,Manhattan,Harlem,Private room
21801,2700596,108,3,40.80697,-73.952,2,85,116,1,Manhattan,Harlem,Private room
21803,2875923,108,3,40.82149,-73.9372,2,75,6,1,Manhattan,Harlem,Private room
21804,2940163,108,3,40.80071,-73.9534,2,88,63,1,Manhattan,Harlem,Private room
21813,3247291,108,3,40.81198,-73.9437,2,78,166,1,Manhattan,Harlem,Private room
21815,3400837,108,3,40.83134,-73.9505,2,250,36,1,Manhattan,Harlem,Private room
21817,3512428,108,3,40.82774,-73.9508,2,90,143,1,Manhattan,Harlem,Private room
21819,3574304,108,3,40.81464,-73.9535,2,70,4,1,Manhattan,Harlem,Private room
21822,3790746,108,3,40.82621,-73.946,2,64,176,1,Manhattan,Harlem,Private room
21824,3968434,108,3,40.82257,-73.9557,2,54,47,1,Manhattan,Harlem,Private room
21826,4038794,108,3,40.8336,-73.9491,2,70,29,1,Manhattan,Harlem,Private room
21831,4183989,108,3,40.80606,-73.9506,2,65,47,1,Manhattan,Harlem,Private room
21834,4538012,108,3,40.81979,-73.9458,2,85,34,1,Manhattan,Harlem,Private room
21837,4632542,108,3,40.80096,-73.9578,2,100,100,1,Manhattan,Harlem,Private room
21838,4640515,108,3,40.82613,-73.9384,2,49,68,1,Manhattan,Harlem,Private room
21845,4753639,108,3,40.82332,-73.9547,2,95,18,1,Manhattan,Harlem,Private room
21846,4753866,108,3,40.82501,-73.9537,2,125,4,1,Manhattan,Harlem,Private room
21851,4866049,108,3,40.80104,-73.9579,2,100,16,1,Manhattan,Harlem,Private room
21853,4950357,108,3,40.81561,-73.9526,2,37,257,1,Manhattan,Harlem,Private room
21854,4983264,108,3,40.80075,-73.9548,2,99,88,1,Manhattan,Harlem,Private room
21855,5037892,108,3,40.80535,-73.9541,2,85,1,1,Manhattan,Harlem,Private room
21865,5593725,108,3,40.82676,-73.9455,2,38,36,1,Manhattan,Harlem,Private room
21869,5651679,108,3,40.80302,-73.9448,2,100,1,1,Manhattan,Harlem,Private room
21870,5663222,108,3,40.80663,-73.9499,2,86,202,1,Manhattan,Harlem,Private room
21872,5761032,108,3,40.81732,-73.9476,2,81,73,1,Manhattan,Harlem,Private room
21877,6107592,108,3,40.80226,-73.9498,2,94,79,1,Manhattan,Harlem,Private room
21880,6348972,108,3,40.80581,-73.95,2,65,41,1,Manhattan,Harlem,Private room
21883,6528040,108,3,40.82119,-73.9577,2,67,39,1,Manhattan,Harlem,Private room
21884,6546016,108,3,40.82589,-73.9509,2,50,146,1,Manhattan,Harlem,Private room
21888,6712530,108,3,40.82608,-73.9525,2,80,206,1,Manhattan,Harlem,Private room
21895,6933326,108,3,40.82231,-73.9563,2,88,19,1,Manhattan,Harlem,Private room
21897,6992300,108,3,40.82416,-73.9531,2,77,17,1,Manhattan,Harlem,Private room
21905,7508560,108,3,40.81285,-73.9379,2,85,150,1,Manhattan,Harlem,Private room
21931,8326389,108,3,40.82523,-73.9538,2,80,51,1,Manhattan,Harlem,Private room
21934,8583175,108,3,40.82855,-73.9403,2,29,32,1,Manhattan,Harlem,Private room
21936,8611817,108,3,40.80171,-73.953,2,66,88,1,Manhattan,Harlem,Private room
21938,8652729,108,3,40.82305,-73.9456,2,49,31,1,Manhattan,Harlem,Private room
21940,8753832,108,3,40.82219,-73.9448,2,100,64,1,Manhattan,Harlem,Private room
21941,8754560,108,3,40.81146,-73.9459,2,73,172,1,Manhattan,Harlem,Private room
21943,8957187,108,3,40.82647,-73.9475,2,73,118,1,Manhattan,Harlem,Private room
21944,8974316,108,3,40.82215,-73.9444,2,53,24,1,Manhattan,Harlem,Private room
21948,9093219,108,3,40.81185,-73.9458,2,79,84,1,Manhattan,Harlem,Private room
21971,9810271,108,3,40.8226,-73.9547,2,36,105,1,Manhattan,Harlem,Private room
21980,10022956,108,3,40.82203,-73.9561,2,39,81,1,Manhattan,Harlem,Private room
21985,10086307,108,3,40.80729,-73.9524,2,101,101,1,Manhattan,Harlem,Private room
21995,10340705,108,3,40.81015,-73.9473,2,80,38,1,Manhattan,Harlem,Private room
22000,10574818,108,3,40.825,-73.9523,2,66,89,1,Manhattan,Harlem,Private room
22002,10748040,108,3,40.82903,-73.9475,2,56,162,1,Manhattan,Harlem,Private room
22003,10877492,108,3,40.8284,-73.9453,2,136,77,1,Manhattan,Harlem,Private room
22009,11444671,108,3,40.82259,-73.9527,2,65,61,1,Manhattan,Harlem,Private room
22018,12054723,108,3,40.81574,-73.9487,2,68,141,1,Manhattan,Harlem,Private room
22020,12110663,108,3,40.80726,-73.9518,2,55,121,1,Manhattan,Harlem,Private room
22025,12401233,108,3,40.81477,-73.9425,2,50,9,1,Manhattan,Harlem,Private room
22027,12594614,108,3,40.82517,-73.9436,2,33,34,1,Manhattan,Harlem,Private room
22034,12737192,108,3,40.82322,-73.94,2,60,10,1,Manhattan,Harlem,Private room
22041,12855923,108,3,40.8242,-73.9478,2,63,188,1,Manhattan,Harlem,Private room
22048,13149690,108,3,40.80069,-73.9539,2,75,127,1,Manhattan,Harlem,Private room
22049,13156881,108,3,40.82392,-73.9473,2,70,59,1,Manhattan,Harlem,Private room
22050,13225764,108,3,40.82578,-73.9529,2,82,74,1,Manhattan,Harlem,Private room
22051,13238321,108,3,40.8291,-73.9488,2,80,69,1,Manhattan,Harlem,Private room
22053,13248583,108,3,40.80313,-73.9509,2,100,54,1,Manhattan,Harlem,Private room
22060,13426615,108,3,40.81069,-73.945,2,36,29,1,Manhattan,Harlem,Private room
22062,13477342,108,3,40.83122,-73.9442,2,85,21,1,Manhattan,Harlem,Private room
22073,13842204,108,3,40.80615,-73.9538,2,110,1,1,Manhattan,Harlem,Private room
22075,13881020,108,3,40.82884,-73.9441,2,50,55,1,Manhattan,Harlem,Private room
22076,13957499,108,3,40.81434,-73.9516,2,35,176,1,Manhattan,Harlem,Private room
22086,14692426,108,3,40.82663,-73.9445,2,100,58,1,Manhattan,Harlem,Private room
22088,14761949,108,3,40.82412,-73.9545,2,89,120,1,Manhattan,Harlem,Private room
22091,14858777,108,3,40.81155,-73.9432,2,71,6,1,Manhattan,Harlem,Private room
22094,14963583,108,3,40.80142,-73.9568,2,70,3,1,Manhattan,Harlem,Private room
22097,15067291,108,3,40.81123,-73.9454,2,67,122,1,Manhattan,Harlem,Private room
22100,15360787,108,3,40.81115,-73.9428,2,120,49,1,Manhattan,Harlem,Private room
22108,15745269,108,3,40.81615,-73.9546,2,59,65,1,Manhattan,Harlem,Private room
22109,15817291,108,3,40.82893,-73.9487,2,67,186,1,Manhattan,Harlem,Private room
22116,16172498,108,3,40.82958,-73.9478,2,68,159,1,Manhattan,Harlem,Private room
22119,16274854,108,3,40.80489,-73.9547,2,36,133,1,Manhattan,Harlem,Private room
22122,16352982,108,3,40.82259,-73.9527,2,50,14,1,Manhattan,Harlem,Private room
22125,16417215,108,3,40.8238,-73.9549,2,36,54,1,Manhattan,Harlem,Private room
22127,16546903,108,3,40.81054,-73.941,2,95,83,1,Manhattan,Harlem,Private room
22128,16585605,108,3,40.81655,-73.9395,2,150,148,1,Manhattan,Harlem,Private room
22130,16701087,108,3,40.8244,-73.951,2,72,90,1,Manhattan,Harlem,Private room
22135,16812429,108,3,40.80717,-73.9507,2,255,17,1,Manhattan,Harlem,Private room
22136,16844707,108,3,40.82725,-73.9528,2,60,13,1,Manhattan,Harlem,Private room
22139,16962471,108,3,40.80399,-73.9516,2,111,0,1,Manhattan,Harlem,Private room
22142,17137626,108,3,40.8295,-73.9434,2,53,87,1,Manhattan,Harlem,Private room
22144,17333015,108,3,40.82357,-73.953,2,75,1,1,Manhattan,Harlem,Private room
22145,17416959,108,3,40.80717,-73.9507,2,2207,0,1,Manhattan,Harlem,Private room
22146,17419342,108,3,40.80717,-73.9507,2,221,18,1,Manhattan,Harlem,Private room
22147,17433572,108,3,40.80717,-73.9507,2,246,13,1,Manhattan,Harlem,Private room
22148,17434184,108,3,40.80717,-73.9507,2,222,35,1,Manhattan,Harlem,Private room
22158,18059656,108,3,40.81085,-73.9441,2,67,35,1,Manhattan,Harlem,Private room
22169,18648243,108,3,40.80562,-73.9578,2,73,50,1,Manhattan,Harlem,Private room
22170,18719477,108,3,40.80414,-73.9562,2,35,0,1,Manhattan,Harlem,Private room
22171,18852245,108,3,40.82266,-73.9468,2,45,12,1,Manhattan,Harlem,Private room
22179,19138138,108,3,40.82517,-73.9436,2,30,38,1,Manhattan,Harlem,Private room
22180,19163361,108,3,40.82784,-73.9472,2,45,52,1,Manhattan,Harlem,Private room
22182,19180868,108,3,40.80065,-73.954,2,58,57,1,Manhattan,Harlem,Private room
22183,19192149,108,3,40.80387,-73.9571,2,100,121,1,Manhattan,Harlem,Private room
22186,19334916,108,3,40.8098,-73.9427,2,199,2,1,Manhattan,Harlem,Private room
22188,19378517,108,3,40.82185,-73.9478,2,50,2,1,Manhattan,Harlem,Private room
22197,19844473,108,3,40.82927,-73.9466,2,45,5,1,Manhattan,Harlem,Private room
22198,19845074,108,3,40.82753,-73.945,2,55,17,1,Manhattan,Harlem,Private room
22202,20171179,108,3,40.81172,-73.9451,2,75,64,1,Manhattan,Harlem,Private room
22206,20284463,108,3,40.83046,-73.9454,2,68,5,1,Manhattan,Harlem,Private room
22216,20624427,108,3,40.82699,-73.9532,2,55,56,1,Manhattan,Harlem,Private room
22217,20710022,108,3,40.80303,-73.951,2,100,7,1,Manhattan,Harlem,Private room
22226,20819020,108,3,40.81824,-73.9531,2,59,85,1,Manhattan,Harlem,Private room
22227,20848135,108,3,40.81711,-73.9408,2,75,116,1,Manhattan,Harlem,Private room
22230,20933850,108,3,40.8246,-73.9449,2,34,7,1,Manhattan,Harlem,Private room
22232,21076625,108,3,40.80766,-73.9486,2,65,11,1,Manhattan,Harlem,Private room
22234,21175160,108,3,40.81766,-73.9459,2,70,78,1,Manhattan,Harlem,Private room
22235,21175597,108,3,40.81799,-73.9456,2,49,41,1,Manhattan,Harlem,Private room
22236,21204890,108,3,40.81601,-73.9491,2,49,167,1,Manhattan,Harlem,Private room
22239,21278102,108,3,40.80582,-73.9489,2,163,22,1,Manhattan,Harlem,Private room
22240,21349548,108,3,40.82389,-73.9452,2,24,6,1,Manhattan,Harlem,Private room
22243,21461901,108,3,40.81935,-73.945,2,79,97,1,Manhattan,Harlem,Private room
22244,21503589,108,3,40.82762,-73.9458,2,100,217,1,Manhattan,Harlem,Private room
22250,21803103,108,3,40.82258,-73.953,2,65,13,1,Manhattan,Harlem,Private room
22251,21862155,108,3,40.8194,-73.9454,2,85,175,1,Manhattan,Harlem,Private room
22255,21967523,108,3,40.80396,-73.9539,2,55,19,1,Manhattan,Harlem,Private room
22262,22159691,108,3,40.81384,-73.9509,2,90,24,1,Manhattan,Harlem,Private room
22274,22355505,108,3,40.82676,-73.9455,2,38,1,1,Manhattan,Harlem,Private room
22280,22794168,108,3,40.81978,-73.946,2,69,26,1,Manhattan,Harlem,Private room
22285,22811207,108,3,40.82808,-73.9501,2,48,182,1,Manhattan,Harlem,Private room
22292,23529920,108,3,40.82898,-73.9453,2,43,13,1,Manhattan,Harlem,Private room
22294,23598012,108,3,40.82219,-73.9537,2,46,11,1,Manhattan,Harlem,Private room
22295,23702317,108,3,40.81479,-73.9465,2,115,54,1,Manhattan,Harlem,Private room
22300,23838734,108,3,40.80032,-73.9542,2,65,12,1,Manhattan,Harlem,Private room
22315,24541899,108,3,40.80601,-73.9507,2,100,111,1,Manhattan,Harlem,Private room
22316,24604281,108,3,40.81752,-73.9435,2,62,76,1,Manhattan,Harlem,Private room
22317,24611661,108,3,40.81639,-73.9419,2,62,59,1,Manhattan,Harlem,Private room
22318,24731641,108,3,40.82363,-73.9547,2,70,5,1,Manhattan,Harlem,Private room
22321,24873980,108,3,40.81795,-73.944,2,85,21,1,Manhattan,Harlem,Private room
22326,25084002,108,3,40.81543,-73.9546,2,50,72,1,Manhattan,Harlem,Private room
22329,25352456,108,3,40.80432,-73.956,2,94,39,1,Manhattan,Harlem,Private room
22338,26038825,108,3,40.82187,-73.9489,2,125,88,1,Manhattan,Harlem,Private room
22344,26408958,108,3,40.80701,-73.9435,2,125,23,1,Manhattan,Harlem,Private room
22350,27089541,108,3,40.82512,-73.9455,2,32,5,1,Manhattan,Harlem,Private room
22351,27227269,108,3,40.82973,-73.9404,2,85,7,1,Manhattan,Harlem,Private room
22352,27235864,108,3,40.82829,-73.9403,2,70,16,1,Manhattan,Harlem,Private room
22356,27468927,108,3,40.82386,-73.9545,2,52,57,1,Manhattan,Harlem,Private room
22357,27488806,108,3,40.82324,-73.9561,2,50,51,1,Manhattan,Harlem,Private room
22365,28081224,108,3,40.82399,-73.9446,2,60,15,1,Manhattan,Harlem,Private room
22366,28215809,108,3,40.80739,-73.95,2,65,6,1,Manhattan,Harlem,Private room
22369,28367842,108,3,40.8084,-73.951,2,53,9,1,Manhattan,Harlem,Private room
22372,28540171,108,3,40.80297,-73.9556,2,125,21,1,Manhattan,Harlem,Private room
22373,28543617,108,3,40.80261,-73.9558,2,95,14,1,Manhattan,Harlem,Private room
22376,28761069,108,3,40.80732,-73.9507,2,43,5,1,Manhattan,Harlem,Private room
22382,29205817,108,3,40.82583,-73.9436,2,40,40,1,Manhattan,Harlem,Private room
22384,29285414,108,3,40.80029,-73.9473,2,136,1,1,Manhattan,Harlem,Private room
22389,29586511,108,3,40.81081,-73.9451,2,45,11,1,Manhattan,Harlem,Private room
22391,29804246,108,3,40.8071,-73.9464,2,84,100,1,Manhattan,Harlem,Private room
22399,30251760,108,3,40.82679,-73.9432,2,82,19,1,Manhattan,Harlem,Private room
22403,30465758,108,3,40.81897,-73.94,2,64,83,1,Manhattan,Harlem,Private room
22410,30853530,108,3,40.82332,-73.9535,2,60,9,1,Manhattan,Harlem,Private room
22414,31001961,108,3,40.80654,-73.9467,2,75,112,1,Manhattan,Harlem,Private room
22424,31205016,108,3,40.80251,-73.9557,2,141,15,1,Manhattan,Harlem,Private room
22428,31324327,108,3,40.80359,-73.9479,2,73,77,1,Manhattan,Harlem,Private room
22437,31760509,108,3,40.80206,-73.9572,2,75,42,1,Manhattan,Harlem,Private room
22443,31932642,108,3,40.8256,-73.9519,2,32,23,1,Manhattan,Harlem,Private room
22453,32570179,108,3,40.82832,-73.9421,2,79,11,1,Manhattan,Harlem,Private room
22457,32964714,108,3,40.8092,-73.9406,2,62,70,1,Manhattan,Harlem,Private room
22459,33040300,108,3,40.82473,-73.9525,2,89,21,1,Manhattan,Harlem,Private room
22460,33044053,108,3,40.80272,-73.9568,2,95,39,1,Manhattan,Harlem,Private room
22466,33504838,108,3,40.82012,-73.9528,2,59,14,1,Manhattan,Harlem,Private room
22467,33615952,108,3,40.82652,-73.951,2,19,0,1,Manhattan,Harlem,Private room
22469,33913682,108,3,40.81535,-73.9427,2,65,39,1,Manhattan,Harlem,Private room
22471,33917759,108,3,40.80395,-73.9478,2,77,35,1,Manhattan,Harlem,Private room
22482,34356642,108,3,40.83073,-73.9482,2,70,20,1,Manhattan,Harlem,Private room
22488,34744587,108,3,40.81119,-73.942,2,70,30,1,Manhattan,Harlem,Private room
22492,35189843,108,3,40.82527,-73.9516,2,45,20,1,Manhattan,Harlem,Private room
22495,35257081,108,3,40.80513,-73.9468,2,60,68,1,Manhattan,Harlem,Private room
22500,35644555,108,3,40.81806,-73.9451,2,95,14,1,Manhattan,Harlem,Private room
22501,35667379,108,3,40.81489,-73.9574,2,34,10,1,Manhattan,Harlem,Private room
22502,35684442,108,3,40.82408,-73.9539,2,54,2,1,Manhattan,Harlem,Private room
22512,36339403,108,3,40.81471,-73.9565,2,65,0,1,Manhattan,Harlem,Private room
22520,36697133,108,3,40.80371,-73.9512,2,75,42,1,Manhattan,Harlem,Private room
22521,36837802,108,3,40.81216,-73.9546,2,20,8,1,Manhattan,Harlem,Private room
22530,37598410,108,3,40.81582,-73.9449,2,135,16,1,Manhattan,Harlem,Private room
22533,37630778,108,3,40.82989,-73.9483,2,96,12,1,Manhattan,Harlem,Private room
22535,37777295,108,3,40.80413,-73.9528,2,70,13,1,Manhattan,Harlem,Private room
22537,37828926,108,3,40.80763,-73.9513,2,1650,0,1,Manhattan,Harlem,Private room
22538,37879131,108,3,40.8071,-73.9488,2,61,36,1,Manhattan,Harlem,Private room
22541,38075427,108,3,40.82084,-73.9468,2,65,13,1,Manhattan,Harlem,Private room
22542,38216322,108,3,40.82543,-73.9513,2,55,2,1,Manhattan,Harlem,Private room
22546,38376639,108,3,40.80109,-73.9552,2,89,22,1,Manhattan,Harlem,Private room
22552,38583006,108,3,40.79754,-73.9493,2,65,14,1,Manhattan,Harlem,Private room
22553,38755516,108,3,40.8215,-73.9382,2,39,14,1,Manhattan,Harlem,Private room
22556,38869689,108,3,40.80673,-73.9541,2,48,0,1,Manhattan,Harlem,Private room
22558,38953430,108,3,40.80702,-73.9494,2,55,3,1,Manhattan,Harlem,Private room
22560,39157606,108,3,40.81709,-73.9531,2,85,11,1,Manhattan,Harlem,Private room
22563,39422545,108,3,40.82213,-73.9448,2,50,5,1,Manhattan,Harlem,Private room
22567,39565087,108,3,40.81529,-73.9401,2,85,2,1,Manhattan,Harlem,Private room
22569,39666561,108,3,40.82712,-73.953,2,40,1,1,Manhattan,Harlem,Private room
22570,39678849,108,3,40.80278,-73.946,2,77,6,1,Manhattan,Harlem,Private room
22574,39799759,108,3,40.82173,-73.9436,2,80,1,1,Manhattan,Harlem,Private room
22577,40035713,108,3,40.80627,-73.9504,2,278,0,1,Manhattan,Harlem,Private room
22579,40277371,108,3,40.8136,-73.9415,2,39,6,1,Manhattan,Harlem,Private room
22594,40673058,108,3,40.81377,-73.954,2,65,12,1,Manhattan,Harlem,Private room
22609,41400433,108,3,40.82012,-73.9556,2,150,3,1,Manhattan,Harlem,Private room
22611,41538377,108,3,40.82578,-73.9376,2,46,8,1,Manhattan,Harlem,Private room
22616,41838305,108,3,40.81577,-73.9384,2,70,4,1,Manhattan,Harlem,Private room
22629,42380790,108,3,40.81458,-73.9474,2,90,70,1,Manhattan,Harlem,Private room
22634,42620753,108,3,40.8205,-73.9464,2,120,0,1,Manhattan,Harlem,Private room
22642,42778970,108,3,40.82591,-73.9504,2,45,0,1,Manhattan,Harlem,Private room
22650,43105617,108,3,40.81419,-73.9475,2,80,37,1,Manhattan,Harlem,Private room
22655,43300250,108,3,40.81998,-73.9562,2,45,19,1,Manhattan,Harlem,Private room
22671,43862094,108,3,40.82804,-73.9492,2,45,2,1,Manhattan,Harlem,Private room
22673,43998612,108,3,40.80377,-73.953,2,50,0,1,Manhattan,Harlem,Private room
22736,45658557,108,3,40.80817,-73.9504,2,75,1,1,Manhattan,Harlem,Private room
22747,45754690,108,3,40.80943,-73.9499,2,50,1,1,Manhattan,Harlem,Private room
22758,46067261,108,3,40.80823,-73.9504,2,70,1,1,Manhattan,Harlem,Private room
22766,46179119,108,3,40.80833,-73.9497,2,70,3,1,Manhattan,Harlem,Private room
22780,46582283,108,3,40.80443,-73.9466,2,73,0,1,Manhattan,Harlem,Private room
22791,46779447,108,3,40.8277,-73.9471,2,50,0,1,Manhattan,Harlem,Private room
22821,7141549,111,3,40.74281,-73.9798,2,65,18,1,Manhattan,Kips Bay,Private room
22824,9343634,111,3,40.74198,-73.9768,2,188,9,1,Manhattan,Kips Bay,Private room
22842,18314397,111,3,40.74405,-73.9777,2,80,81,1,Manhattan,Kips Bay,Private room
22859,24412104,111,3,40.74572,-73.9799,2,65,59,1,Manhattan,Kips Bay,Private room
22896,1118031,119,3,40.72212,-73.9968,2,58,50,1,Manhattan,Nolita,Private room
22918,14420353,119,3,40.72032,-73.9951,2,58,4,1,Manhattan,Nolita,Private room
22956,18728,99,3,40.74246,-74.002,2,150,184,1,Manhattan,Chelsea,Private room
22957,21794,99,3,40.74008,-74.0027,2,85,36,1,Manhattan,Chelsea,Private room
22963,823520,99,3,40.75284,-74.0014,2,450,272,1,Manhattan,Chelsea,Private room
22965,841292,99,3,40.74712,-73.9951,2,69,31,1,Manhattan,Chelsea,Private room
22967,1089240,99,3,40.74197,-73.997,2,149,146,1,Manhattan,Chelsea,Private room
22968,1292428,99,3,40.7433,-73.9983,2,109,129,1,Manhattan,Chelsea,Private room
22970,1759526,99,3,40.74563,-73.9933,2,99,11,1,Manhattan,Chelsea,Private room
22971,1811446,99,3,40.74166,-73.9989,2,50,87,1,Manhattan,Chelsea,Private room
22988,8698671,99,3,40.7411,-74.0018,2,112,31,1,Manhattan,Chelsea,Private room
