listing_id,day of week,price
5343821,Saturday,202.9387755102041
5343821,Sunday,202.9387755102041
5343821,Thursday,202.9387755102041
5343821,Tuesday,202.9387755102041
5343821,Wednesday,202.9387755102041
5345293,Friday,300.0
5345293,Monday,300.0
5345293,Saturday,300.0
5345293,Sunday,300.0
5345293,Thursday,300.0
5345293,Tuesday,300.0
5345293,Wednesday,300.0
5352301,Friday,27.0
5352301,Monday,27.0
5352301,Saturday,27.0
5352301,Sunday,27.0
5352301,Thursday,27.0
5352301,Tuesday,27.0
5352301,Wednesday,27.0
5352802,Friday,250.0
5352802,Monday,220.0
5352802,Saturday,250.0
5352802,Sunday,220.0
5352802,Thursday,220.0
5352802,Tuesday,220.0
5352802,Wednesday,220.0
5353312,Friday,99.0
5353312,Monday,99.0
5353312,Saturday,99.0
5353312,Sunday,99.0
5353312,Thursday,99.0
5353312,Tuesday,99.0
5353312,Wednesday,99.0
5353431,Friday,80.0
5353431,Monday,80.0
5353431,Saturday,80.0
5353431,Sunday,80.0
5353431,Thursday,80.0
5353431,Tuesday,80.0
5353431,Wednesday,80.0
5353612,Friday,264.72
5353612,Monday,265.46938775510205
5353612,Saturday,263.3469387755102
5353612,Sunday,263.16326530612247
5353612,Thursday,263.53061224489795
5353612,Tuesday,262.55102040816325
5353612,Wednesday,263.42857142857144
5354796,Friday,55.92
5354796,Monday,54.93877551020408
5354796,Saturday,55.93877551020408
5354796,Sunday,55.0
5354796,Thursday,54.93877551020408
5354796,Tuesday,54.93877551020408
5354796,Wednesday,54.93877551020408
5358354,Friday,130.0
5358354,Monday,130.0
5358354,Saturday,130.0
5358354,Sunday,130.0
5358354,Thursday,130.0
5358354,Tuesday,130.0
5358354,Wednesday,130.0
5359410,Friday,50.0
5359410,Monday,50.0
5359410,Saturday,50.0
5359410,Sunday,50.0
5359410,Thursday,50.0
5359410,Tuesday,50.0
5359410,Wednesday,50.0
5361021,Friday,49.0
5361021,Monday,49.0
5361021,Saturday,49.0
5361021,Sunday,49.0
5361021,Thursday,49.0
5361021,Tuesday,49.0
5361021,Wednesday,49.0
5361824,Friday,55.0
5361824,Monday,55.0
5361824,Saturday,55.0
5361824,Sunday,55.0
5361824,Thursday,55.0
5361824,Tuesday,55.0
5361824,Wednesday,55.0
5362041,Friday,275.0
5362041,Monday,250.0
5362041,Saturday,275.0
5362041,Sunday,250.0
5362041,Thursday,250.0
5362041,Tuesday,250.0
5362041,Wednesday,250.0
5362279,Friday,200.0
5362279,Monday,200.0
5362279,Saturday,200.0
5362279,Sunday,200.0
5362279,Thursday,200.0
5362279,Tuesday,200.0
5362279,Wednesday,200.0
5363874,Friday,248.44
5363874,Monday,249.20408163265307
5363874,Saturday,248.40816326530611
5363874,Sunday,249.20408163265307
5363874,Thursday,249.20408163265307
5363874,Tuesday,249.20408163265307
5363874,Wednesday,249.20408163265307
5364337,Friday,70.0
5364337,Monday,70.0
5364337,Saturday,70.0
5364337,Sunday,70.0
5364337,Thursday,70.0
5364337,Tuesday,70.0
5364337,Wednesday,70.0
5364814,Friday,125.0
5364814,Monday,125.0
5364814,Saturday,125.0
5364814,Sunday,125.0
5364814,Thursday,125.0
5364814,Tuesday,125.0
5364814,Wednesday,125.0
5365190,Friday,195.0
5365190,Monday,195.0
5365190,Saturday,195.0
5365190,Sunday,195.0
5365190,Thursday,195.0
5365190,Tuesday,195.0
5365190,Wednesday,195.0
5370580,Friday,48.0
5370580,Monday,36.0
5370580,Saturday,48.0
5370580,Sunday,36.0
5370580,Thursday,36.0
5370580,Tuesday,36.0
5370580,Wednesday,36.0
5371463,Friday,120.0
5371463,Monday,120.0
5371463,Saturday,120.0
5371463,Sunday,120.0
5371463,Thursday,120.0
5371463,Tuesday,120.0
5371463,Wednesday,120.0
5372526,Friday,69.0
5372526,Monday,69.0
5372526,Saturday,69.0
5372526,Sunday,69.0
5372526,Thursday,69.0
5372526,Tuesday,69.0
5372526,Wednesday,69.0
5373297,Friday,100.0
5373297,Monday,100.0
5373297,Saturday,100.0
5373297,Sunday,100.0
5373297,Thursday,100.0
5373297,Tuesday,100.0
5373297,Wednesday,100.0
5373674,Friday,130.0
5373674,Monday,130.0
5373674,Saturday,130.0
5373674,Sunday,131.42857142857142
5373674,Thursday,130.0
5373674,Tuesday,130.0
5373674,Wednesday,130.0
5374912,Friday,300.0
5374912,Monday,300.0
5374912,Saturday,300.0
5374912,Sunday,300.0
5374912,Thursday,300.0
5374912,Tuesday,300.0
5374912,Wednesday,300.0
5376069,Friday,143.4
5376069,Monday,143.28571428571428
5376069,Saturday,143.28571428571428
5376069,Sunday,143.28571428571428
5376069,Thursday,143.69387755102042
5376069,Tuesday,143.28571428571428
5376069,Wednesday,143.28571428571428
5382755,Friday,44.0
5382755,Monday,44.0
5382755,Saturday,44.0
5382755,Sunday,44.0
5382755,Thursday,44.0
5382755,Tuesday,44.0
5382755,Wednesday,44.0
5384774,Friday,42.0
5384774,Monday,42.0
5384774,Saturday,42.0
5384774,Sunday,42.0
5384774,Thursday,42.0
5384774,Tuesday,42.0
5384774,Wednesday,42.0
5385943,Friday,28.0
5385943,Monday,28.0
5385943,Saturday,28.0
5385943,Sunday,28.0
5385943,Thursday,28.0
5385943,Tuesday,28.0
5385943,Wednesday,28.0
5386402,Friday,250.0
5386402,Monday,155.0
5386402,Saturday,250.0
5386402,Sunday,155.0
5386402,Thursday,155.0
5386402,Tuesday,155.0
5386402,Wednesday,155.0
5389907,Friday,170.0
5389907,Monday,168.20408163265307
5389907,Saturday,170.0
5389907,Sunday,168.24489795918367
5389907,Thursday,168.20408163265307
5389907,Tuesday,168.20408163265307
5389907,Wednesday,168.20408163265307
5390882,Friday,73.4
5390882,Monday,72.44897959183673
5390882,Saturday,73.26530612244898
5390882,Sunday,72.44897959183673
5390882,Thursday,72.44897959183673
5390882,Tuesday,72.44897959183673
5390882,Wednesday,72.44897959183673
5392517,Friday,80.0
5392517,Monday,80.0
5392517,Saturday,80.0
5392517,Sunday,80.0
5392517,Thursday,80.0
5392517,Tuesday,80.0
5392517,Wednesday,80.0
5395116,Friday,150.0
5395116,Monday,150.0
5395116,Saturday,150.0
5395116,Sunday,150.0
5395116,Thursday,150.0
5395116,Tuesday,150.0
5395116,Wednesday,150.0
5395679,Friday,50.86
5395679,Monday,50.244897959183675
5395679,Saturday,50.83673469387755
5395679,Sunday,50.244897959183675
5395679,Thursday,50.244897959183675
5395679,Tuesday,50.244897959183675
5395679,Wednesday,50.244897959183675
5396701,Friday,100.0
5396701,Monday,100.0
5396701,Saturday,100.0
5396701,Sunday,100.0
5396701,Thursday,100.0
5396701,Tuesday,100.0
5396701,Wednesday,100.0
5396801,Friday,125.0
5396801,Monday,115.0
5396801,Saturday,125.0
5396801,Sunday,115.0
5396801,Thursday,115.0
5396801,Tuesday,115.0
5396801,Wednesday,115.0
5397568,Friday,201.44
5397568,Monday,200.0
5397568,Saturday,200.0
5397568,Sunday,200.0
5397568,Thursday,200.0
5397568,Tuesday,200.0
5397568,Wednesday,200.0
5401148,Friday,195.0
5401148,Monday,195.0
5401148,Saturday,195.0
5401148,Sunday,195.0
5401148,Thursday,195.0
5401148,Tuesday,195.0
5401148,Wednesday,195.0
5402632,Friday,199.0
5402632,Monday,199.0
5402632,Saturday,199.0
5402632,Sunday,199.0
5402632,Thursday,199.0
5402632,Tuesday,199.0
5402632,Wednesday,199.0
5402672,Friday,379.0
5402672,Monday,379.0
5402672,Saturday,379.0
5402672,Sunday,379.0
5402672,Thursday,379.0
5402672,Tuesday,379.0
5402672,Wednesday,379.0
5404201,Friday,180.0
5404201,Monday,180.0
5404201,Saturday,180.0
5404201,Sunday,180.0
5404201,Thursday,180.0
5404201,Tuesday,180.0
5404201,Wednesday,180.0
5404627,Friday,300.0
5404627,Monday,300.0
5404627,Saturday,300.0
5404627,Sunday,300.0
5404627,Thursday,300.0
5404627,Tuesday,300.0
5404627,Wednesday,300.0
5406041,Friday,100.0
5406041,Monday,100.0
5406041,Saturday,100.0
5406041,Sunday,100.0
5406041,Thursday,100.0
5406041,Tuesday,100.0
5406041,Wednesday,100.0
5406067,Friday,500.0
5406067,Monday,500.0
5406067,Saturday,500.0
5406067,Sunday,500.0
5406067,Thursday,500.0
5406067,Tuesday,500.0
5406067,Wednesday,500.0
5406167,Friday,49.6
5406167,Monday,49.48979591836735
5406167,Saturday,49.48979591836735
5406167,Sunday,49.48979591836735
5406167,Thursday,49.61224489795919
5406167,Tuesday,49.48979591836735
5406167,Wednesday,49.48979591836735
5406187,Friday,47.0
5406187,Monday,47.0
5406187,Saturday,47.0
5406187,Sunday,47.0
5406187,Thursday,47.0
5406187,Tuesday,47.0
5406187,Wednesday,47.0
5409372,Friday,111.4
5409372,Monday,110.81632653061224
5409372,Saturday,111.12244897959184
5409372,Sunday,110.81632653061224
5409372,Thursday,111.16326530612245
5409372,Tuesday,110.81632653061224
5409372,Wednesday,111.08163265306122
5409607,Friday,190.0
5409607,Monday,190.0
5409607,Saturday,190.0
5409607,Sunday,190.0
5409607,Thursday,190.0
5409607,Tuesday,190.0
5409607,Wednesday,190.0
5411787,Friday,110.32
5411787,Monday,99.0
5411787,Saturday,109.0
5411787,Sunday,101.44897959183673
5411787,Thursday,99.0
5411787,Tuesday,99.0
5411787,Wednesday,99.0
5412567,Friday,110.0
5412567,Monday,110.0
5412567,Saturday,110.0
5412567,Sunday,110.0
5412567,Thursday,110.0
5412567,Tuesday,110.0
5412567,Wednesday,110.0
5413565,Friday,134.0
5413565,Monday,134.0
5413565,Saturday,134.0
5413565,Sunday,134.0
5413565,Thursday,134.0
5413565,Tuesday,134.0
5413565,Wednesday,134.0
5414178,Friday,150.0
5414178,Monday,150.0
5414178,Saturday,150.0
5414178,Sunday,150.0
5414178,Thursday,150.0
5414178,Tuesday,150.0
5414178,Wednesday,150.0
5414471,Friday,119.6
5414471,Monday,119.20408163265306
5414471,Saturday,119.40816326530613
5414471,Sunday,119.20408163265306
5414471,Thursday,120.0204081632653
5414471,Tuesday,119.20408163265306
5414471,Wednesday,119.20408163265306
5414911,Friday,60.16
5414911,Monday,60.0
5414911,Saturday,60.02040816326531
5414911,Sunday,60.0
5414911,Thursday,60.0
5414911,Tuesday,60.0
5414911,Wednesday,60.0
5418312,Friday,120.0
5418312,Monday,120.0
5418312,Saturday,120.0
5418312,Sunday,120.0
5418312,Thursday,120.0
5418312,Tuesday,120.0
5418312,Wednesday,120.0
5423135,Friday,110.0
5423135,Monday,110.0
5423135,Saturday,110.0
5423135,Sunday,110.0
5423135,Thursday,110.0
5423135,Tuesday,110.0
5423135,Wednesday,110.0
5424042,Friday,350.0
5424042,Monday,259.0
5424042,Saturday,350.0
5424042,Sunday,259.0
5424042,Thursday,259.0
5424042,Tuesday,259.0
5424042,Wednesday,259.0
5424359,Friday,65.72
5424359,Monday,65.0
5424359,Saturday,65.71428571428571
5424359,Sunday,65.0
5424359,Thursday,65.0
5424359,Tuesday,65.0
5424359,Wednesday,65.0
5424994,Friday,150.0
5424994,Monday,150.0
5424994,Saturday,150.0
5424994,Sunday,150.0
5424994,Thursday,150.0
5424994,Tuesday,150.0
5424994,Wednesday,150.0
5430070,Friday,100.0
5430070,Monday,100.0
5430070,Saturday,100.0
5430070,Sunday,100.0
5430070,Thursday,100.0
5430070,Tuesday,100.0
5430070,Wednesday,100.0
5430560,Friday,140.0
5430560,Monday,140.0
5430560,Saturday,140.0
5430560,Sunday,140.0
5430560,Thursday,140.0
5430560,Tuesday,140.0
5430560,Wednesday,140.0
5431845,Friday,134.0
5431845,Monday,134.0
5431845,Saturday,134.0
5431845,Sunday,134.0
5431845,Thursday,134.0
5431845,Tuesday,134.0
5431845,Wednesday,134.0
5432089,Friday,483.6
5432089,Monday,479.6938775510204
5432089,Saturday,479.6938775510204
5432089,Sunday,479.6938775510204
5432089,Thursday,488.57142857142856
5432089,Tuesday,488.57142857142856
5432089,Wednesday,488.57142857142856
5432178,Friday,100.0
5432178,Monday,100.0
5432178,Saturday,100.0
5432178,Sunday,100.0
5432178,Thursday,100.0
5432178,Tuesday,100.0
5432178,Wednesday,100.0
5432743,Friday,60.0
5432743,Monday,60.0
5432743,Saturday,60.0
5432743,Sunday,60.0
5432743,Thursday,60.0
5432743,Tuesday,60.0
5432743,Wednesday,60.0
5433746,Friday,129.6
5433746,Monday,130.0408163265306
5433746,Saturday,129.85714285714286
5433746,Sunday,129.85714285714286
5433746,Thursday,130.22448979591837
5433746,Tuesday,130.0408163265306
5433746,Wednesday,130.0408163265306
5434150,Friday,129.6
5434150,Monday,129.89795918367346
5434150,Saturday,130.20408163265307
5434150,Sunday,129.89795918367346
5434150,Thursday,130.20408163265307
5434150,Tuesday,129.89795918367346
5434150,Wednesday,129.89795918367346
5434654,Friday,125.0
5434654,Monday,250.0
5434654,Saturday,125.0
5434654,Sunday,250.0
5434654,Thursday,250.0
5434654,Tuesday,250.0
5434654,Wednesday,250.0
5439148,Friday,75.0
5439148,Monday,75.0
5439148,Saturday,75.0
5439148,Sunday,75.0
5439148,Thursday,75.0
5439148,Tuesday,75.0
5439148,Wednesday,75.0
5439372,Friday,96.08
5439372,Monday,95.95918367346938
5439372,Saturday,95.95918367346938
5439372,Sunday,95.93877551020408
5439372,Thursday,96.10204081632654
5439372,Tuesday,95.95918367346938
5439372,Wednesday,95.95918367346938
5442054,Friday,167.72
5442054,Monday,168.14285714285714
5442054,Saturday,167.6530612244898
5442054,Sunday,167.6530612244898
5442054,Thursday,168.14285714285714
5442054,Tuesday,168.14285714285714
5442054,Wednesday,168.14285714285714
5442313,Friday,900.0
5442313,Monday,900.0
5442313,Saturday,900.0
5442313,Sunday,900.0
5442313,Thursday,900.0
5442313,Tuesday,900.0
5442313,Wednesday,900.0
5442584,Friday,200.0
5442584,Monday,200.0
5442584,Saturday,200.0
5442584,Sunday,200.0
5442584,Thursday,200.0
5442584,Tuesday,200.0
5442584,Wednesday,200.0
5443318,Friday,120.0
5443318,Monday,120.0
5443318,Saturday,120.0
5443318,Sunday,120.0
5443318,Thursday,120.0
5443318,Tuesday,120.0
5443318,Wednesday,120.0
5445314,Friday,170.0
5445314,Monday,170.0
5445314,Saturday,170.0
5445314,Sunday,170.0
5445314,Thursday,170.0
5445314,Tuesday,170.0
5445314,Wednesday,170.0
5445743,Friday,70.0
5445743,Monday,70.0
5445743,Saturday,70.0
5445743,Sunday,70.0
5445743,Thursday,70.0
5445743,Tuesday,70.0
5445743,Wednesday,70.0
5446045,Friday,150.0
5446045,Monday,72.0
5446045,Saturday,150.0
5446045,Sunday,72.0
5446045,Thursday,72.0
5446045,Tuesday,72.0
5446045,Wednesday,72.0
5451108,Friday,75.0
5451108,Monday,75.0
5451108,Saturday,75.0
5451108,Sunday,75.0
5451108,Thursday,75.0
5451108,Tuesday,75.0
5451108,Wednesday,75.0
5454050,Friday,130.0
5454050,Monday,130.0
5454050,Saturday,130.0
5454050,Sunday,130.0
5454050,Thursday,130.0
5454050,Tuesday,130.0
5454050,Wednesday,130.0
5465270,Friday,156.0
5465270,Monday,155.71428571428572
5465270,Saturday,155.71428571428572
5465270,Sunday,155.71428571428572
5465270,Thursday,156.73469387755102
5465270,Tuesday,155.71428571428572
5465270,Wednesday,155.71428571428572
5469274,Friday,85.0
5469274,Monday,85.0
5469274,Saturday,85.0
5469274,Sunday,85.0
5469274,Thursday,85.0
5469274,Tuesday,85.0
5469274,Wednesday,85.0
5470350,Friday,85.0
5470350,Monday,80.0
5470350,Saturday,85.0
5470350,Sunday,80.0
5470350,Thursday,80.0
5470350,Tuesday,80.0
5470350,Wednesday,80.0
5475870,Friday,100.0
5475870,Monday,100.0
5475870,Saturday,100.0
5475870,Sunday,100.0
5475870,Thursday,100.0
5475870,Tuesday,100.0
5475870,Wednesday,100.0
5477034,Friday,85.0
5477034,Monday,85.0
5477034,Saturday,85.0
5477034,Sunday,85.0
5477034,Thursday,85.0
5477034,Tuesday,85.0
5477034,Wednesday,85.0
5478741,Friday,750.0
5478741,Monday,524.0
5478741,Saturday,750.0
5478741,Sunday,524.0
5478741,Thursday,524.0
5478741,Tuesday,524.0
5478741,Wednesday,524.0
5478901,Friday,60.0
5478901,Monday,60.0
5478901,Saturday,60.0
5478901,Sunday,60.0
5478901,Thursday,60.0
5478901,Tuesday,60.0
5478901,Wednesday,60.0
5479460,Friday,139.42
5479460,Monday,139.6326530612245
5479460,Saturday,139.59183673469389
5479460,Sunday,139.08163265306123
5479460,Thursday,139.6122448979592
5479460,Tuesday,139.6122448979592
5479460,Wednesday,139.6122448979592
5482918,Friday,75.0
5482918,Monday,75.0
5482918,Saturday,75.0
5482918,Sunday,75.0
5482918,Thursday,75.0
5482918,Tuesday,75.0
5482918,Wednesday,75.0
5487204,Friday,70.0
5487204,Monday,70.0
5487204,Saturday,70.0
5487204,Sunday,70.0
5487204,Thursday,70.0
5487204,Tuesday,70.0
5487204,Wednesday,70.0
5490833,Friday,75.0
5490833,Monday,75.0
5490833,Saturday,75.0
5490833,Sunday,75.0
5490833,Thursday,75.0
5490833,Tuesday,75.0
5490833,Wednesday,75.0
5494750,Friday,38.0
5494750,Monday,38.0
5494750,Saturday,38.0
5494750,Sunday,38.0
5494750,Thursday,38.0
5494750,Tuesday,38.0
5494750,Wednesday,38.0
5495026,Friday,48.0
5495026,Monday,48.0
5495026,Saturday,48.0
5495026,Sunday,48.0
5495026,Thursday,48.0
5495026,Tuesday,48.0
5495026,Wednesday,48.0
5495927,Friday,41.44
5495927,Monday,41.42857142857143
5495927,Saturday,41.42857142857143
5495927,Sunday,41.42857142857143
5495927,Thursday,41.46938775510204
5495927,Tuesday,41.42857142857143
5495927,Wednesday,41.42857142857143
5500197,Friday,145.0
5500197,Monday,145.0
5500197,Saturday,145.0
5500197,Sunday,145.0
5500197,Thursday,145.0
5500197,Tuesday,145.0
5500197,Wednesday,145.0
5502282,Friday,93.44
5502282,Monday,89.75510204081633
5502282,Saturday,93.42857142857143
5502282,Sunday,89.75510204081633
5502282,Thursday,89.75510204081633
5502282,Tuesday,89.75510204081633
5502282,Wednesday,89.75510204081633
5505918,Friday,63.06
5505918,Monday,63.08163265306123
5505918,Saturday,63.02040816326531
5505918,Sunday,63.02040816326531
5505918,Thursday,63.12244897959184
5505918,Tuesday,63.08163265306123
5505918,Wednesday,63.08163265306123
5506438,Friday,100.0
5506438,Monday,100.0
5506438,Saturday,100.0
5506438,Sunday,100.0
5506438,Thursday,100.0
5506438,Tuesday,100.0
5506438,Wednesday,100.0
5509771,Friday,189.62
5509771,Monday,189.3469387755102
5509771,Saturday,189.40816326530611
5509771,Sunday,189.30612244897958
5509771,Thursday,189.77551020408163
5509771,Tuesday,189.3469387755102
5509771,Wednesday,189.3469387755102
5510725,Friday,160.0
5510725,Monday,160.0
5510725,Saturday,160.0
5510725,Sunday,160.0
5510725,Thursday,160.0
5510725,Tuesday,160.0
5510725,Wednesday,160.0
5511036,Friday,90.0
5511036,Monday,90.0
5511036,Saturday,90.0
5511036,Sunday,90.0
5511036,Thursday,90.0
5511036,Tuesday,90.0
5511036,Wednesday,90.0
5511067,Friday,120.0
5511067,Monday,85.0
5511067,Saturday,120.0
5511067,Sunday,85.0
5511067,Thursday,85.0
5511067,Tuesday,85.0
5511067,Wednesday,85.0
5511865,Friday,69.0
5511865,Monday,69.0
5511865,Saturday,69.0
5511865,Sunday,69.0
5511865,Thursday,69.0
5511865,Tuesday,69.0
5511865,Wednesday,69.0
5512217,Friday,125.0
5512217,Monday,125.0
5512217,Saturday,125.0
5512217,Sunday,125.0
5512217,Thursday,125.0
5512217,Tuesday,125.0
5512217,Wednesday,125.0
5512274,Friday,199.0
5512274,Monday,199.0
5512274,Saturday,199.0
5512274,Sunday,199.0
5512274,Thursday,199.0
5512274,Tuesday,199.0
5512274,Wednesday,199.0
5519207,Friday,88.06
5519207,Monday,87.16326530612245
5519207,Saturday,87.61224489795919
5519207,Sunday,86.87755102040816
5519207,Thursday,87.61224489795919
5519207,Tuesday,87.16326530612245
5519207,Wednesday,87.16326530612245
5520934,Friday,130.0
5520934,Monday,130.0
5520934,Saturday,130.0
5520934,Sunday,130.0
5520934,Thursday,130.0
5520934,Tuesday,130.0
5520934,Wednesday,130.0
5521107,Friday,75.0
5521107,Monday,75.0
5521107,Saturday,75.0
5521107,Sunday,75.0
5521107,Thursday,75.0
5521107,Tuesday,75.0
5521107,Wednesday,75.0
5523654,Friday,76.52
5523654,Monday,76.42857142857143
5523654,Saturday,76.44897959183673
5523654,Sunday,76.42857142857143
5523654,Thursday,76.75510204081633
5523654,Tuesday,76.42857142857143
5523654,Wednesday,76.42857142857143
5524451,Friday,110.0
5524451,Monday,110.0
5524451,Saturday,110.0
5524451,Sunday,110.0
5524451,Thursday,110.0
5524451,Tuesday,110.0
5524451,Wednesday,110.0
5525510,Friday,75.0
5525510,Monday,75.0
5525510,Saturday,75.0
5525510,Sunday,75.0
5525510,Thursday,75.0
5525510,Tuesday,75.0
5525510,Wednesday,75.0
5526210,Friday,330.46
5526210,Monday,330.2244897959184
5526210,Saturday,330.2040816326531
5526210,Sunday,330.2040816326531
5526210,Thursday,331.0612244897959
5526210,Tuesday,330.2244897959184
5526210,Wednesday,330.2244897959184
5528111,Friday,31.0
5528111,Monday,31.0
5528111,Saturday,31.0
5528111,Sunday,31.0
5528111,Thursday,31.0
5528111,Tuesday,31.0
5528111,Wednesday,31.0
5533000,Friday,261.76
5533000,Monday,260.14285714285717
5533000,Saturday,260.2244897959184
5533000,Sunday,260.18367346938777
5533000,Thursday,260.9183673469388
5533000,Tuesday,260.14285714285717
5533000,Wednesday,260.14285714285717
5534192,Friday,99.0
5534192,Monday,99.0
5534192,Saturday,99.0
5534192,Sunday,99.0
5534192,Thursday,99.0
5534192,Tuesday,99.0
5534192,Wednesday,99.0
5534660,Friday,120.0
5534660,Monday,120.0
5534660,Saturday,120.0
5534660,Sunday,120.0
5534660,Thursday,120.0
5534660,Tuesday,120.0
5534660,Wednesday,120.0
5536824,Friday,77.5
5536824,Monday,77.06122448979592
5536824,Saturday,77.9795918367347
5536824,Sunday,77.06122448979592
5536824,Thursday,77.26530612244898
5536824,Tuesday,77.26530612244898
5536824,Wednesday,77.26530612244898
5536844,Friday,75.0
5536844,Monday,75.0
5536844,Saturday,75.0
5536844,Sunday,75.0
5536844,Thursday,75.0
5536844,Tuesday,75.0
5536844,Wednesday,75.0
5538353,Friday,45.0
5538353,Monday,45.0
5538353,Saturday,45.0
5538353,Sunday,45.0
5538353,Thursday,45.0
5538353,Tuesday,45.0
5538353,Wednesday,45.0
5538410,Friday,45.0
5538410,Monday,45.0
5538410,Saturday,45.0
5538410,Sunday,45.0
5538410,Thursday,45.0
5538410,Tuesday,45.0
5538410,Wednesday,45.0
5541897,Friday,155.0
5541897,Monday,155.0
5541897,Saturday,155.0
5541897,Sunday,155.0
5541897,Thursday,155.0
5541897,Tuesday,155.0
5541897,Wednesday,155.0
5543210,Friday,65.0
5543210,Monday,65.0
5543210,Saturday,65.0
5543210,Sunday,65.0
5543210,Thursday,65.0
5543210,Tuesday,65.0
5543210,Wednesday,65.0
5543996,Friday,125.0
5543996,Monday,125.0
5543996,Saturday,125.0
5543996,Sunday,125.0
5543996,Thursday,125.0
5543996,Tuesday,125.0
5543996,Wednesday,125.0
5545560,Friday,298.6
5545560,Monday,298.83673469387753
5545560,Saturday,298.6326530612245
5545560,Sunday,298.7959183673469
5545560,Thursday,299.0612244897959
5545560,Tuesday,298.9183673469388
5545560,Wednesday,298.9591836734694
5547081,Friday,280.0
5547081,Monday,280.0
5547081,Saturday,280.0
5547081,Sunday,280.0
5547081,Thursday,280.0
5547081,Tuesday,280.0
5547081,Wednesday,280.0
5550377,Friday,250.0
5550377,Monday,250.0
5550377,Saturday,250.0
5550377,Sunday,250.0
5550377,Thursday,250.0
5550377,Tuesday,250.0
5550377,Wednesday,250.0
5550492,Friday,295.0
5550492,Monday,245.0
5550492,Saturday,295.0
5550492,Sunday,245.0
5550492,Thursday,245.0
5550492,Tuesday,245.0
5550492,Wednesday,245.0
5550788,Friday,79.0
5550788,Monday,79.0
5550788,Saturday,79.0
5550788,Sunday,79.0
5550788,Thursday,79.0
5550788,Tuesday,79.0
5550788,Wednesday,79.0
5556358,Friday,63.6
5556358,Monday,63.57142857142857
5556358,Saturday,63.57142857142857
5556358,Sunday,63.57142857142857
5556358,Thursday,63.673469387755105
5556358,Tuesday,63.57142857142857
5556358,Wednesday,63.57142857142857
5557097,Friday,59.4
5557097,Monday,49.0
5557097,Saturday,59.40816326530612
5557097,Sunday,49.0
5557097,Thursday,49.0
5557097,Tuesday,49.0
5557097,Wednesday,49.0
5557135,Friday,115.0
5557135,Monday,115.0
5557135,Saturday,115.0
5557135,Sunday,115.0
5557135,Thursday,115.0
5557135,Tuesday,115.0
5557135,Wednesday,115.0
5557684,Friday,75.0
5557684,Monday,75.0
5557684,Saturday,75.0
5557684,Sunday,75.0
5557684,Thursday,75.0
5557684,Tuesday,75.0
5557684,Wednesday,75.0
5558242,Friday,108.0
5558242,Monday,107.85714285714286
5558242,Saturday,107.85714285714286
5558242,Sunday,107.85714285714286
5558242,Thursday,108.36734693877551
5558242,Tuesday,107.85714285714286
5558242,Wednesday,107.85714285714286
5560024,Friday,70.0
5560024,Monday,70.0
5560024,Saturday,70.0
5560024,Sunday,70.0
5560024,Thursday,70.0
5560024,Tuesday,70.0
5560024,Wednesday,70.0
5562394,Friday,60.0
5562394,Monday,60.0
5562394,Saturday,60.0
5562394,Sunday,60.0
5562394,Thursday,60.0
5562394,Tuesday,60.0
5562394,Wednesday,60.0
5562962,Friday,175.0
5562962,Monday,149.0
5562962,Saturday,175.0
5562962,Sunday,149.0
5562962,Thursday,149.0
5562962,Tuesday,149.0
5562962,Wednesday,149.0
5567220,Friday,120.0
5567220,Monday,100.0
5567220,Saturday,120.0
5567220,Sunday,100.0
5567220,Thursday,100.0
5567220,Tuesday,100.0
5567220,Wednesday,100.0
5567278,Friday,862.0
5567278,Monday,864.8979591836735
5567278,Saturday,873.0612244897959
5567278,Sunday,856.734693877551
5567278,Thursday,875.1020408163265
5567278,Tuesday,864.8979591836735
5567278,Wednesday,875.1020408163265
5567361,Friday,111.8
5567361,Monday,111.83673469387755
5567361,Saturday,111.83673469387755
5567361,Sunday,111.83673469387755
5567361,Thursday,111.83673469387755
5567361,Tuesday,111.83673469387755
5567361,Wednesday,111.63265306122449
5567401,Friday,99.0
5567401,Monday,99.0
5567401,Saturday,99.0
5567401,Sunday,99.0
5567401,Thursday,99.0
5567401,Tuesday,99.0
5567401,Wednesday,99.0
5569464,Friday,125.0
5569464,Monday,125.0
5569464,Saturday,125.0
5569464,Sunday,125.0
5569464,Thursday,125.0
5569464,Tuesday,125.0
5569464,Wednesday,125.0
5579147,Friday,169.0
5579147,Monday,149.0
5579147,Saturday,169.0
5579147,Sunday,149.0
5579147,Thursday,149.0
5579147,Tuesday,149.0
5579147,Wednesday,149.0
5579240,Friday,74.0
5579240,Monday,68.0
5579240,Saturday,74.0
5579240,Sunday,68.0
5579240,Thursday,68.0
5579240,Tuesday,68.0
5579240,Wednesday,68.0
5580236,Friday,325.0
5580236,Monday,325.0
5580236,Saturday,325.0
5580236,Sunday,325.0
5580236,Thursday,325.0
5580236,Tuesday,325.0
5580236,Wednesday,325.0
5580648,Friday,45.0
5580648,Monday,45.0
5580648,Saturday,45.0
5580648,Sunday,45.0
5580648,Thursday,45.0
5580648,Tuesday,45.0
5580648,Wednesday,45.0
5581272,Friday,38.0
5581272,Monday,38.0
5581272,Saturday,38.0
5581272,Sunday,38.0
5581272,Thursday,38.0
5581272,Tuesday,38.0
5581272,Wednesday,38.0
5581442,Friday,38.0
5581442,Monday,38.0
5581442,Saturday,38.0
