rates_id,neighbourhood_id,year,month,price
20211258,58,2021,12,189
2017159,59,2017,1,72
2017259,59,2017,2,74
2017359,59,2017,3,72
2017459,59,2017,4,73
2017559,59,2017,5,72
2017659,59,2017,6,73
2017759,59,2017,7,75
2017859,59,2017,8,75
2017959,59,2017,9,75
20171059,59,2017,10,75
20171159,59,2017,11,75
20171259,59,2017,12,75
2018159,59,2018,1,75
2018259,59,2018,2,69
2018359,59,2018,3,70
2018459,59,2018,4,70
2018559,59,2018,5,74
2018659,59,2018,6,79
2018759,59,2018,7,77
2018859,59,2018,8,77
2018959,59,2018,9,77
20181059,59,2018,10,77
20181159,59,2018,11,77
20181259,59,2018,12,77
2019159,59,2019,1,67
2019259,59,2019,2,67
2019359,59,2019,3,69
2019459,59,2019,4,71
2019559,59,2019,5,73
2019659,59,2019,6,77
2019759,59,2019,7,79
2019859,59,2019,8,80
2019959,59,2019,9,79
20191059,59,2019,10,79
20191159,59,2019,11,80
20191259,59,2019,12,79
2020159,59,2020,1,67
2020259,59,2020,2,70
2020359,59,2020,3,75
2020459,59,2020,4,77
2020559,59,2020,5,78
2020659,59,2020,6,78
2020759,59,2020,7,78
2020859,59,2020,8,79
2020959,59,2020,9,79
20201059,59,2020,10,78
20201159,59,2020,11,78
20201259,59,2020,12,78
2021159,59,2021,1,94
2021259,59,2021,2,89
2021359,59,2021,3,89
2021459,59,2021,4,88
2021559,59,2021,5,93
2021659,59,2021,6,91
2021759,59,2021,7,95
2021859,59,2021,8,95
2021959,59,2021,9,96
20211059,59,2021,10,96
20211159,59,2021,11,95
20211259,59,2021,12,99
2017160,60,2017,1,89
2017260,60,2017,2,94
2017360,60,2017,3,94
2017460,60,2017,4,101
2017560,60,2017,5,105
2017660,60,2017,6,102
2017760,60,2017,7,103
2017860,60,2017,8,101
2017960,60,2017,9,101
20171060,60,2017,10,100
20171160,60,2017,11,99
20171260,60,2017,12,100
2018160,60,2018,1,75
2018260,60,2018,2,82
2018360,60,2018,3,87
2018460,60,2018,4,91
2018560,60,2018,5,100
2018660,60,2018,6,102
2018760,60,2018,7,104
2018860,60,2018,8,103
2018960,60,2018,9,102
20181060,60,2018,10,101
20181160,60,2018,11,101
20181260,60,2018,12,102
2019160,60,2019,1,74
2019260,60,2019,2,75
2019360,60,2019,3,77
2019460,60,2019,4,79
2019560,60,2019,5,81
2019660,60,2019,6,83
2019760,60,2019,7,84
2019860,60,2019,8,85
2019960,60,2019,9,84
20191060,60,2019,10,84
20191160,60,2019,11,84
20191260,60,2019,12,84
2020160,60,2020,1,80
2020260,60,2020,2,81
2020360,60,2020,3,82
2020460,60,2020,4,85
2020560,60,2020,5,86
2020660,60,2020,6,86
2020760,60,2020,7,86
2020860,60,2020,8,86
2020960,60,2020,9,86
20201060,60,2020,10,86
20201160,60,2020,11,86
20201260,60,2020,12,86
2021160,60,2021,1,77
2021260,60,2021,2,77
2021360,60,2021,3,77
2021460,60,2021,4,79
2021560,60,2021,5,80
2021660,60,2021,6,81
2021760,60,2021,7,81
2021860,60,2021,8,80
2021960,60,2021,9,81
20211060,60,2021,10,81
20211160,60,2021,11,81
20211260,60,2021,12,81
2017161,61,2017,1,178
2017261,61,2017,2,178
2017361,61,2017,3,179
2017461,61,2017,4,188
2017561,61,2017,5,193
2017661,61,2017,6,191
2017761,61,2017,7,160
2017861,61,2017,8,163
2017961,61,2017,9,159
20171061,61,2017,10,162
20171161,61,2017,11,162
20171261,61,2017,12,163
2018161,61,2018,1,143
2018261,61,2018,2,141
2018361,61,2018,3,142
2018461,61,2018,4,145
2018561,61,2018,5,153
2018661,61,2018,6,150
2018761,61,2018,7,156
2018861,61,2018,8,147
2018961,61,2018,9,144
20181061,61,2018,10,145
20181161,61,2018,11,144
20181261,61,2018,12,144
2019161,61,2019,1,121
2019261,61,2019,2,121
2019361,61,2019,3,122
2019461,61,2019,4,128
2019561,61,2019,5,129
2019661,61,2019,6,132
2019761,61,2019,7,150
2019861,61,2019,8,149
2019961,61,2019,9,150
20191061,61,2019,10,150
20191161,61,2019,11,148
20191261,61,2019,12,150
2020161,61,2020,1,109
2020261,61,2020,2,109
2020361,61,2020,3,111
2020461,61,2020,4,113
2020561,61,2020,5,115
2020661,61,2020,6,115
2020761,61,2020,7,115
2020861,61,2020,8,116
2020961,61,2020,9,116
20201061,61,2020,10,115
20201161,61,2020,11,114
20201261,61,2020,12,115
2021161,61,2021,1,132
2021261,61,2021,2,132
2021361,61,2021,3,133
2021461,61,2021,4,136
2021561,61,2021,5,137
2021661,61,2021,6,138
2021761,61,2021,7,136
2021861,61,2021,8,136
2021961,61,2021,9,136
20211061,61,2021,10,136
20211161,61,2021,11,140
20211261,61,2021,12,139
2017162,62,2017,1,167
2017262,62,2017,2,177
2017362,62,2017,3,169
2017462,62,2017,4,193
2017562,62,2017,5,182
2017662,62,2017,6,185
2017762,62,2017,7,184
2017862,62,2017,8,184
2017962,62,2017,9,184
20171062,62,2017,10,184
20171162,62,2017,11,184
20171262,62,2017,12,184
2018162,62,2018,1,148
2018262,62,2018,2,190
2018362,62,2018,3,192
2018462,62,2018,4,190
2018562,62,2018,5,191
2018662,62,2018,6,194
2018762,62,2018,7,198
2018862,62,2018,8,204
2018962,62,2018,9,196
20181062,62,2018,10,186
20181162,62,2018,11,190
20181262,62,2018,12,190
2019162,62,2019,1,181
2019262,62,2019,2,181
2019362,62,2019,3,184
2019462,62,2019,4,186
2019562,62,2019,5,189
2019662,62,2019,6,192
2019762,62,2019,7,195
2019862,62,2019,8,195
2019962,62,2019,9,196
20191062,62,2019,10,195
20191162,62,2019,11,195
20191262,62,2019,12,196
2020162,62,2020,1,182
2020262,62,2020,2,184
2020362,62,2020,3,185
2020462,62,2020,4,188
2020562,62,2020,5,189
2020662,62,2020,6,190
2020762,62,2020,7,192
2020862,62,2020,8,190
2020962,62,2020,9,190
20201062,62,2020,10,189
20201162,62,2020,11,188
20201262,62,2020,12,189
2021162,62,2021,1,176
2021262,62,2021,2,176
2021362,62,2021,3,176
2021462,62,2021,4,179
2021562,62,2021,5,180
2021662,62,2021,6,182
2021762,62,2021,7,180
2021862,62,2021,8,180
2021962,62,2021,9,180
20211062,62,2021,10,181
20211162,62,2021,11,182
20211262,62,2021,12,182
2017163,63,2017,1,161
2017263,63,2017,2,166
2017363,63,2017,3,170
2017463,63,2017,4,184
2017563,63,2017,5,175
2017663,63,2017,6,182
2017763,63,2017,7,191
2017863,63,2017,8,202
2017963,63,2017,9,192
20171063,63,2017,10,186
20171163,63,2017,11,194
20171263,63,2017,12,190
2018163,63,2018,1,283
2018263,63,2018,2,300
2018363,63,2018,3,313
2018463,63,2018,4,309
2018563,63,2018,5,329
2018663,63,2018,6,330
2018763,63,2018,7,332
2018863,63,2018,8,351
2018963,63,2018,9,346
20181063,63,2018,10,344
20181163,63,2018,11,354
20181263,63,2018,12,351
2019163,63,2019,1,202
2019263,63,2019,2,203
2019363,63,2019,3,207
2019463,63,2019,4,208
2019563,63,2019,5,213
2019663,63,2019,6,215
2019763,63,2019,7,218
2019863,63,2019,8,218
2019963,63,2019,9,217
20191063,63,2019,10,217
20191163,63,2019,11,217
20191263,63,2019,12,217
2020163,63,2020,1,194
2020263,63,2020,2,195
2020363,63,2020,3,197
2020463,63,2020,4,200
2020563,63,2020,5,201
2020663,63,2020,6,201
2020763,63,2020,7,202
2020863,63,2020,8,202
2020963,63,2020,9,201
20201063,63,2020,10,201
20201163,63,2020,11,200
20201263,63,2020,12,202
2021163,63,2021,1,175
2021263,63,2021,2,174
2021363,63,2021,3,176
2021463,63,2021,4,178
2021563,63,2021,5,179
2021663,63,2021,6,179
2021763,63,2021,7,180
2021863,63,2021,8,179
2021963,63,2021,9,179
20211063,63,2021,10,180
20211163,63,2021,11,180
20211263,63,2021,12,180
2017164,64,2017,1,238
2017264,64,2017,2,216
2017364,64,2017,3,237
2017464,64,2017,4,249
2017564,64,2017,5,228
2017664,64,2017,6,249
2017764,64,2017,7,253
2017864,64,2017,8,253
2017964,64,2017,9,253
20171064,64,2017,10,229
20171164,64,2017,11,229
20171264,64,2017,12,248
2018164,64,2018,1,155
2018264,64,2018,2,171
2018364,64,2018,3,192
2018464,64,2018,4,217
2018564,64,2018,5,191
2018664,64,2018,6,208
2018764,64,2018,7,214
2018864,64,2018,8,221
2018964,64,2018,9,220
20181064,64,2018,10,203
20181164,64,2018,11,209
20181264,64,2018,12,229
2019164,64,2019,1,194
2019264,64,2019,2,197
2019364,64,2019,3,200
2019464,64,2019,4,202
2019564,64,2019,5,207
2019664,64,2019,6,208
2019764,64,2019,7,210
2019864,64,2019,8,209
2019964,64,2019,9,208
20191064,64,2019,10,208
20191164,64,2019,11,208
20191264,64,2019,12,208
2020164,64,2020,1,186
2020264,64,2020,2,186
2020364,64,2020,3,189
2020464,64,2020,4,192
2020564,64,2020,5,194
2020664,64,2020,6,194
2020764,64,2020,7,193
2020864,64,2020,8,193
2020964,64,2020,9,193
20201064,64,2020,10,193
20201164,64,2020,11,193
20201264,64,2020,12,193
2021164,64,2021,1,191
2021264,64,2021,2,190
2021364,64,2021,3,189
2021464,64,2021,4,192
2021564,64,2021,5,194
2021664,64,2021,6,193
2021764,64,2021,7,195
2021864,64,2021,8,194
2021964,64,2021,9,194
20211064,64,2021,10,195
20211164,64,2021,11,195
20211264,64,2021,12,195
2017165,65,2017,1,125
2017265,65,2017,2,144
2017365,65,2017,3,150
2017465,65,2017,4,146
2017565,65,2017,5,146
2017665,65,2017,6,146
2017765,65,2017,7,150
2017865,65,2017,8,153
2017965,65,2017,9,153
20171065,65,2017,10,153
20171165,65,2017,11,150
20171265,65,2017,12,150
2018165,65,2018,1,115
2018265,65,2018,2,126
2018365,65,2018,3,123
2018465,65,2018,4,124
2018565,65,2018,5,137
2018665,65,2018,6,137
2018765,65,2018,7,139
2018865,65,2018,8,156
2018965,65,2018,9,156
20181065,65,2018,10,156
20181165,65,2018,11,156
20181265,65,2018,12,156
2019165,65,2019,1,182
2019265,65,2019,2,184
2019365,65,2019,3,188
2019465,65,2019,4,192
2019565,65,2019,5,195
2019665,65,2019,6,197
2019765,65,2019,7,198
2019865,65,2019,8,198
2019965,65,2019,9,198
20191065,65,2019,10,198
20191165,65,2019,11,196
20191265,65,2019,12,196
2020165,65,2020,1,167
2020265,65,2020,2,171
2020365,65,2020,3,181
2020465,65,2020,4,182
2020565,65,2020,5,184
2020665,65,2020,6,184
2020765,65,2020,7,185
2020865,65,2020,8,184
2020965,65,2020,9,184
20201065,65,2020,10,184
20201165,65,2020,11,183
20201265,65,2020,12,183
2021165,65,2021,1,150
2021265,65,2021,2,150
2021365,65,2021,3,147
2021465,65,2021,4,151
2021565,65,2021,5,152
2021665,65,2021,6,141
2021765,65,2021,7,141
2021865,65,2021,8,141
2021965,65,2021,9,141
20211065,65,2021,10,141
20211165,65,2021,11,141
20211265,65,2021,12,141
2017166,66,2017,1,80
2017266,66,2017,2,80
2017366,66,2017,3,80
2017466,66,2017,4,80
2017566,66,2017,5,80
2017666,66,2017,6,80
2017766,66,2017,7,80
2017866,66,2017,8,80
2017966,66,2017,9,80
20171066,66,2017,10,80
20171166,66,2017,11,80
20171266,66,2017,12,80
2018166,66,2018,1,90
2018266,66,2018,2,90
2018366,66,2018,3,93
2018466,66,2018,4,100
2018566,66,2018,5,102
2018666,66,2018,6,105
2018766,66,2018,7,99
2018866,66,2018,8,80
2018966,66,2018,9,80
20181066,66,2018,10,80
20181166,66,2018,11,80
20181266,66,2018,12,84
2019166,66,2019,1,93
2019266,66,2019,2,93
2019366,66,2019,3,96
2019466,66,2019,4,103
2019566,66,2019,5,103
2019666,66,2019,6,104
2019766,66,2019,7,106
2019866,66,2019,8,105
2019966,66,2019,9,104
20191066,66,2019,10,104
20191166,66,2019,11,101
20191266,66,2019,12,101
2020166,66,2020,1,84
2020266,66,2020,2,85
2020366,66,2020,3,90
2020466,66,2020,4,97
2020566,66,2020,5,98
2020666,66,2020,6,100
2020766,66,2020,7,100
2020866,66,2020,8,99
2020966,66,2020,9,100
20201066,66,2020,10,99
20201166,66,2020,11,84
20201266,66,2020,12,84
2021166,66,2021,1,67
2021266,66,2021,2,67
2021366,66,2021,3,69
2021466,66,2021,4,72
2021566,66,2021,5,73
2021666,66,2021,6,76
2021766,66,2021,7,77
2021866,66,2021,8,76
2021966,66,2021,9,75
20211066,66,2021,10,75
20211166,66,2021,11,74
20211266,66,2021,12,75
2017167,67,2017,1,114
2017267,67,2017,2,112
2017367,67,2017,3,113
2017467,67,2017,4,120
2017567,67,2017,5,124
2017667,67,2017,6,126
2017767,67,2017,7,130
2017867,67,2017,8,129
2017967,67,2017,9,131
20171067,67,2017,10,130
20171167,67,2017,11,134
20171267,67,2017,12,134
2018167,67,2018,1,101
2018267,67,2018,2,103
2018367,67,2018,3,110
2018467,67,2018,4,113
2018567,67,2018,5,119
2018667,67,2018,6,121
2018767,67,2018,7,124
2018867,67,2018,8,128
2018967,67,2018,9,128
20181067,67,2018,10,128
20181167,67,2018,11,125
20181267,67,2018,12,127
2019167,67,2019,1,104
2019267,67,2019,2,105
2019367,67,2019,3,107
2019467,67,2019,4,110
2019567,67,2019,5,113
2019667,67,2019,6,117
2019767,67,2019,7,118
2019867,67,2019,8,118
2019967,67,2019,9,118
20191067,67,2019,10,118
20191167,67,2019,11,118
20191267,67,2019,12,118
2020167,67,2020,1,115
2020267,67,2020,2,116
2020367,67,2020,3,119
2020467,67,2020,4,121
2020567,67,2020,5,123
2020667,67,2020,6,124
2020767,67,2020,7,124
2020867,67,2020,8,124
2020967,67,2020,9,124
20201067,67,2020,10,124
20201167,67,2020,11,123
20201267,67,2020,12,123
2021167,67,2021,1,103
2021267,67,2021,2,103
2021367,67,2021,3,104
2021467,67,2021,4,106
2021567,67,2021,5,107
2021667,67,2021,6,107
2021767,67,2021,7,107
2021867,67,2021,8,107
2021967,67,2021,9,107
20211067,67,2021,10,107
20211167,67,2021,11,107
20211267,67,2021,12,107
2017168,68,2017,1,73
2017268,68,2017,2,69
2017368,68,2017,3,68
2017468,68,2017,4,67
2017568,68,2017,5,69
2017668,68,2017,6,72
2017768,68,2017,7,74
2017868,68,2017,8,76
2017968,68,2017,9,76
20171068,68,2017,10,71
20171168,68,2017,11,72
20171268,68,2017,12,73
2018168,68,2018,1,54
2018268,68,2018,2,55
2018368,68,2018,3,57
2018468,68,2018,4,62
2018568,68,2018,5,63
2018668,68,2018,6,65
2018768,68,2018,7,67
2018868,68,2018,8,68
2018968,68,2018,9,68
20181068,68,2018,10,68
20181168,68,2018,11,65
20181268,68,2018,12,65
2019168,68,2019,1,60
2019268,68,2019,2,61
2019368,68,2019,3,62
2019468,68,2019,4,62
2019568,68,2019,5,64
2019668,68,2019,6,65
2019768,68,2019,7,66
2019868,68,2019,8,66
2019968,68,2019,9,66
20191068,68,2019,10,66
20191168,68,2019,11,66
20191268,68,2019,12,66
2020168,68,2020,1,160
2020268,68,2020,2,162
2020368,68,2020,3,158
2020468,68,2020,4,160
2020568,68,2020,5,164
2020668,68,2020,6,160
2020768,68,2020,7,163
2020868,68,2020,8,163
2020968,68,2020,9,160
20201068,68,2020,10,164
20201168,68,2020,11,160
20201268,68,2020,12,160
2021168,68,2021,1,240
2021268,68,2021,2,235
2021368,68,2021,3,231
2021468,68,2021,4,238
2021568,68,2021,5,236
2021668,68,2021,6,233
2021768,68,2021,7,241
2021868,68,2021,8,232
2021968,68,2021,9,233
20211068,68,2021,10,241
20211168,68,2021,11,233
20211268,68,2021,12,238
2017169,69,2017,1,130
2017269,69,2017,2,139
2017369,69,2017,3,140
2017469,69,2017,4,164
2017569,69,2017,5,165
2017669,69,2017,6,166
2017769,69,2017,7,200
2018169,69,2018,1,165
2018269,69,2018,2,177
2018369,69,2018,3,141
2018469,69,2018,4,155
2018569,69,2018,5,126
2018669,69,2018,6,117
2018769,69,2018,7,112
2018869,69,2018,8,111
2018969,69,2018,9,111
20181069,69,2018,10,111
20181169,69,2018,11,107
20181269,69,2018,12,107
2019169,69,2019,1,148
2019269,69,2019,2,149
2019369,69,2019,3,152
2019469,69,2019,4,153
2019569,69,2019,5,159
2019669,69,2019,6,160
2019769,69,2019,7,161
2019869,69,2019,8,162
2019969,69,2019,9,161
20191069,69,2019,10,161
20191169,69,2019,11,162
20191269,69,2019,12,161
2020169,69,2020,1,149
2020269,69,2020,2,153
2020369,69,2020,3,159
2020469,69,2020,4,170
2020569,69,2020,5,175
2020669,69,2020,6,173
2020769,69,2020,7,167
2020869,69,2020,8,164
2020969,69,2020,9,170
20201069,69,2020,10,172
20201169,69,2020,11,557
20201269,69,2020,12,682
2021169,69,2021,1,145
2021269,69,2021,2,144
2021369,69,2021,3,144
2021469,69,2021,4,146
2021569,69,2021,5,146
2021669,69,2021,6,146
2021769,69,2021,7,147
2021869,69,2021,8,147
2021969,69,2021,9,147
20211069,69,2021,10,147
20211169,69,2021,11,147
20211269,69,2021,12,147
2017170,70,2017,1,136
2017270,70,2017,2,155
2017370,70,2017,3,174
2017470,70,2017,4,171
2017570,70,2017,5,198
2017670,70,2017,6,201
2017770,70,2017,7,254
2017870,70,2017,8,254
2017970,70,2017,9,254
20171070,70,2017,10,254
20171170,70,2017,11,254
20171270,70,2017,12,254
2018170,70,2018,1,151
2018270,70,2018,2,156
2018370,70,2018,3,179
2018470,70,2018,4,204
2018570,70,2018,5,218
2018670,70,2018,6,219
2018770,70,2018,7,223
2018870,70,2018,8,238
2018970,70,2018,9,238
20181070,70,2018,10,238
20181170,70,2018,11,238
20181270,70,2018,12,238
2019170,70,2019,1,169
2019270,70,2019,2,171
2019370,70,2019,3,184
2019470,70,2019,4,183
2019570,70,2019,5,185
2019670,70,2019,6,187
2019770,70,2019,7,188
2019870,70,2019,8,189
2019970,70,2019,9,189
20191070,70,2019,10,189
20191170,70,2019,11,189
20191270,70,2019,12,189
2020170,70,2020,1,171
2020270,70,2020,2,172
2020370,70,2020,3,184
2020470,70,2020,4,185
2020570,70,2020,5,189
2020670,70,2020,6,189
2020770,70,2020,7,193
2020870,70,2020,8,193
2020970,70,2020,9,190
20201070,70,2020,10,189
20201170,70,2020,11,190
20201270,70,2020,12,190
2021170,70,2021,1,172
2021270,70,2021,2,170
2021370,70,2021,3,181
2021470,70,2021,4,180
2021570,70,2021,5,182
2021670,70,2021,6,183
2021770,70,2021,7,184
2021870,70,2021,8,185
2021970,70,2021,9,184
20211070,70,2021,10,184
20211170,70,2021,11,184
20211270,70,2021,12,180
2017171,71,2017,1,150
2017271,71,2017,2,159
2017371,71,2017,3,160
2017471,71,2017,4,160
2017571,71,2017,5,160
2017671,71,2017,6,160
2017771,71,2017,7,160
2017871,71,2017,8,160
2017971,71,2017,9,160
20171071,71,2017,10,160
20171171,71,2017,11,160
20171271,71,2017,12,160
2018171,71,2018,1,110
2018271,71,2018,2,110
2018371,71,2018,3,110
2018471,71,2018,4,127
2018571,71,2018,5,136
2018671,71,2018,6,149
2018771,71,2018,7,143
2018871,71,2018,8,144
2018971,71,2018,9,144
20181071,71,2018,10,143
20181171,71,2018,11,144
20181271,71,2018,12,144
2019171,71,2019,1,101
2019271,71,2019,2,107
2019371,71,2019,3,110
2019471,71,2019,4,112
2019571,71,2019,5,110
2019671,71,2019,6,114
2019771,71,2019,7,116
2019871,71,2019,8,116
2019971,71,2019,9,116
20191071,71,2019,10,116
20191171,71,2019,11,117
20191271,71,2019,12,116
2020171,71,2020,1,85
2020271,71,2020,2,83
2020371,71,2020,3,86
2020471,71,2020,4,93
2020571,71,2020,5,95
2020671,71,2020,6,99
2020771,71,2020,7,99
2020871,71,2020,8,99
2020971,71,2020,9,96
20201071,71,2020,10,95
20201171,71,2020,11,95
20201271,71,2020,12,95
2021171,71,2021,1,117
2021271,71,2021,2,113
2021371,71,2021,3,111
2021471,71,2021,4,116
2021571,71,2021,5,125
2021671,71,2021,6,126
2021771,71,2021,7,126
2021871,71,2021,8,126
2021971,71,2021,9,126
20211071,71,2021,10,126
20211171,71,2021,11,126
20211271,71,2021,12,126
2017172,72,2017,1,92
2017272,72,2017,2,91
2017372,72,2017,3,94
2017472,72,2017,4,94
2017572,72,2017,5,95
2017672,72,2017,6,97
2017772,72,2017,7,98
2017872,72,2017,8,98
2017972,72,2017,9,97
20171072,72,2017,10,97
20171172,72,2017,11,97
20171272,72,2017,12,97
2018172,72,2018,1,79
2018272,72,2018,2,82
2018372,72,2018,3,82
2018472,72,2018,4,83
2018572,72,2018,5,86
2018672,72,2018,6,88
2018772,72,2018,7,90
2018872,72,2018,8,97
2018972,72,2018,9,96
20181072,72,2018,10,94
20181172,72,2018,11,94
20181272,72,2018,12,94
2019172,72,2019,1,80
2019272,72,2019,2,81
2019372,72,2019,3,82
2019472,72,2019,4,83
2019572,72,2019,5,85
2019672,72,2019,6,88
2019772,72,2019,7,91
2019872,72,2019,8,91
2019972,72,2019,9,91
20191072,72,2019,10,90
20191172,72,2019,11,91
20191272,72,2019,12,90
2020172,72,2020,1,83
2020272,72,2020,2,84
2020372,72,2020,3,85
2020472,72,2020,4,86
2020572,72,2020,5,87
2020672,72,2020,6,88
2020772,72,2020,7,88
2020872,72,2020,8,88
2020972,72,2020,9,87
20201072,72,2020,10,87
20201172,72,2020,11,87
20201272,72,2020,12,88
2021172,72,2021,1,88
2021272,72,2021,2,88
2021372,72,2021,3,88
2021472,72,2021,4,90
2021572,72,2021,5,91
2021672,72,2021,6,92
2021772,72,2021,7,92
2021872,72,2021,8,91
2021972,72,2021,9,91
20211072,72,2021,10,92
20211172,72,2021,11,93
20211272,72,2021,12,93
2017173,73,2017,1,76
2017273,73,2017,2,84
2017373,73,2017,3,82
2017473,73,2017,4,85
2017573,73,2017,5,91
2017673,73,2017,6,95
2017773,73,2017,7,95
2017873,73,2017,8,97
2017973,73,2017,9,96
20171073,73,2017,10,97
20171173,73,2017,11,97
20171273,73,2017,12,97
2018173,73,2018,1,72
2018273,73,2018,2,76
2018373,73,2018,3,77
2018473,73,2018,4,78
2018573,73,2018,5,80
2018673,73,2018,6,84
2018773,73,2018,7,91
2018873,73,2018,8,92
2018973,73,2018,9,89
20181073,73,2018,10,89
20181173,73,2018,11,88
20181273,73,2018,12,88
2019173,73,2019,1,73
2019273,73,2019,2,75
2019373,73,2019,3,77
2019473,73,2019,4,79
2019573,73,2019,5,83
2019673,73,2019,6,89
2019773,73,2019,7,91
2019873,73,2019,8,91
2019973,73,2019,9,91
20191073,73,2019,10,91
20191173,73,2019,11,90
20191273,73,2019,12,90
2020173,73,2020,1,81
2020273,73,2020,2,82
2020373,73,2020,3,84
2020473,73,2020,4,86
2020573,73,2020,5,87
2020673,73,2020,6,87
2020773,73,2020,7,87
2020873,73,2020,8,88
2020973,73,2020,9,88
20201073,73,2020,10,88
20201173,73,2020,11,88
20201273,73,2020,12,88
2021173,73,2021,1,81
2021273,73,2021,2,81
2021373,73,2021,3,81
2021473,73,2021,4,85
2021573,73,2021,5,87
2021673,73,2021,6,86
2021773,73,2021,7,86
2021873,73,2021,8,87
2021973,73,2021,9,87
20211073,73,2021,10,89
20211173,73,2021,11,91
20211273,73,2021,12,91
2017174,74,2017,1,95
2017274,74,2017,2,98
2017374,74,2017,3,95
2017474,74,2017,4,98
2017574,74,2017,5,101
2017674,74,2017,6,101
2017774,74,2017,7,109
2017874,74,2017,8,112
2017974,74,2017,9,107
20171074,74,2017,10,107
20171174,74,2017,11,107
20171274,74,2017,12,107
2018174,74,2018,1,88
2018274,74,2018,2,89
2018374,74,2018,3,95
2018474,74,2018,4,94
2018574,74,2018,5,102
2018674,74,2018,6,106
2018774,74,2018,7,106
2018874,74,2018,8,102
2018974,74,2018,9,102
20181074,74,2018,10,102
20181174,74,2018,11,103
20181274,74,2018,12,103
2019174,74,2019,1,92
2019274,74,2019,2,93
2019374,74,2019,3,94
2019474,74,2019,4,95
2019574,74,2019,5,99
2019674,74,2019,6,101
2019774,74,2019,7,102
2019874,74,2019,8,103
2019974,74,2019,9,103
20191074,74,2019,10,103
20191174,74,2019,11,103
20191274,74,2019,12,103
2020174,74,2020,1,100
2020274,74,2020,2,101
2020374,74,2020,3,102
2020474,74,2020,4,104
2020574,74,2020,5,105
2020674,74,2020,6,105
2020774,74,2020,7,105
2020874,74,2020,8,105
2020974,74,2020,9,105
20201074,74,2020,10,105
20201174,74,2020,11,105
20201274,74,2020,12,105
2021174,74,2021,1,86
2021274,74,2021,2,86
2021374,74,2021,3,86
2021474,74,2021,4,87
2021574,74,2021,5,88
2021674,74,2021,6,89
2021774,74,2021,7,89
2021874,74,2021,8,89
2021974,74,2021,9,89
20211074,74,2021,10,89
20211174,74,2021,11,89
20211274,74,2021,12,89
2017175,75,2017,1,106
2017275,75,2017,2,107
2017375,75,2017,3,115
2017475,75,2017,4,131
2017575,75,2017,5,130
2017675,75,2017,6,131
2017775,75,2017,7,131
2017875,75,2017,8,140
2017975,75,2017,9,142
20171075,75,2017,10,140
20171175,75,2017,11,140
20171275,75,2017,12,142
2018175,75,2018,1,101
2018275,75,2018,2,100
2018375,75,2018,3,102
2018475,75,2018,4,102
2018575,75,2018,5,105
2018675,75,2018,6,109
2018775,75,2018,7,108
2018875,75,2018,8,114
2018975,75,2018,9,114
20181075,75,2018,10,114
20181175,75,2018,11,114
20181275,75,2018,12,114
2019175,75,2019,1,85
2019275,75,2019,2,86
2019375,75,2019,3,86
2019475,75,2019,4,87
2019575,75,2019,5,89
2019675,75,2019,6,90
2019775,75,2019,7,93
2019875,75,2019,8,94
2019975,75,2019,9,93
20191075,75,2019,10,93
20191175,75,2019,11,93
20191275,75,2019,12,93
2020175,75,2020,1,99
2020275,75,2020,2,98
2020375,75,2020,3,99
2020475,75,2020,4,101
2020575,75,2020,5,101
2020675,75,2020,6,102
2020775,75,2020,7,102
2020875,75,2020,8,102
2020975,75,2020,9,103
20201075,75,2020,10,102
20201175,75,2020,11,102
20201275,75,2020,12,102
2021175,75,2021,1,100
2021275,75,2021,2,100
2021375,75,2021,3,100
2021475,75,2021,4,100
2021575,75,2021,5,100
2021675,75,2021,6,101
2021775,75,2021,7,100
2021875,75,2021,8,101
2021975,75,2021,9,101
20211075,75,2021,10,101
20211175,75,2021,11,102
20211275,75,2021,12,102
2017176,76,2017,1,145
2017276,76,2017,2,145
2017376,76,2017,3,146
2017476,76,2017,4,163
2017576,76,2017,5,167
2017676,76,2017,6,174
2017776,76,2017,7,188
2017876,76,2017,8,188
2017976,76,2017,9,175
20171076,76,2017,10,172
20171176,76,2017,11,172
20171276,76,2017,12,162
2018176,76,2018,1,148
2018276,76,2018,2,167
2018376,76,2018,3,177
2018476,76,2018,4,179
2018576,76,2018,5,172
2018676,76,2018,6,186
2018776,76,2018,7,191
2018876,76,2018,8,199
2018976,76,2018,9,194
20181076,76,2018,10,171
20181176,76,2018,11,172
20181276,76,2018,12,169
2019176,76,2019,1,150
2019276,76,2019,2,153
2019376,76,2019,3,155
2019476,76,2019,4,160
2019576,76,2019,5,164
2019676,76,2019,6,167
2019776,76,2019,7,170
2019876,76,2019,8,171
2019976,76,2019,9,170
20191076,76,2019,10,169
20191176,76,2019,11,169
20191276,76,2019,12,169
2020176,76,2020,1,155
2020276,76,2020,2,158
2020376,76,2020,3,161
2020476,76,2020,4,165
2020576,76,2020,5,166
2020676,76,2020,6,166
2020776,76,2020,7,167
2020876,76,2020,8,167
2020976,76,2020,9,167
20201076,76,2020,10,167
20201176,76,2020,11,167
20201276,76,2020,12,167
2021176,76,2021,1,147
2021276,76,2021,2,147
2021376,76,2021,3,147
2021476,76,2021,4,151
2021576,76,2021,5,153
2021676,76,2021,6,153
2021776,76,2021,7,153
2021876,76,2021,8,153
2021976,76,2021,9,153
20211076,76,2021,10,153
20211176,76,2021,11,153
