id,superhost,neighborhood_id,borough_id,latitude,longitude,roomtype_id,price,number_of_reviews
3700364,0,107,3,40.7284,-73.9981,1,179,60
3701708,0,88,2,40.67999,-73.9731,2,65,2
3701890,0,127,3,40.77918,-73.9874,1,143,5
3703037,0,127,3,40.77817,-73.9784,1,200,0
3703633,0,103,3,40.73268,-73.9869,1,195,9
3706213,0,109,3,40.76027,-73.9908,1,190,0
3710162,0,112,3,40.71975,-73.9959,2,84,6
3710230,0,89,2,40.66271,-73.9539,1,199,18
3710685,0,179,4,40.74402,-73.9157,1,101,88
3715638,1,102,3,40.79508,-73.949,2,76,234
3717689,0,52,2,40.69141,-73.9589,1,85,2
3718539,0,102,3,40.79555,-73.9349,1,175,3
3720404,0,96,2,40.70914,-73.9524,1,160,1
3725902,0,87,2,40.67673,-73.9831,1,166,9
3727816,0,149,4,40.73538,-73.853,2,80,2
3727861,0,108,3,40.80257,-73.9548,2,200,0
3728837,0,81,2,40.72533,-73.942,1,99,6
3730612,0,11,1,40.87281,-73.8277,2,55,15
3731871,0,60,2,40.69865,-73.9297,2,71,19
3735483,0,52,2,40.68732,-73.9406,2,55,41
3738529,0,86,2,40.69817,-73.9654,1,87,7
3738815,0,115,3,40.75068,-73.9818,1,85,11
3739126,0,113,3,40.72177,-73.9934,2,92,0
3739864,0,74,2,40.65136,-73.9597,2,48,0
3741405,0,108,3,40.81217,-73.953,1,150,3
3741530,0,52,2,40.68237,-73.9481,1,90,17
3743048,1,223,5,40.64408,-74.0783,2,55,125
3747107,0,182,4,40.74626,-73.9009,2,50,3
3747392,0,96,2,40.71858,-73.9571,2,150,9
3749971,1,96,2,40.71623,-73.9642,2,115,96
3751048,0,126,3,40.7711,-73.9564,1,80,12
3755474,0,117,3,40.74735,-73.9767,1,149,8
3757178,0,124,3,40.71726,-74.0113,1,200,16
3757461,0,106,3,40.73601,-73.9821,2,73,198
3758296,0,116,3,40.80645,-73.958,2,80,30
3758686,1,67,2,40.67561,-73.9312,1,99,104
3759009,1,129,3,40.73243,-74.0005,1,245,84
3760029,1,131,4,40.75508,-73.9167,1,98,168
3760158,0,67,2,40.67573,-73.9626,1,320,45
3760592,0,111,3,40.74213,-73.9801,2,98,57
3760824,1,60,2,40.70322,-73.9291,2,110,22
3765095,0,74,2,40.65441,-73.9626,2,45,9
3766496,0,109,3,40.76559,-73.9922,2,95,103
3767156,1,60,2,40.6825,-73.9082,1,162,276
3767267,1,116,3,40.81065,-73.9631,2,112,64
3768726,0,52,2,40.68642,-73.9353,1,80,20
3769052,1,28,1,40.84611,-73.9104,2,32,81
3775978,0,115,3,40.74613,-73.9854,2,130,10
3779230,0,52,2,40.68826,-73.9385,2,34,9
3780113,0,108,3,40.8096,-73.9471,1,120,95
3780715,1,52,2,40.68358,-73.9484,2,100,93
3780746,0,109,3,40.76517,-73.9883,2,150,0
3782441,1,107,3,40.7311,-74.0001,2,170,28
3782925,1,96,2,40.70967,-73.9495,1,124,101
3783016,0,127,3,40.79253,-73.9738,1,79,17
3783021,0,127,3,40.79203,-73.973,1,99,19
3785438,0,76,2,40.68961,-73.9778,1,122,7
3789265,0,128,3,40.85672,-73.9302,4,100,0
3789758,0,81,2,40.72793,-73.9501,1,115,2
3790746,1,108,3,40.82621,-73.946,2,64,176
3791244,0,129,3,40.73254,-74.007,1,120,17
3791325,0,63,2,40.69352,-73.9656,1,150,20
3793161,0,182,4,40.75338,-73.9062,2,39,11
3793246,0,103,3,40.72695,-73.9862,1,200,83
3793542,0,96,2,40.71601,-73.9536,1,147,12
3797183,0,55,2,40.68558,-73.9815,1,185,1
3798874,0,87,2,40.68098,-73.9793,1,279,4
3798941,0,96,2,40.71133,-73.9536,2,52,498
3800547,1,61,2,40.64287,-73.9023,1,90,108
3800549,0,96,2,40.71694,-73.9602,1,125,1
3801501,0,52,2,40.68699,-73.9192,2,48,1
3801701,1,99,3,40.73996,-73.9992,1,85,41
3802538,1,109,3,40.75882,-73.9917,2,50,160
3808093,0,104,3,40.70907,-74.0147,1,325,9
3808358,0,131,4,40.76315,-73.9271,2,45,1
3808405,0,115,3,40.75901,-73.9614,1,100,12
3808620,0,109,3,40.76825,-73.9857,1,110,8
3811757,0,105,3,40.74021,-73.9853,1,100,10
3817216,0,115,3,40.75021,-73.9714,1,83,8
3817304,0,179,4,40.74219,-73.9259,2,65,10
3817666,0,109,3,40.7662,-73.9861,1,130,12
3818199,0,58,2,40.69261,-73.9952,1,205,13
3818279,0,117,3,40.74445,-73.9718,1,200,7
3818298,0,108,3,40.80293,-73.9559,1,165,23
3819656,0,121,3,40.72752,-74.0018,1,165,2
3825437,0,106,3,40.73293,-73.9836,1,190,5
3826908,1,165,4,40.74622,-73.9428,2,97,71
3827442,0,129,3,40.72841,-74.0035,1,349,10
3829039,0,96,2,40.71328,-73.9579,2,150,0
3829609,0,67,2,40.67767,-73.9516,1,160,21
3832444,0,60,2,40.70098,-73.9396,2,50,26
3832774,0,52,2,40.68655,-73.938,1,80,2
3832863,1,129,3,40.72845,-74.0034,1,350,23
3833538,0,52,2,40.68127,-73.9487,1,90,2
3835334,0,127,3,40.79998,-73.964,1,145,0
3835681,0,142,4,40.77478,-73.9191,2,35,188
3835757,0,142,4,40.77376,-73.9186,2,35,228
3836180,0,129,3,40.73648,-74.0017,1,225,5
3836199,0,144,4,40.76459,-73.8819,1,120,126
3838056,0,96,2,40.71241,-73.9653,1,450,0
3838375,1,127,3,40.79903,-73.9645,1,123,109
3838416,0,89,2,40.65806,-73.9582,1,225,3
3839364,0,16,1,40.89022,-73.9039,1,75,4
3839717,0,182,4,40.74248,-73.9069,2,39,4
3840000,0,96,2,40.70955,-73.9509,1,85,21
3840324,0,96,2,40.70859,-73.9464,1,115,18
3840541,1,58,2,40.69085,-73.9923,2,150,89
3841033,0,51,2,40.63592,-74.027,1,119,1
3841048,0,113,3,40.72174,-73.985,1,150,8
3841113,0,126,3,40.77993,-73.9494,2,83,19
3848431,0,108,3,40.82019,-73.9545,1,120,11
3848825,0,101,3,40.71256,-74.0062,2,48,2
3849226,0,121,3,40.72569,-74.0033,2,119,62
3849347,0,126,3,40.76236,-73.9664,1,90,2
3849679,0,121,3,40.72753,-74.002,1,199,1
3850254,0,60,2,40.6998,-73.9327,2,35,20
3850967,0,67,2,40.6692,-73.9474,1,100,11
3851263,1,127,3,40.79945,-73.9599,1,510,24
3851719,0,106,3,40.73608,-73.9857,1,99,26
3852261,1,130,4,40.58921,-73.7951,1,105,99
3852988,0,94,2,40.65957,-73.9925,1,135,19
3857180,0,74,2,40.65443,-73.9621,2,110,11
3857863,1,128,3,40.83602,-73.9429,2,93,124
3860762,0,52,2,40.68989,-73.9543,2,72,0
3860899,0,96,2,40.70684,-73.9423,2,60,0
3861713,0,81,2,40.72241,-73.9418,2,97,3
3864528,0,109,3,40.76053,-73.99,2,200,0
3866843,0,109,3,40.76835,-73.9856,1,110,6
3866888,0,115,3,40.7495,-73.9831,1,73,14
3868100,0,113,3,40.72168,-73.9888,1,225,21
3869762,0,126,3,40.78124,-73.9523,1,110,0
3870294,0,103,3,40.72471,-73.9867,1,250,32
3874870,0,103,3,40.72915,-73.985,1,200,19
3875294,0,67,2,40.6749,-73.9517,2,50,5
3876850,0,127,3,40.79254,-73.9753,2,250,6
3880588,0,117,3,40.74712,-73.9743,1,229,21
3882682,0,108,3,40.81419,-73.9472,2,80,27
3883020,0,67,2,40.66856,-73.9562,1,104,49
3884105,0,89,2,40.66021,-73.96,1,125,12
3885177,0,148,4,40.75664,-73.7998,2,80,3
3887138,0,88,2,40.67256,-73.9662,1,200,2
3889358,0,146,4,40.73864,-73.8805,2,78,0
3889997,0,99,3,40.74057,-73.9998,1,189,1
3891031,0,104,3,40.7094,-74.0028,2,139,13
3891370,0,121,3,40.7228,-73.9972,1,200,3
3895455,0,67,2,40.67658,-73.9468,2,42,4
3895930,1,81,2,40.71959,-73.948,1,160,57
3897387,1,88,2,40.67927,-73.9737,2,116,152
3898329,0,104,3,40.70943,-74.0141,1,200,6
3898625,0,128,3,40.83504,-73.9428,2,70,6
3902156,0,76,2,40.68952,-73.9783,1,149,11
3902791,0,129,3,40.73377,-74.0057,1,199,5
3903284,0,96,2,40.71751,-73.959,2,95,0
3905802,0,131,4,40.75527,-73.9146,2,35,0
3908094,0,96,2,40.70617,-73.9367,2,70,5
3908361,0,113,3,40.71561,-73.9876,2,65,11
3911632,1,82,2,40.64487,-73.979,2,45,80
3912900,0,131,4,40.76904,-73.9294,2,95,3
3913635,0,100,3,40.71672,-73.9918,1,130,101
3914773,0,127,3,40.78099,-73.9742,2,180,57
3914962,0,72,2,40.66165,-73.9254,2,94,7
3915042,0,117,3,40.74933,-73.9724,1,300,2
3915796,0,109,3,40.76825,-73.9857,1,110,10
3917007,0,96,2,40.71981,-73.9556,1,150,0
3922417,0,99,3,40.75076,-73.9959,1,67,16
3923128,0,126,3,40.77237,-73.9554,1,105,4
3924325,0,72,2,40.66336,-73.9266,2,79,7
3928241,0,113,3,40.71957,-73.9863,1,140,0
3928525,0,104,3,40.70563,-74.0088,1,275,9
3929669,0,81,2,40.72942,-73.9529,1,120,12
3930149,0,81,2,40.723,-73.9424,1,132,11
3930878,0,103,3,40.72509,-73.979,1,250,7
3931930,0,113,3,40.72084,-73.9868,2,80,10
3933059,0,128,3,40.85749,-73.9326,1,80,4
3933382,0,165,4,40.7512,-73.9402,2,45,3
3936970,0,76,2,40.6926,-73.9734,2,77,170
3939041,0,157,4,40.74946,-73.8951,1,57,1
3939086,0,26,1,40.80866,-73.9207,2,45,14
3939535,0,138,4,40.71009,-73.8196,2,70,66
3942731,0,98,3,40.70797,-74.0169,1,225,7
3943630,0,73,2,40.66988,-73.8903,2,83,6
3943879,1,96,2,40.71713,-73.9567,1,92,93
3944200,0,102,3,40.79508,-73.9326,1,195,25
3944499,0,67,2,40.67081,-73.9576,2,29,1
3944625,0,58,2,40.69417,-73.9944,2,99,217
3944627,0,106,3,40.73845,-73.9837,1,140,10
3945636,0,131,4,40.77005,-73.9284,2,36,5
3945796,0,111,3,40.74476,-73.9784,2,57,13
3946018,0,123,3,40.75977,-73.9876,1,189,69
3946239,0,63,2,40.68646,-73.9598,1,120,12
3946288,0,102,3,40.79365,-73.9349,1,661,23
3948939,0,127,3,40.78829,-73.9705,1,230,1
3951363,0,60,2,40.68819,-73.9159,2,65,0
3952093,0,127,3,40.79407,-73.9751,1,130,97
3953314,1,8,1,40.81192,-73.8533,1,154,23
3953415,1,8,1,40.81225,-73.8535,2,75,0
3957619,0,121,3,40.72699,-74.0012,1,100,5
3958460,0,127,3,40.77323,-73.9801,2,80,217
3962389,0,75,2,40.61938,-73.9247,1,125,11
3962586,0,103,3,40.73341,-73.9876,2,164,1
3963137,0,52,2,40.68295,-73.9147,1,199,9
3963635,0,52,2,40.68043,-73.9371,1,179,16
3968434,1,108,3,40.82257,-73.9557,2,54,47
3968610,0,107,3,40.72818,-73.9981,1,96,41
3970224,0,52,2,40.68692,-73.9311,1,96,5
3970701,0,72,2,40.66303,-73.9253,2,63,10
3970755,0,64,2,40.68682,-73.993,1,160,0
3970936,0,111,3,40.73815,-73.9808,1,150,1
3971526,0,74,2,40.63762,-73.9616,2,65,0
3971580,0,51,2,40.63562,-74.0235,1,136,1
3971948,0,63,2,40.68316,-73.9616,1,103,0
3974464,0,127,3,40.78789,-73.9768,2,50,0
3975630,1,182,4,40.74433,-73.9117,1,150,133
3979360,0,115,3,40.74819,-73.9856,1,240,7
3979611,0,120,3,40.75592,-73.9552,1,1400,31
3979628,0,108,3,40.8095,-73.954,2,89,197
3979714,1,108,3,40.8012,-73.9542,4,75,9
3980487,0,99,3,40.73923,-73.9983,1,112,27
3983469,1,127,3,40.80311,-73.9665,2,100,92
3983643,0,106,3,40.73816,-73.9843,1,130,2
3984168,0,103,3,40.73256,-73.9856,1,130,13
3985673,0,99,3,40.75319,-74.0016,1,300,14
3987571,0,52,2,40.68084,-73.9478,1,125,292
3987599,0,60,2,40.6876,-73.9167,1,93,26
3989564,0,52,2,40.68313,-73.9413,1,99,253
3993388,0,109,3,40.75758,-73.9933,2,149,200
3993553,0,87,2,40.67814,-73.9778,1,155,2
3998641,1,108,3,40.80128,-73.9556,1,150,5
3999228,0,129,3,40.73455,-74.0061,1,115,16
4000133,0,74,2,40.64119,-73.963,2,50,4
4000579,0,63,2,40.68329,-73.9609,1,172,3
4000621,1,52,2,40.6835,-73.9275,1,149,137
4003515,0,151,4,40.70591,-73.8926,2,95,46
4006264,0,108,3,40.80489,-73.9576,1,115,1
4007277,1,131,4,40.76294,-73.9155,2,50,18
4007770,0,108,3,40.80655,-73.9485,1,275,0
4013339,1,112,3,40.72023,-73.9969,1,175,156
4013668,0,87,2,40.66972,-73.9795,1,170,126
4016121,0,119,3,40.72322,-73.9935,1,350,1
4016142,0,113,3,40.71891,-73.9859,2,170,26
4016173,1,87,2,40.66723,-73.9804,1,60,32
4017226,0,87,2,40.68168,-73.9798,2,60,1
4019174,0,96,2,40.71544,-73.9558,2,70,38
4025313,0,104,3,40.70457,-74.0073,4,96,8
4025329,0,108,3,40.81586,-73.9412,1,105,107
4026150,1,146,4,40.74674,-73.8859,1,85,163
4028670,0,113,3,40.72102,-73.9862,1,120,0
4031463,1,30,1,40.87786,-73.8764,2,53,119
4031809,0,128,3,40.83456,-73.9434,2,100,0
4032229,0,43,1,40.85696,-73.9144,2,45,136
4033422,0,203,5,40.57718,-74.1398,1,200,56
4033444,1,67,2,40.66649,-73.9286,1,125,146
4033521,0,67,2,40.67441,-73.9237,1,68,157
4033998,0,157,4,40.7525,-73.8859,2,200,0
4037379,0,84,2,40.62859,-73.9618,1,104,9
4037522,0,131,4,40.76269,-73.9082,2,99,16
4038794,1,108,3,40.8336,-73.9491,2,70,29
4039789,0,10,1,40.83331,-73.9174,1,90,1
4040900,1,123,3,40.75974,-73.9866,4,66,69
4041189,0,128,3,40.83469,-73.9396,1,75,3
4041351,0,67,2,40.67152,-73.9269,2,80,0
4041383,0,108,3,40.81118,-73.9398,2,50,5
4044625,0,100,3,40.71399,-73.9911,1,300,7
4044906,0,76,2,40.6878,-73.9717,1,88,3
4047638,1,131,4,40.7653,-73.9266,2,80,27
4047751,0,127,3,40.7908,-73.9772,1,260,0
4047791,1,81,2,40.72414,-73.9536,1,185,128
4047795,0,67,2,40.67592,-73.9594,1,111,15
4047815,0,157,4,40.7517,-73.8948,1,100,24
4048043,1,121,3,40.71972,-73.9999,2,136,137
4050254,1,87,2,40.66898,-73.9783,2,149,151
4051643,0,108,3,40.8242,-73.9379,2,45,1
4053249,0,63,2,40.68436,-73.9622,1,200,14
4053471,0,81,2,40.72607,-73.951,2,65,27
4053517,0,81,2,40.72527,-73.9502,1,174,33
4053564,0,52,2,40.69361,-73.9385,2,90,24
4054332,0,87,2,40.67017,-73.9775,2,103,45
4055732,0,63,2,40.68454,-73.9638,2,40,1
4057361,0,165,4,40.75977,-73.929,2,55,22
4058515,0,52,2,40.69027,-73.9591,1,120,5
4058701,0,127,3,40.79408,-73.9757,2,170,3
4059037,0,52,2,40.69587,-73.9511,2,100,0
4059620,0,121,3,40.72525,-73.9964,1,137,208
4059794,0,101,3,40.71312,-74.0071,1,160,2
4060446,0,110,3,40.87279,-73.9199,1,87,66
4060993,0,173,4,40.70046,-73.9069,1,52,5
4066224,1,96,2,40.71236,-73.9379,1,157,220
4067820,0,42,1,40.83092,-73.857,2,60,89
4067861,0,72,2,40.64434,-73.9483,2,65,0
4069228,0,72,2,40.65301,-73.9524,1,115,64
4069341,0,108,3,40.81575,-73.9537,1,130,34
4069681,0,81,2,40.73357,-73.9544,1,150,128
4070025,0,95,2,40.70246,-73.9841,1,296,177
4071007,1,121,3,40.71995,-73.9998,2,120,84
4074248,0,96,2,40.71413,-73.9487,2,500,34
4076084,0,96,2,40.71009,-73.9647,1,100,2
4077090,0,93,2,40.66693,-73.988,1,195,66
4077427,0,96,2,40.70808,-73.9476,1,175,2
4077460,0,52,2,40.69013,-73.9281,1,150,276
4077744,0,81,2,40.72017,-73.9542,1,225,29
4081707,0,90,2,40.67815,-74.0144,1,385,10
4081800,0,108,3,40.80856,-73.9457,1,91,228
4082062,1,13,1,40.88096,-73.8352,2,61,40
4082357,1,81,2,40.72631,-73.9413,1,66,25
4083049,0,52,2,40.68634,-73.9252,1,350,9
4084603,0,103,3,40.72878,-73.9852,1,200,1
4085647,0,73,2,40.65741,-73.8785,1,100,9
4089102,1,52,2,40.68407,-73.9549,1,120,183
4089915,0,60,2,40.7041,-73.9248,1,156,137
4093399,1,13,1,40.88096,-73.8352,2,66,46
4096470,0,52,2,40.68663,-73.9379,1,155,4
4096910,0,126,3,40.7705,-73.9489,1,99,12
4097279,0,103,3,40.73131,-73.9832,2,105,0
4097284,1,61,2,40.63056,-73.8904,1,100,103
4102208,1,62,2,40.67335,-73.9989,1,99,134
4103970,1,81,2,40.72122,-73.9412,2,71,55
4108547,0,103,3,40.72357,-73.9875,2,59,160
4108799,0,81,2,40.72452,-73.9392,1,500,12
4110645,0,51,2,40.63745,-74.0253,2,70,52
4115327,1,93,2,40.66617,-73.9863,1,120,115
4116403,0,67,2,40.67284,-73.9521,2,65,0
4117817,0,96,2,40.71673,-73.9432,2,64,4
4119763,1,30,1,40.87184,-73.8862,2,51,117
4120122,0,96,2,40.7105,-73.9438,2,63,130
4120954,1,52,2,40.68675,-73.9379,1,398,49
4121110,0,127,3,40.79145,-73.9771,1,170,1
4121173,0,104,3,40.70499,-74.0082,1,150,2
4121363,1,102,3,40.80738,-73.9371,1,73,13
4125398,0,127,3,40.78732,-73.9749,2,100,10
4126676,0,115,3,40.76508,-73.9834,1,145,41
4127402,0,67,2,40.67822,-73.9588,1,150,14
4127524,0,165,4,40.74264,-73.9512,1,200,2
4128428,0,115,3,40.76119,-73.9711,2,179,11
4128450,0,64,2,40.6883,-73.9913,1,180,2
4129909,0,52,2,40.69485,-73.9339,2,83,61
4130266,0,52,2,40.69562,-73.9379,2,88,13
4134035,1,69,2,40.69682,-73.9837,1,150,159
4135674,0,76,2,40.68786,-73.9734,1,300,5
4135848,0,108,3,40.82498,-73.9363,2,90,5
4136252,0,108,3,40.80985,-73.9435,2,99,82
4137414,0,103,3,40.72934,-73.986,1,135,6
4137645,0,96,2,40.71243,-73.9566,2,60,1
4137680,0,127,3,40.77607,-73.9804,1,250,11
4140622,0,52,2,40.68514,-73.9321,1,100,0
4141868,0,100,3,40.71342,-73.9905,1,200,41
4142125,0,94,2,40.66355,-73.9955,1,140,0
4144630,0,96,2,40.71794,-73.9568,2,125,0
4145494,0,67,2,40.67205,-73.9509,2,90,25
4146226,0,166,4,40.73949,-73.8986,2,50,41
4152752,1,109,3,40.76424,-73.9915,2,145,443
4154009,0,127,3,40.79545,-73.966,1,280,5
4154042,0,67,2,40.66991,-73.9583,1,275,27
4155012,0,103,3,40.72784,-73.991,1,219,9
4156175,1,96,2,40.71111,-73.9637,2,75,10
4157451,1,126,3,40.76805,-73.9542,2,74,105
4162119,0,88,2,40.67883,-73.9659,2,79,47
4162292,1,74,2,40.63512,-73.9582,1,160,45
4162519,0,74,2,40.63995,-73.962,4,30,109
4162667,0,88,2,40.6787,-73.965,2,59,2
4163710,0,84,2,40.6251,-73.9616,2,40,1
4163781,1,96,2,40.71007,-73.9565,2,89,23
4163804,0,127,3,40.78085,-73.9847,1,250,0
4165278,0,113,3,40.71906,-73.9843,2,79,5
4169094,1,142,4,40.77375,-73.9165,2,90,24
4170460,0,52,2,40.6956,-73.9483,2,70,402
4170796,1,108,3,40.80849,-73.9446,1,75,17
4171272,0,60,2,40.69917,-73.9315,1,150,3
4171406,0,96,2,40.7095,-73.9495,2,55,102
4172303,0,90,2,40.67863,-74.0109,1,225,1
4172633,0,131,4,40.75637,-73.9213,1,110,1
4173751,0,108,3,40.81619,-73.94,1,99,5
4174115,0,121,3,40.7244,-73.9976,1,500,3
4174847,1,173,4,40.70899,-73.9027,2,43,41
4178851,0,96,2,40.71961,-73.9584,1,285,132
4179420,0,74,2,40.64251,-73.9597,2,65,0
4181102,0,113,3,40.71719,-73.9897,2,100,14
4182262,1,52,2,40.68312,-73.9251,1,192,114
4183424,0,129,3,40.73314,-74.0048,1,105,13
4183664,0,67,2,40.67196,-73.9382,2,71,20
4183801,0,52,2,40.68454,-73.9318,1,80,131
4183989,1,108,3,40.80606,-73.9506,2,65,47
4187653,0,51,2,40.62433,-74.0289,2,85,1
4188807,1,89,2,40.66018,-73.9601,2,72,264
4189428,0,88,2,40.67798,-73.9725,1,95,0
4189577,0,103,3,40.73121,-73.9837,1,160,30
4190301,0,52,2,40.69525,-73.9377,2,100,0
4191257,0,117,3,40.74643,-73.9754,1,200,1
4194494,0,121,3,40.72149,-73.9982,1,600,10
4196039,0,81,2,40.72401,-73.9402,1,75,0
4198391,0,103,3,40.72956,-73.9828,1,166,0
4198695,0,84,2,40.62735,-73.957,2,53,7
4199411,0,107,3,40.73111,-73.9929,1,350,0
4199782,1,93,2,40.6656,-73.9858,1,151,142
4203119,0,119,3,40.72231,-73.9946,2,254,0
4203460,0,111,3,40.7444,-73.9803,1,270,0
4204302,0,107,3,40.73293,-73.9978,1,180,2
4204988,0,118,3,40.72577,-73.9934,1,350,0
4205232,0,96,2,40.71564,-73.9511,2,75,10
4206034,1,215,5,40.63614,-74.0952,1,115,41
4206087,0,89,2,40.66066,-73.9597,1,120,4
4209595,0,107,3,40.73473,-73.9924,1,225,1
4211276,0,89,2,40.66302,-73.952,1,275,3
4216183,0,96,2,40.71543,-73.9416,1,115,3
4216435,0,20,1,40.88399,-73.895,1,110,0
4216813,1,81,2,40.72309,-73.9377,1,195,111
4217758,1,60,2,40.70678,-73.9178,2,89,180
4218034,1,52,2,40.68266,-73.9197,1,199,251
4218067,0,108,3,40.81422,-73.9484,1,109,11
4218129,0,52,2,40.69527,-73.9479,2,83,397
4220151,0,99,3,40.74588,-74.0006,1,48,274
4221999,0,115,3,40.75576,-73.9655,1,225,10
4225569,0,131,4,40.76273,-73.9058,1,92,239
4225738,0,55,2,40.68811,-73.9884,1,124,9
4225745,0,63,2,40.68275,-73.9654,1,73,7
4226098,0,127,3,40.78883,-73.9762,2,212,362
4226535,0,67,2,40.6721,-73.9537,1,84,16
4227018,0,96,2,40.71752,-73.9419,4,150,0
4227141,1,52,2,40.68724,-73.9422,2,45,16
4227161,0,52,2,40.68542,-73.9518,1,1050,133
4227499,0,99,3,40.74724,-74.0036,1,309,75
4227554,1,182,4,40.7426,-73.9071,1,190,143
4232356,0,126,3,40.77065,-73.9516,1,150,0
4232865,0,127,3,40.78278,-73.9744,1,250,1
4233006,1,51,2,40.63324,-74.0308,2,61,33
4235620,1,148,4,40.73303,-73.7974,1,100,16
4236143,0,103,3,40.73169,-73.9889,1,475,31
4240861,0,60,2,40.69108,-73.9144,2,90,143
4241028,0,158,4,40.6852,-73.7962,1,89,394
4243533,0,182,4,40.74808,-73.904,2,100,0
4244476,0,81,2,40.73093,-73.9533,2,75,1
4244576,0,128,3,40.8544,-73.9309,4,41,1
4248788,0,127,3,40.77881,-73.9773,1,250,5
4249342,1,104,3,40.70948,-74.0065,2,115,32
4250746,0,60,2,40.69271,-73.9254,1,150,134
4251513,0,60,2,40.69962,-73.9167,2,30,57
4258491,1,96,2,40.71288,-73.9414,1,285,43
4258867,0,76,2,40.68827,-73.9784,1,178,23
4259427,0,67,2,40.67027,-73.9403,1,220,30
4260964,1,108,3,40.81774,-73.946,1,150,92
4261951,0,109,3,40.76443,-73.9918,1,225,2
4262120,0,127,3,40.7681,-73.9838,1,2695,0
4263488,0,109,3,40.76842,-73.9859,1,150,0
4263802,1,76,2,40.68562,-73.9693,1,160,45
4264049,0,131,4,40.76496,-73.9117,2,39,6
4264127,0,131,4,40.75896,-73.9153,2,40,15
4267133,0,113,3,40.72156,-73.9871,2,73,2
4268286,1,102,3,40.79608,-73.9382,2,100,167
4270499,1,131,4,40.76369,-73.9229,1,129,112
4271059,0,81,2,40.73527,-73.954,1,154,7
4273931,0,126,3,40.76751,-73.9631,1,300,57
4274462,0,173,4,40.70439,-73.9111,2,49,39
4274589,0,124,3,40.71743,-74.0062,1,239,23
4274595,1,102,3,40.80791,-73.9405,1,175,190
4275729,0,60,2,40.69341,-73.9227,1,100,0
4276532,1,108,3,40.80469,-73.9459,1,1000,52
4276618,0,109,3,40.75303,-73.9953,1,146,18
4276762,1,108,3,40.83048,-73.9437,1,310,78
4277724,0,96,2,40.71484,-73.9674,1,88,81
4277980,1,67,2,40.67484,-73.9575,1,100,54
4278084,0,115,3,40.75062,-73.9825,1,53,14
4279260,1,173,4,40.70463,-73.9013,1,120,101
4279323,0,89,2,40.65681,-73.9484,2,80,2
4281241,0,107,3,40.73341,-73.9949,1,149,26
4282178,0,52,2,40.69724,-73.9491,2,89,402
4284848,0,106,3,40.73338,-73.9846,4,1000,18
4291654,0,96,2,40.70407,-73.9356,2,100,0
4293935,0,67,2,40.67391,-73.9472,2,99,77
4294546,0,81,2,40.7223,-73.9494,1,133,55
4294640,0,96,2,40.71613,-73.9534,2,56,1
4294969,0,107,3,40.73175,-73.9952,1,450,1
4295603,0,81,2,40.7255,-73.9409,1,99,1
4296710,1,20,1,40.86809,-73.902,2,37,85
4296956,0,61,2,40.63621,-73.8941,1,110,23
4297952,1,99,3,40.7492,-73.9985,1,185,224
4299536,1,63,2,40.68566,-73.9602,1,189,41
4302293,1,165,4,40.74742,-73.9465,2,58,46
4303600,1,52,2,40.68565,-73.9512,2,33,49
4305170,1,63,2,40.68147,-73.9649,1,145,105
4308612,0,109,3,40.76502,-73.9893,1,220,228
4308991,0,103,3,40.72607,-73.9887,2,9990,9
4309079,0,103,3,40.72603,-73.989,2,137,16
4309648,1,52,2,40.68568,-73.9527,1,120,175
4310501,1,103,3,40.72627,-73.9892,2,110,74
4311233,1,96,2,40.71636,-73.9547,1,99,217
4311648,0,96,2,40.71436,-73.9636,1,165,55
4312431,0,166,4,40.72674,-73.9045,1,125,6
4315934,0,52,2,40.6792,-73.9094,1,100,2
4318364,0,99,3,40.74039,-74.0036,1,500,7
4322711,0,176,4,40.67472,-73.805,2,150,0
4329728,0,99,3,40.74751,-74.0009,2,116,20
4331684,0,109,3,40.75579,-73.9915,1,295,16
4338177,0,99,3,40.73947,-74.0011,1,120,8
4338541,0,116,3,40.80801,-73.9582,1,150,9
4339202,0,131,4,40.76261,-73.9177,2,70,2
4339924,0,60,2,40.6989,-73.929,1,200,91
4340609,0,81,2,40.72603,-73.9415,1,139,5
4343860,0,122,3,40.73332,-73.9808,1,199,18
4349358,0,127,3,40.77474,-73.9789,2,105,239
4349695,0,74,2,40.64507,-73.9593,2,69,33
4350120,0,81,2,40.72623,-73.943,1,92,35
4350273,0,109,3,40.75806,-73.9968,1,285,0
4350391,0,108,3,40.80636,-73.9563,2,70,3
4350406,0,103,3,40.7239,-73.9831,1,150,0
4350495,0,102,3,40.79008,-73.9477,2,69,1
4350952,0,63,2,40.68485,-73.9643,2,39,9
4351563,0,88,2,40.67757,-73.9641,1,145,8
4352537,1,106,3,40.73541,-73.9806,2,55,50
4354764,1,61,2,40.63969,-73.8955,2,90,126
4354901,0,96,2,40.70941,-73.9456,2,45,0
4356396,0,126,3,40.7786,-73.951,1,125,21
4356687,0,52,2,40.68631,-73.9276,1,395,2
4357134,0,142,4,40.77172,-73.9177,1,200,0
4357892,0,134,4,40.77774,-73.7838,1,163,95
4359718,0,60,2,40.69584,-73.9079,1,144,142
4359756,1,165,4,40.75259,-73.941,2,147,22
4359921,0,131,4,40.7672,-73.912,1,139,9
4362474,0,103,3,40.72841,-73.9823,1,199,10
4362570,0,87,2,40.67683,-73.9762,1,220,97
