id,superhost,neighborhood_id,borough_id,latitude,longitude,roomtype_id,price,number_of_reviews
219066,0,53,2,40.61922,-73.994,1,110,28
219922,0,108,3,40.81553,-73.9544,2,85,37
220563,0,52,2,40.68634,-73.9509,2,75,59
220946,0,103,3,40.72229,-73.979,1,99,154
221097,0,81,2,40.72501,-73.9519,1,107,22
222304,0,99,3,40.74233,-73.9987,1,70,34
222913,0,113,3,40.71238,-73.9833,1,170,223
224004,0,108,3,40.80486,-73.953,2,80,68
225306,1,52,2,40.68749,-73.9549,2,60,140
225354,0,96,2,40.71157,-73.9669,1,130,11
225926,1,63,2,40.68999,-73.9671,2,239,186
225976,0,219,5,40.61077,-74.0682,1,75,83
226021,1,96,2,40.71126,-73.9458,1,179,155
227495,0,127,3,40.78595,-73.9709,1,110,101
227715,0,52,2,40.67855,-73.9495,1,130,255
228317,1,52,2,40.68516,-73.9252,1,130,89
228925,0,52,2,40.67964,-73.9395,1,100,10
228979,0,109,3,40.76189,-73.99,2,130,57
230321,0,52,2,40.69046,-73.9517,1,99,43
230877,1,102,3,40.79239,-73.9454,1,100,115
231154,0,158,4,40.67144,-73.765,2,75,31
231194,0,76,2,40.68495,-73.9734,1,199,319
232612,1,52,2,40.68309,-73.9422,1,111,341
233189,0,109,3,40.76166,-73.9968,1,85,89
233638,0,173,4,40.70163,-73.9087,2,55,20
234330,0,108,3,40.80249,-73.9567,1,79,73
234870,0,165,4,40.74581,-73.953,2,75,65
235552,0,93,2,40.66414,-73.9857,1,300,40
235651,1,129,3,40.74,-74.0038,2,110,86
235951,1,115,3,40.75348,-73.9707,1,125,145
235960,0,113,3,40.72066,-73.9851,1,115,102
236671,1,96,2,40.71746,-73.955,1,160,163
237210,0,103,3,40.73446,-73.9908,1,275,0
239733,0,142,4,40.77679,-73.9169,1,75,53
239826,0,106,3,40.73685,-73.9836,1,295,0
239899,0,89,2,40.66068,-73.96,1,50,6
240800,0,88,2,40.67722,-73.9654,2,57,164
241140,1,63,2,40.68975,-73.967,2,438,47
241862,0,129,3,40.73008,-74.0052,1,175,42
242532,1,63,2,40.6893,-73.966,2,279,136
242643,0,96,2,40.70832,-73.9416,1,146,36
242768,0,99,3,40.7489,-73.9946,2,119,242
243708,0,96,2,40.70875,-73.9551,1,99,273
244649,0,127,3,40.79824,-73.9686,2,50,0
245544,1,20,1,40.8679,-73.9002,2,43,120
245574,0,52,2,40.6889,-73.9538,1,81,192
246134,0,67,2,40.67607,-73.9442,2,85,5
246351,0,106,3,40.73834,-73.9823,1,139,5
246916,1,146,4,40.7347,-73.8807,1,96,73
248717,0,87,2,40.6736,-73.9811,2,65,14
248865,1,81,2,40.73756,-73.9535,1,169,38
248871,0,129,3,40.73066,-74.0029,1,630,154
248966,0,60,2,40.69777,-73.9304,2,71,43
249414,0,129,3,40.73291,-74.0006,1,246,6
249618,0,128,3,40.85099,-73.9282,2,125,4
249704,0,96,2,40.71005,-73.9407,1,120,14
249804,0,127,3,40.78964,-73.982,1,100,45
249867,0,52,2,40.68707,-73.9192,2,100,7
250259,0,96,2,40.7184,-73.9602,1,180,30
250323,0,100,3,40.71582,-73.999,1,122,49
250536,0,108,3,40.81068,-73.9429,2,125,11
250537,0,108,3,40.81122,-73.9428,1,400,0
250801,1,107,3,40.73129,-73.9994,2,700,132
251277,1,127,3,40.78558,-73.9726,2,140,130
252865,0,87,2,40.67894,-73.974,2,55,5
253466,1,81,2,40.73756,-73.9535,1,169,40
253471,1,81,2,40.73756,-73.9535,1,169,24
253475,1,81,2,40.73756,-73.9535,1,169,70
253590,0,127,3,40.79771,-73.9632,1,175,22
253800,1,81,2,40.73756,-73.9535,1,169,28
253803,1,81,2,40.73756,-73.9535,1,169,25
253806,1,81,2,40.73756,-73.9535,1,169,46
253811,1,81,2,40.73756,-73.9535,1,169,47
253815,1,81,2,40.73756,-73.9535,1,169,55
253828,1,81,2,40.73756,-73.9535,2,349,8
253839,1,81,2,40.73756,-73.9535,2,249,4
253846,1,81,2,40.73756,-73.9535,3,179,7
254168,1,81,2,40.73756,-73.9535,2,599,7
254409,0,63,2,40.68197,-73.9655,1,110,2
255476,0,96,2,40.7116,-73.9529,1,103,31
255601,0,52,2,40.69241,-73.9489,1,140,212
255637,0,88,2,40.67336,-73.9654,2,65,40
255957,0,119,3,40.72004,-73.9942,1,495,26
257097,1,52,2,40.68226,-73.9547,1,100,36
257568,0,68,2,40.67855,-73.8896,2,48,53
258688,0,129,3,40.74031,-74.0053,1,206,47
258690,0,99,3,40.74618,-74.0039,1,195,10
258740,0,108,3,40.81872,-73.9457,2,58,143
258838,1,184,5,40.59251,-74.0648,1,229,25
258930,0,100,3,40.71549,-73.9935,1,95,4
261194,0,52,2,40.68338,-73.9529,1,130,21
261259,0,129,3,40.72953,-74.0046,1,145,11
261674,0,99,3,40.74025,-74.0016,2,95,20
261781,0,129,3,40.73378,-74.0043,1,375,8
262343,1,113,3,40.72087,-73.9902,1,89,65
262405,1,72,2,40.64468,-73.9422,1,93,66
262478,0,113,3,40.7193,-73.9897,2,120,11
262583,0,129,3,40.73312,-74.0042,1,159,189
263005,1,76,2,40.69778,-73.9768,1,130,117
263190,0,103,3,40.72534,-73.9859,2,66,71
263232,0,108,3,40.82151,-73.9452,1,157,1
263502,0,96,2,40.72059,-73.9567,1,185,24
263888,1,127,3,40.79433,-73.9765,1,175,160
265036,1,67,2,40.6711,-73.9523,2,150,25
265064,0,68,2,40.67962,-73.8893,2,48,17
265145,0,123,3,40.76217,-73.9841,1,200,8
265506,0,126,3,40.76128,-73.9646,1,496,11
266146,0,127,3,40.78448,-73.9729,1,80,38
266155,0,127,3,40.78304,-73.9745,1,144,19
266449,0,113,3,40.71992,-73.9877,1,160,74
266964,0,99,3,40.74132,-73.9972,1,175,36
267376,0,104,3,40.70741,-74.001,2,45,10
267435,1,171,4,40.73349,-73.8601,2,55,30
267652,1,82,2,40.64277,-73.973,2,60,27
268335,0,96,2,40.72041,-73.9567,1,135,0
268362,1,127,3,40.77991,-73.985,1,279,6
268392,0,108,3,40.79951,-73.9526,1,150,35
268481,0,96,2,40.71647,-73.9397,1,150,1
268868,1,99,3,40.75114,-74.002,1,110,71
269283,1,67,2,40.66431,-73.9322,2,39,28
269404,0,131,4,40.76684,-73.9121,2,119,20
269889,1,165,4,40.74579,-73.9501,2,95,266
270139,0,60,2,40.70278,-73.9267,2,32,21
270231,1,182,4,40.74409,-73.9112,2,150,285
270315,1,52,2,40.68812,-73.9325,2,40,18
271694,0,115,3,40.75282,-73.9732,1,125,19
272026,0,128,3,40.85774,-73.929,1,67,21
272044,0,103,3,40.72257,-73.9847,1,199,50
273190,0,129,3,40.73301,-74.0027,1,750,28
274062,1,108,3,40.80285,-73.9517,2,79,74
274329,0,60,2,40.70642,-73.9167,1,68,136
274376,0,63,2,40.68156,-73.9654,1,135,11
274743,0,126,3,40.77368,-73.952,1,95,1
274995,0,67,2,40.66718,-73.9615,1,105,8
275976,1,52,2,40.68631,-73.937,1,140,228
276216,0,94,2,40.65992,-73.9904,1,127,1
276317,1,88,2,40.67847,-73.9704,1,650,108
276994,0,116,3,40.80451,-73.9645,1,230,3
277207,1,81,2,40.72868,-73.9584,2,75,17
277883,0,89,2,40.65689,-73.9533,1,75,59
278090,0,102,3,40.7928,-73.9397,2,35,234
278145,0,131,4,40.77117,-73.9191,2,45,3
278631,0,129,3,40.73729,-74.0081,1,250,7
278876,0,67,2,40.66984,-73.9514,2,60,1
279857,1,52,2,40.68492,-73.9549,2,650,140
280315,0,67,2,40.67392,-73.9466,1,250,26
281238,0,115,3,40.75532,-73.9704,1,88,20
281521,0,129,3,40.73879,-74.0043,1,200,1
