id,name,host_id,borough_id,neighbourhood_id,latitude,longitude,room_type_id,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
21202563,Beautiful luxury condo heart of Brooklyn,32834879,2,81,40.72697,-73.95072,1,210,30,0,,,1,0
21203987,Beautiful & Spacious Private Brooklyn Loft,9206072,2,52,40.69227,-73.95897,1,87,2,157,12/4/2020,4.14,1,285
21204007,Beautiful apartment at Bedford–Stuyvesant,153166469,2,52,40.68781,-73.93589,1,210,30,8,1/12/2020,0.61,1,0
21204122,Private Room in Bushwick! Close to Trains/Buses!,4464205,2,60,40.6963,-73.9237,2,30,30,3,10/29/2017,0.08,2,0
21204890,Perfect Room in West Harlem,61678511,3,108,40.81601,-73.94906,2,49,1,167,11/23/2020,4.31,1,10
21205650,Comfy 1 bedroom suite in midtown manhattan,120762452,3,117,40.75015,-73.9762,3,80,30,0,,,73,364
21205810,Elegant 1 bedroom suite in midtown Manhattan,120762452,3,117,40.75024,-73.97593,3,110,30,1,2/17/2019,0.05,73,365
21205891,Roomy 1 bedroom suite in midtown Manhattan,120762452,3,117,40.74905,-73.97676,3,80,30,9,9/13/2020,0.29,73,365
21206002,Impressive 1 bedroom near Sloan Kettering,120762452,3,117,40.75025,-73.97577,3,80,30,0,,,73,365
21206529,Waterfront Wonder,3427065,2,96,40.71932,-73.96455,2,180,1,1,10/6/2017,0.03,1,0
21209950,"Clean room in Chinatown, close to all the fun!",11026055,3,100,40.71814,-73.99627,2,70,30,2,12/18/2017,0.05,1,0
21210250,"Large Studio Apartment, 15-20mins from downtown",79753770,3,128,40.83544,-73.94263,1,125,3,17,10/19/2020,0.45,2,364
21212488,Modern Astoria 1BR w/Private Patio,11951550,4,131,40.77105,-73.91946,1,175,30,3,1/1/2018,0.08,1,0
21213799,Nice room in Harlem,63417081,3,108,40.82286,-73.94575,2,35,120,4,1/3/2020,0.11,8,364
21215073,Roomy bedroom in Spacious Chelsea Loft!,9522664,3,105,40.74262,-73.99172,2,149,3,24,12/15/2019,0.62,1,363
21216288,Spacious Apartment + Bushwick Backyard,5022142,4,173,40.70466,-73.91299,1,78,1,8,9/2/2020,0.24,1,0
21216917,Cozy Room in Brooklyn,153292704,2,60,40.69972,-73.92865,2,50,30,3,1/4/2018,0.08,1,179
21217074,Harlem Hideaway Garden Apartment,145825873,3,108,40.80321,-73.94914,1,96,30,8,11/10/2020,0.26,4,247
21217451,Huge Private Room in the Heart of Williamsburg!,14278133,2,96,40.71777,-73.94892,2,78,2,31,1/5/2019,0.8,2,0
21217698,Private room/office in the heart of Manhattan,6958919,3,116,40.81583,-73.96082,2,50,30,0,,,1,0
21218250,Cozy and Modern Brooklyn Loft with amazing view!,953913,2,60,40.69987,-73.92616,1,240,30,2,10/31/2020,0.05,1,0
21218639,Lower East Side room steps from all the action!,10787061,3,119,40.72289,-73.9941,1,119,30,5,12/10/2017,0.13,1,0
21219137,Nice room in LES,22617181,3,113,40.7177,-73.98368,2,70,30,1,1/1/2018,0.03,1,0
21219737,Awesome place in sunnyside,48241662,4,179,40.73673,-73.91706,2,50,30,7,3/15/2020,0.51,1,159
21220573,Beautiful Clean Studio in Midtown East,85318599,3,115,40.75645,-73.97188,1,135,30,14,8/13/2019,0.37,1,0
21223569,My Sunny Island Room,135320687,3,120,40.76262,-73.94784,2,88,30,51,2/10/2020,1.32,1,285
21225854,"Bumble of Brooklyn, Large space",153378241,4,173,40.69831,-73.90062,2,40,30,2,1/4/2018,0.06,1,0
21226783,THE SEXY SUITE SPOT,9849167,2,67,40.67187,-73.91495,2,75,30,34,6/2/2019,0.89,1,69
21227092,Light-filled Brooklyn Bedroom and Art Space,15170042,2,67,40.67272,-73.957,2,90,30,1,10/6/2017,0.03,1,0
21228962,Enchanted Village Retreat,35902083,3,107,40.73244,-73.99567,1,220,30,7,4/6/2018,0.18,1,0
21229168,Artsy Bowery Loft,40818755,3,103,40.72433,-73.992,1,225,30,29,12/12/2019,0.75,1,178
21230082,ALL new modern apartment of 2 bedroom NYC style!❤️,153419495,3,126,40.76178,-73.96573,1,305,2,138,11/29/2020,3.72,1,154
21230688,Harlem Hideaway Parlor Apartment,145825873,3,108,40.80545,-73.94843,1,96,30,8,10/2/2020,0.3,4,326
21231068,Centrally located East Village Apt,18104303,3,103,40.72481,-73.98452,2,114,4,47,3/14/2020,1.23,1,89
21233255,Private room right in heart of SOHO,9890399,3,113,40.72121,-73.99313,2,60,30,10,1/5/2019,0.26,1,0
21238053,Broadway 1,153497815,2,52,40.6877,-73.91951,1,6143,30,8,12/9/2017,0.21,1,0
21239226,Cozy 1 br in the heart of Gramercy,153509107,3,106,40.73798,-73.98559,1,250,30,0,,,1,0
21239497,Luxury Brooklyn 1BR just minutes from Manhattan,4444524,2,76,40.69312,-73.97989,2,185,2,6,1/3/2019,0.16,1,0
21239885,Spacious Studio in the Heart of Harlem!,45688062,3,108,40.81052,-73.95166,2,99,30,2,12/13/2019,0.16,1,0
21240760,"Bright, private room in the HEART of Williamburg",7714461,2,96,40.71306,-73.95118,2,70,30,10,2/11/2020,0.28,3,9
21241316,East Village large 2 bedroom apartment,19001556,3,103,40.72491,-73.98116,1,320,30,3,5/15/2018,0.08,2,0
21241829,Spacious 1BD in Greenwich Village/Union Square,78414842,3,107,40.73435,-73.99377,2,125,30,9,1/1/2019,0.23,1,0
21243315,*New* Big Modern Sunny Space in Bushwick,4476859,2,60,40.70169,-73.92598,2,59,30,1,11/9/2017,0.03,1,0
21245112,CHIC and COZY- 1st stop out of Manhattan!,8896831,4,165,40.74884,-73.94885,2,131,2,34,10/28/2019,1.08,1,137
21247657,Brooklyn: 2-Bdrm Apt in Clinton Hill-3yr old bldg,51846382,2,63,40.69403,-73.96905,1,340,2,92,10/26/2020,2.84,1,100
21248835,Comfy Cozy NYC Home for the Winter,48660417,3,126,40.77815,-73.94951,2,100,30,6,2/24/2018,0.17,1,0
21249676,Cozy sunny Brooklyn private room SUPERHOST,64609445,2,63,40.69483,-73.96682,2,58,30,48,7/31/2018,1.24,2,0
21249716,Heart of Manhattan by Times Square & Central Park,4144536,3,109,40.76461,-73.989,2,152,1,49,2/27/2020,1.33,1,25
21253000,Cozy 2-people room at Coliving in Bushwick!,10994664,2,60,40.69045,-73.90478,4,26,30,0,,,6,365
21253783,Home - away from home [Columbus Crcle/Central Prk],19541889,3,127,40.76845,-73.98455,1,153,30,1,12/28/2017,0.03,1,0
21253893,Clean room in Queens near bus stops.,22784412,4,151,40.70428,-73.85833,2,64,30,7,10/7/2018,0.18,1,180
21253972,UES apartment in a great location,41306788,3,126,40.76393,-73.96201,1,275,30,1,10/13/2017,0.03,1,0
21254023,Chelsea Newly Renovated Private Bedroom,22004774,3,99,40.74733,-74.00289,2,115,30,2,12/5/2017,0.05,1,0
21254718,Bright Comfy Apartment Steps to Columbia & Barnard,56197328,3,116,40.80761,-73.96516,1,371,30,1,10/18/2018,0.04,2,0
21254856,Lily Pad,143168243,4,142,40.77895,-73.91299,2,80,30,0,,,1,0
21257726,"Avoid the Chaos With Big Yard, Glass of Wine :)",2082420,4,173,40.70599,-73.90881,1,87,3,57,11/12/2020,1.51,1,365
21261549,"Private room in Bed-Stuy, Brooklyn",45697749,2,52,40.68552,-73.95751,2,70,30,10,2/24/2018,0.26,2,0
21263120,Luxury studio,44295724,3,108,40.81915,-73.94449,1,150,30,33,1/4/2020,1.05,1,0
21263728,Private Luxe suite best location light breakfast.,16977462,3,127,40.78671,-73.97763,2,150,2,50,10/27/2020,1.3,1,75
21263872,Beautiful Brooklyn Oasis 2 bedroom.,21942287,2,52,40.68671,-73.93458,1,150,30,4,10/18/2019,0.17,1,69
21264068,Bright green 2nd fl 2BR on ridgewood/bushwick cusp,7784696,4,173,40.70542,-73.91218,1,80,30,9,9/24/2018,0.24,1,0
21264131,Beautiful Super Cozy Studio,67226812,2,52,40.68515,-73.94924,1,120,31,120,1/19/2020,3.2,1,0
21264686,"Stunning Room, Perfect Location, Premium Bed ❤",14552154,3,115,40.74596,-73.98669,2,80,5,100,3/13/2020,2.65,2,264
21264903,Harlem Hideaway Studio Apartment,145825873,3,108,40.80451,-73.94997,1,67,30,9,1/12/2020,0.3,4,365
21265189,Cute Quiet Room in the BEST Location!! ❤,14552154,3,115,40.74546,-73.98708,2,75,28,108,2/23/2020,2.82,2,287
21266810,Cozy One Bedroom in Upper East Side proper,19985344,3,126,40.76776,-73.95741,1,155,30,25,10/20/2019,0.65,1,0
21271180,Bed in loft apartment east Williamsburg/bushwick,133146682,2,96,40.70631,-73.9275,4,45,30,2,11/20/2017,0.05,1,0
21273425,Brand New Cozy Woodside Studio- Close to NYC,153886003,4,166,40.73843,-73.90373,1,76,1,148,12/4/2020,3.97,1,345
21274308,Spacious/very clean/professional service/ PK SLOPE,148787736,2,93,40.66766,-73.98981,1,133,1,13,2/10/2020,0.36,2,178
21275645,Chambers Street Luxury One Bedroom,33294012,3,124,40.71669,-74.01208,1,200,30,1,1/1/2018,0.03,1,0
21275837,GRAND CENTRAL MIDTOWN CLEAN ONE-BEDROOM APARTMENT,4976240,3,117,40.74856,-73.97706,1,100,30,44,3/2/2020,1.3,1,0
21277145,Sunny full main floor apartment in Sunset Park,153921305,2,94,40.64627,-74.01465,1,120,3,79,3/8/2020,2.07,1,179
21277719,Cozy Apt near JFK,153927396,4,136,40.73111,-73.72383,2,65,30,28,6/29/2019,0.73,1,365
21278102,Harlem Hideaway Guest Room,145825873,3,108,40.80582,-73.94891,2,163,3,22,10/31/2020,0.6,4,313
21279140,Sunny Room by Prospect Park,127450357,2,67,40.67659,-73.96054,2,54,30,16,12/17/2018,0.42,1,0
21279172,Lovely railroad apartment,108605013,2,81,40.7271,-73.94529,1,100,30,2,1/3/2018,0.05,1,38
21279888,Charming brownstone with a private terrace,18664080,3,127,40.7762,-73.9806,1,107,30,29,12/15/2019,0.75,1,0
21280280,Prince single room,14103991,4,148,40.75609,-73.81828,2,35,30,44,10/6/2020,1.15,5,345
21280552,"Sutter GardenNY, 1st Private Room! 3mil from JFK",153956930,4,176,40.67122,-73.79252,2,95,1,3,7/5/2020,0.45,2,270
21281051,Super clean & new 1 bedroom apartment,38664335,2,72,40.63538,-73.94974,1,100,30,20,9/27/2019,1.05,1,0
21281641,Entire Apartment in Historic Brownstone + Garden,1662707,2,88,40.67861,-73.96944,1,75,30,1,10/29/2017,0.03,1,0
21282152,Calm NYC Place 3mins to Subway 12mins to Manhattan,25414207,4,173,40.7002,-73.90773,2,47,1,151,5/23/2020,3.94,3,210
21283357,Brand New Fully Remodeled Modern House,153988027,4,182,40.7426,-73.89983,1,255,4,60,9/3/2020,1.94,3,0
21283507,Quiet solo traveler room with a backyard view,15310048,2,72,40.65291,-73.94424,2,37,30,14,8/1/2020,0.37,5,334
21287982,PERFECT LOCATION! EAST VILLAGE Private Room,117385673,3,103,40.73035,-73.985,2,105,30,1,10/23/2017,0.03,1,0
21289522,Cozy and Quiet.,154037433,4,158,40.6702,-73.77351,2,36,1,73,3/13/2020,1.94,3,0
21289640,Cozy nook(double room/shared bath),154037433,4,158,40.67073,-73.77435,2,68,1,22,1/6/2020,0.77,3,0
21291783,Café DuChill — now supporting ASPCA,50455642,2,96,40.71584,-73.9557,2,38,30,184,8/30/2020,4.87,1,21
21292741,Queens Artist' Corner,30706232,4,131,40.76938,-73.91584,2,40,30,2,10/30/2017,0.05,1,0
21293326,Huge Designer Room | Lower East Side /East Village,10994839,3,103,40.72116,-73.98225,2,151,30,48,2/28/2020,1.27,1,90
21294579,Minimalism in a great neighborhood,6525229,3,100,40.71648,-73.99248,2,99,30,5,1/31/2020,0.13,3,0
21295182,Spacious One Bed Apartment by Columbus Circle,91299100,3,109,40.76813,-73.98639,1,165,30,0,,,1,0
21295834,Pre-war apartment,122920689,2,72,40.65166,-73.95169,2,45,30,2,1/2/2020,0.06,2,358
21295951,Welcome to Brooklyn! (Private bedroom & bathroom),76021267,2,89,40.66362,-73.9502,2,54,30,22,3/18/2020,0.57,1,165
21296129,Stylish Apartment with Garden,6960621,2,52,40.68918,-73.95719,1,80,30,1,9/20/2018,0.04,2,17
21296227,Ideal stay in Williamsburg w/ rooftop and fitness,38681422,2,96,40.71465,-73.96049,1,300,30,2,12/3/2017,0.05,1,0
21296249,Nice Clean Cousy  Studio.,154106207,4,131,40.75896,-73.91388,2,180,30,0,,,1,83
21296642,Luxury Apartment in a Great Location,2738309,3,103,40.73175,-73.98521,1,219,30,1,4/23/2020,0.13,1,88
21298453,A) Comfy Private Suite WiFi Laundry JFK Airport,154128335,4,158,40.70054,-73.81242,2,55,150,51,7/11/2020,1.34,4,290
21304935,Spacious basement apartment,154184894,4,139,40.69361,-73.72958,2,130,30,0,,,2,0
21305125,Cozy Basement lounge Apt inCambria Heights,154184894,4,139,40.695,-73.73114,2,100,30,0,,,2,0
21306457,Great space,100354001,4,175,40.66186,-73.73193,2,50,1,119,11/23/2020,3.11,1,90
21307055,Room in Prospect Heights,145543998,2,88,40.67595,-73.96391,2,52,30,2,12/1/2017,0.05,1,0
21307577,Unique Apt in East Village - Private Roof Terrace,12404709,3,103,40.72748,-73.98418,2,90,3,90,11/9/2020,2.54,2,0
21308590,Newly Renovated Studio Apt,146933726,2,89,40.66351,-73.94846,1,79,1,62,1/3/2020,1.64,1,363
21308702,NYミッドタウン高級コンドのリビングルームに宿泊,154217970,3,123,40.76085,-73.98329,2,83,9,118,3/11/2020,3.51,1,9
21308792,Large NYC APT on the East River for 1 or 2 people,33776141,3,111,40.73866,-73.97365,2,58,30,1,1/2/2018,0.03,1,0
21309659,Sunny Queen Size 1 Bedroom in Bedstuy.,154201505,2,52,40.68232,-73.93947,1,125,30,21,6/27/2018,0.55,2,87
21310073,Ruby Red Sanctuary,154201505,2,52,40.68347,-73.93952,1,125,30,0,,,2,87
21311240,Amazing Location! Apartment in South Williamsburg,154239561,2,96,40.71232,-73.95724,1,200,2,65,1/3/2020,1.7,2,0
21313022,Brooklyn Home On The Beach,15356710,2,57,40.57489,-73.96374,2,40,31,3,10/5/2019,0.14,2,364
21313640,Spacious Brownstone Apartment with Backyard in BK,10500831,2,52,40.68617,-73.94886,1,75,30,62,11/1/2020,1.62,1,88
21313668,A Beautiful Studio in Upper West Side,30426158,3,127,40.78508,-73.97857,1,157,30,2,12/9/2017,0.05,1,0
21317156,1 BR close to Times Square - WOMEN ONLY,84766486,3,109,40.76231,-73.99138,2,79,30,1,10/13/2017,0.03,1,0
21321273,Huge renovated 1 BR Apt in heart of East Village,126346950,3,103,40.7259,-73.98288,1,250,30,1,10/15/2017,0.03,1,0
21322272,Comfy room steps away from Williamsburg nightlife,154339771,2,96,40.71293,-73.95696,2,45,30,10,1/28/2018,0.27,1,0
21323255,Sunny 1 bedroom in Brooklyn right next to park !,145967,2,74,40.65333,-73.96291,1,100,30,1,1/4/2018,0.03,1,0
21324360,Cobble Hill Brooklyn....SUPER PRIME 1BR - full apt,154362702,2,64,40.68695,-73.99111,1,275,30,34,11/29/2019,0.89,1,0
21324522,Brownstone Duplex with Private Outdoor Patio!,12337318,3,108,40.82246,-73.9454,1,300,30,48,12/31/2019,1.28,2,163
21325114,Luxury Home Near Brooklyn Bridge,49582324,2,69,40.69301,-73.98409,2,119,30,0,,,1,0
21326923,Charming Private Bedroom & Bathroom in Flushing,75059797,4,148,40.74517,-73.83056,2,60,4,23,3/19/2020,1.29,1,0
21327327,Spacious Private Room in Manhattan Apartment,75812000,3,128,40.84871,-73.93647,2,50,30,4,12/29/2017,0.11,1,0
21327397,"Quick stay ""Couch"" walk to CITIFIELD & LGA airport",32446721,4,141,40.74813,-73.86304,4,30,1,14,2/19/2020,0.39,7,285
21332370,Artists's loft Williamsb mins NYC mins away,150970705,2,96,40.71447,-73.95385,1,120,30,15,10/31/2019,0.4,1,344
21343278,New York private studio apt.,145687876,4,149,40.72576,-73.84917,1,65,30,1,11/6/2017,0.03,1,0
21344179,"bright airy 1BR in Prime downtown NY, view of city",4285729,3,100,40.71446,-73.99127,1,166,30,10,10/4/2019,0.32,1,364
21344739,Comfortable place/ close to Manhattan,87397826,4,131,40.75742,-73.92903,2,99,30,2,11/5/2019,0.06,1,89
21344762,Modern Manhattan 1 Bedroom 15 Mins from Midtown,34867672,3,102,40.81038,-73.93783,1,72,30,22,1/31/2019,0.57,1,0
21346376,TRIBE ❤️ Luxury in Midtown Manhattan / Times Sq,37818693,3,109,40.76022,-73.99399,1,249,31,16,5/30/2020,0.46,1,70
21349548,Cozy Room- Next to A-B-C-D- Washer&Dryer,144008701,3,108,40.82389,-73.94521,2,24,30,6,6/1/2020,0.17,3,0
21354525,Cozy Brooklyn Heights Getaway w/ Manhattan Access,11743513,2,69,40.69097,-73.99162,2,100,30,129,3/8/2020,3.43,1,0
21354913,"Private suite near NYC Ferry, Front",71725161,2,94,40.64223,-74.02167,1,81,4,112,11/9/2020,3.01,2,248
21355005,Large room in the Upper West Side!,25880686,3,127,40.80032,-73.97114,2,49,30,0,,,1,0
21355102,"Massive 1 bedroom, 1.5 Bth Duplex w/ Office",1978457,3,99,40.74586,-74.00065,1,195,30,4,1/2/2020,0.11,1,21
21356244,Cozy private Apartment in Convenient Neighborhood,146000975,4,182,40.74309,-73.90466,1,125,1,244,11/30/2020,6.38,2,356
21356378,Sunny Private Room 4 Min from Train,9439324,2,60,40.68711,-73.90719,2,51,30,17,10/31/2020,0.47,3,50
21357119,Newly Built Uptown Manhattan Large Pied-à-Terre,177293,3,102,40.809,-73.93674,1,199,30,0,,,1,0
21358930,"Spacious Room by Subway! JFK 10min,Manhattan 30min",131476068,4,172,40.68698,-73.82916,2,83,30,18,10/3/2019,0.47,2,42
21363936,Spacious Apartment in the Heart of Williamsburg,4547593,2,96,40.71936,-73.95743,1,120,30,0,,,1,0
21364301,Wonderful Private Room with Spacious Outdoor Patio,103850896,2,96,40.71788,-73.94447,2,85,2,27,10/12/2019,0.72,2,0
21364473,Newly Renovated Brownstone 1BR with Private Deck,1282611,2,52,40.68392,-73.93733,1,75,4,7,1/1/2019,0.19,1,0
21365379,Master Bedroom - Private Balcony onto Manhattan,14482375,2,81,40.72231,-73.94218,2,79,30,5,9/24/2018,0.13,3,0
21365714,Queens Village relaxing place,154700793,4,170,40.70467,-73.73657,1,61,3,136,11/9/2020,3.56,1,92
21365786,Sunny 2BR in Heart of Williamsburg Near Subway,13546922,3,103,40.73194,-73.98432,2,398,30,41,8/10/2019,1.11,2,0
21366268,Cozy Home Away from Home in the Heart of NYC!,66960766,3,106,40.73662,-73.9794,2,98,30,92,3/14/2020,2.45,1,0
21366948,"Best of the west! Sunny,quiet&huge! Ideal location",154714898,3,127,40.78581,-73.97535,1,250,30,43,11/28/2020,1.15,1,166
21368441,"Downtown bklyn loft room, near trains",120574445,2,55,40.68479,-73.97869,2,175,90,61,2/16/2020,1.65,1,1
21369232,Awesome Private Room in Vibrant Bronx,12446529,1,38,40.82502,-73.86046,2,49,2,34,2/16/2020,0.93,2,38
21375941,Spectacular Brooklyn brownstone!,15412884,2,55,40.68464,-73.98301,1,800,7,3,12/28/2019,0.08,1,231
21377271,Sunny Spacious 2 Bedroom in Park Slope,15103996,2,93,40.66714,-73.99065,1,130,6,5,8/6/2019,0.14,1,0
21378053,Special one bedroom in midtown Manhattan,120762452,3,117,40.74856,-73.97592,1,80,30,3,12/20/2019,0.08,73,348
21379577,living on Bleecker street,61696564,3,107,40.72877,-74.00044,2,104,31,1,10/25/2017,0.03,2,0
21380140,Cozy room available in Queens Village.,154848269,4,170,40.71637,-73.7342,2,38,30,10,11/23/2019,0.33,1,70
21381272,Cozy Bedroom in the Heart of Times Square,37333386,3,109,40.76162,-73.98943,2,110,30,39,2/23/2020,1.04,3,365
21381489,Bedroom Available in a Charming Bushwick Apt,14988482,2,60,40.70806,-73.92002,2,50,30,0,,,1,87
21382292,Cozy 2 Bedroom in the heart of Times Square,37333386,3,109,40.76309,-73.98871,1,200,30,62,3/17/2020,1.62,3,357
21383288,Cozy & Modern Brooklyn Getaway,114238471,2,52,40.67654,-73.91083,1,179,30,49,1/1/2020,1.28,3,364
21384233,Gorgeous renovated Boutique townhouse apartment,10546345,2,52,40.68479,-73.92669,1,173,4,54,11/16/2020,1.41,1,0
21384768,"Nice room, close to everything NY has to offer",154629695,4,131,40.75811,-73.90989,2,57,1,110,11/23/2020,2.94,2,100
21384941,Great UWS alcove studio,11774785,3,127,40.79179,-73.97237,1,135,30,0,,,1,0
21385915,D) Comfy Spacio Queen bed WiFi JFK Airport Subway,154128335,4,158,40.70013,-73.81351,2,44,30,67,6/10/2020,1.77,4,290
21386117,"Newly Renovated Apt, Quick & Easy Access to Subway",83093714,3,108,40.81436,-73.94222,2,40,30,1,12/6/2017,0.03,1,0
21386179,Private Room & Full Bath in Brooklyn,123511218,2,52,40.6799,-73.94714,2,75,30,3,3/31/2019,0.08,1,0
21390016,Spacious 1 Bed PENTHOUSE Apt w/ Incredible VIEWS,2762154,2,51,40.63772,-74.02135,1,62,14,1,11/19/2017,0.03,1,0
21390251,Clean 2BR Park Slope Apt w/ Private Outdoor Space,26765262,2,79,40.66937,-73.99081,1,150,3,100,3/5/2020,2.63,1,100
21391447,Large Modern Stylish 3Bed 2Bathr Nolita Apartment,4853070,3,100,40.71871,-73.99603,1,300,30,0,,,1,0
21392488,Middle village,118697704,4,167,40.71289,-73.87513,1,250,30,5,10/27/2019,0.13,1,0
21392524,Elegant Private Apartment in a Historic Brownstone,8715723,3,108,40.80871,-73.95449,2,177,30,151,3/18/2020,3.97,5,3
21393427,Entire Luxury 1BR APT on the Upper East Side,22924270,3,126,40.77316,-73.95267,1,199,3,1,10/19/2017,0.03,1,0
21394596,Room avail: Newly-renovated Washington Heights APT,29883522,3,128,40.84352,-73.94034,2,25,3,1,11/6/2017,0.03,1,0
21395676,Huge master bedroom in pristine Nolita loft,907037,3,100,40.71856,-73.99572,2,175,30,6,9/22/2019,0.16,3,0
21397638,Large 1 Bedroom in LES,50086945,3,113,40.71945,-73.98969,1,180,30,7,3/14/2019,0.19,1,0
21398486,"Enjoy Fireplace, Deck, King Bed in Park Slope!",4058709,2,87,40.67489,-73.97894,1,164,7,10,1/2/2020,0.27,2,105
21398613,Spacious 1 BR APT right next to Central Park,24393270,3,109,40.76799,-73.98442,1,150,30,1,10/30/2017,0.03,1,0
21399110,"Beautiful, Cozy apartment in Brooklyn",1016005,2,52,40.68985,-73.94541,1,115,30,26,11/14/2020,0.73,1,179
21399131,Cozy LIC Loft-Style Apt- Minutes to Manhattan,155031529,4,165,40.74585,-73.94128,1,70,30,2,11/2/2017,0.05,1,0
21399885,Comfy Bushwick,96664487,2,60,40.68757,-73.91717,1,150,3,40,1/1/2020,1.12,3,344
21404524,Beautiful sunny Bushwick Loft,142719866,4,173,40.70915,-73.92003,1,214,30,28,2/23/2020,0.93,1,0
21405904,Single private Bedroom in a beautiful House,77750223,1,8,40.81718,-73.86195,2,43,30,12,12/31/2019,0.43,2,336
21406998,Large room,154696585,1,20,40.8799,-73.90319,2,80,30,1,12/19/2017,0.03,1,0
21407514,"Spacious, well-lit, with modern decor apartment!",154842298,3,103,40.72519,-73.98552,1,195,30,2,5/20/2018,0.06,1,0
21408811,Spacious PRIVATE Room,15520066,4,173,40.70855,-73.896,2,35,30,1,11/20/2017,0.03,1,0
21410257,"ALL YOURS FULL APARTMENT
2 BDM 2 BTH East Village!",27636450,3,118,40.72747,-73.99157,1,225,30,2,11/6/2017,0.05,2,0
21410794,Sunny Cozy Central Harlem Haven-Gated Community,12485000,3,102,40.81494,-73.93469,1,100,7,1,2/19/2020,0.1,1,61
21411274,Spacious Studio - NYC! First Responders Welcome!,155148052,3,126,40.77549,-73.95185,1,104,30,76,10/11/2020,2,1,96
21413190,Morden Corner Lux Apartment w/ River & City view,22223682,3,127,40.7719,-73.99162,2,150,300,2,1/2/2018,0.05,1,365
21413839,Chelsea Cabins (NYC),117365574,3,99,40.74781,-73.99538,2,45,1,127,11/13/2020,3.34,5,364
21413889,A Garden Suite - Mott Haven Townhouse Studio,155171571,1,26,40.80916,-73.92116,1,79,7,36,11/15/2020,0.96,1,72
21414821,New!! Cozy full equipped room in Times Square,272775635,3,109,40.75894,-73.99066,2,40,1,151,8/19/2020,3.96,5,0
21421478,Ground Floor Apartment with Private Patio,95740207,3,127,40.78464,-73.97641,1,799,30,0,,,1,0
21421657,THE SMALL ENGLISH MANOR NESTLED AMONGST THE TREES,155255550,3,103,40.72425,-73.98243,1,99,1,195,11/27/2020,5.13,1,292
21422090,"Bedroom 5 min away from E, 7, F, M, R trains!",106766048,4,157,40.75212,-73.89033,2,35,30,12,6/27/2019,0.49,1,0
21422721,Large private room 7 min to LGA 15min to Manhattan,153524812,4,131,40.76852,-73.92761,2,52,1,169,10/21/2020,4.42,1,354
21423426,Peaceful 1 Bedroom in the East Village,10391716,3,103,40.72328,-73.98277,1,125,4,89,9/13/2020,2.36,1,120
21424914,Exquisite Artist's Loft w/ king+queen in Flatiron,155282535,3,105,40.74359,-73.99097,1,125,30,1,2/6/2018,0.03,1,0
21426648,Bright Airy 1 Bedroom Studio in Prime Downtown NYC,683457,3,103,40.7239,-73.99097,1,115,30,1,1/1/2018,0.03,1,0
21427369,Gorgeous Clinton Hill Brooklyn 1BR Garden Apt,109909474,2,63,40.68648,-73.96151,1,118,2,150,8/30/2020,4.03,1,344
21428231,Adorable room in AMAZING Chelsea apartment!,155318905,3,99,40.74142,-74.00048,2,83,30,2,11/6/2017,0.05,1,0
21428791,LES Duplex Penthouse with Private Rooftop Terrace,16794494,3,103,40.72241,-73.98176,2,200,30,12,11/1/2019,0.32,1,0
21429062,Beautiful spacious duplex in Bed Stuy Brooklyn,122044489,2,52,40.69143,-73.9437,1,175,30,48,2/23/2020,1.27,2,178
21431963,Magical Space w/Incredible Cozy Energy,122374980,3,127,40.78571,-73.97618,4,60,30,125,3/13/2020,3.28,4,86
21433001,Colorful & cozy studio in Brooklyn,11908891,2,74,40.63869,-73.96812,1,98,30,2,11/18/2017,0.05,1,0
21434692,Modern Harlem Hamilton Heights Garden Apartment,111663504,3,108,40.82875,-73.95087,1,150,30,93,2/28/2020,2.45,1,100
21435622,"Small, quiet, and clean 1BR in Manhattan",100970377,3,108,40.81201,-73.94316,1,200,30,3,11/24/2017,0.08,1,0
21435800,Private Brownstone  Basement Studio Seasonal Space,289199951,2,52,40.68475,-73.93859,1,75,3,109,11/5/2020,2.87,4,0
21436689,Large One-Bedroom Apartment on Quiet Street,45658261,2,67,40.67183,-73.92307,1,60,30,7,2/4/2018,0.19,1,0
21437509,Peaceful Artist's Room in Williamsburg,13081524,2,96,40.71321,-73.93974,2,75,30,51,8/7/2019,1.33,1,0
21440605,☆☆☆Cosy Bedroom in The Heart of the City☆☆☆,126168966,3,109,40.7644,-73.99072,2,107,30,95,4/6/2020,2.49,3,0
21444065,"Harlem Tree House, only 15 minutes to Midtown!",12762193,3,108,40.80933,-73.94705,1,100,30,10,5/30/2019,0.26,1,0
21446922,Cozy private entrance bedroom with key and lock!,11452850,2,96,40.71044,-73.95774,2,55,30,3,5/15/2018,0.08,1,0
21448949,Quiet Brooklyn 1 BR,10456843,2,67,40.66689,-73.9377,1,99,30,43,9/20/2020,1.19,1,0
21450176,Private Room in Convenient Midtown East Location,121809482,3,115,40.75106,-73.97218,2,151,30,25,1/18/2019,0.67,2,0
21450636,Exposed brick 1BR apartment in upper Manhattan,21341524,3,102,40.78926,-73.94266,1,159,30,9,9/27/2019,0.25,1,0
21451138,B) Comfy Full Bed Wifi near JFK Airport and Subway,154128335,4,158,40.69984,-73.81284,2,41,30,158,6/26/2020,4.17,4,290
